lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6
TAG(52:3)_FA 18:1,-0.232803304,4.628389488,6.768518353,0.009277983,0.345141583,874.8 -> 575.8,TAG1,1493.230104,1765.496789,1068.740086,1637.560116,1301.520084,1506.660107,1336.7201,2019.340137,1579.900116,2401.900169,1878.960133,1642.240112,1478.380096,1385.280094,1383.900097
TAG(56:0)_FA 18:1,0.231724475,4.544513771,6.681200428,0.009743499,0.345141583,936.9 -> 637.896,TAG2,1641.803439,1402.330102,1137.220066,1365.500088,1740.16011,1386.960117,1984.580112,1357.10009,1703.520126,1303.500088,1277.620079,1493.800121,1475.660095,1507.12011,1669.280109
PE (20:4),0.22414745,7.373001085,6.575411127,0.010339712,0.348706778,502.2929 -> 361.2929,PE,12250.75423,10541.27411,1703.70013,8297.340626,15363.56101,11977.22084,10073.78071,8625.160713,8732.420647,10491.62084,17861.06145,10924.10067,8545.860561,12932.20096,12927.84099
C17:0,0.221248402,11.35952437,6.454824109,0.01106515,0.351869527,269.3 -> 269.3,FFA,193966.0236,166935.1718,32193.76225,129456.789,163249.4921,196965.8534,223029.8949,111733.0679,225382.2958,174386.4719,153947.0307,174082.4923,212435.6355,214986.3561,185751.7929
C22:0,0.219242879,11.62355541,6.338966409,0.011811369,0.351869527,339.3 -> 339.3,FFA,231312.0525,199230.4576,52340.34357,193205.0938,318522.3622,244070.0377,233338.3569,152484.531,268451.3388,182855.0931,186656.152,189731.6736,182992.1921,233036.3166,197911.9131
C28:0,0.221094686,9.770343154,6.439178712,0.011163024,0.351869527,423.4 -> 423.4,FFA,63648.25449,54820.03058,18981.64135,42505.54306,60392.14441,68807.84505,69035.22453,40705.44302,78355.96568,59541.40405,53174.74376,56164.52416,60627.56407,61195.42413,60303.88447
PC (40:3),0.223209156,5.74916831,6.409806569,0.011349178,0.351869527,840.6 -> 184.1,PCandSM,3869.666929,3330.11024,1703.580116,3270.900223,3487.280228,3233.900223,4390.220303,3032.420189,4979.720318,4135.120319,4393.700279,3681.880276,2417.560181,2626.440208,3549.520264
PCo(40:3),0.222640932,5.618204753,6.360855538,0.011666528,0.351869527,826.6 -> 184.1,PCandSM,3503.483562,3018.650208,1831.540138,2658.100182,3192.220181,2792.100193,3998.440235,2722.380199,2791.96019,3768.400242,4769.640312,3101.90023,2895.400223,3069.020199,3373.240234
PS (38:9),0.222676311,5.238311651,6.31108838,0.011998516,0.351869527,802.4655 -> 617.4655,PS,2694.946849,2321.00683,1377.2201,1953.180145,2718.020199,2945.400204,2826.600185,1786.220119,2863.020214,2740.340199,2418.420162,2030.420132,2778.760193,2470.480183,2564.860142
PCo(32:1),-0.217946373,8.253236859,6.239771943,0.012491256,0.358525624,718.6 -> 184.1,PCandSM,19431.46803,22656.13496,2495.440189,39229.70302,19189.98122,21244.12157,21757.38163,17048.68119,14624.76109,22651.76144,21450.34142,19148.34129,20856.02148,16614.20126,18710.32133
"3-hydroxylinoleoylcarnitine,",0.21553859,9.969705809,6.121324906,0.013356066,0.365977797,440.3 -> 85.1,acy-carnitines,74613.59518,64673.40135,4305.70031,57361.50438,68693.92458,74902.4252,72705.36464,41298.88253,77355.80526,88276.9467,66514.86441,60090.12462,89987.82677,66110.52464,72423.78539
STD_15:0-18:1(d7) PE,-0.214966026,9.816278195,6.087975206,0.013610497,0.365977797,711.56 -> 570.56,QC,6839190.253,6900411.791,4591609.302,6767827.299,6777074.23,6876099.893,6788296.648,7128229.228,6925693.774,6832917.451,6768415.223,6936253.023,6897868.45,6861143.852,6877793.192
STD_15:0-18:1(d7) PE,-0.214966026,9.816278195,6.087975206,0.013610497,0.365977797,711.56 -> 570.56,PE,57893.94727,67359.54817,2135.44014,79616.48588,56312.964,54919.36394,56871.52411,83850.94604,45436.44379,56316.96367,70034.18489,67468.98485,59101.38351,61984.54462,59607.18333
STD_15:0-18:1(d7) PG (Na Salt),-0.216684503,6.024524959,6.068829417,0.013758812,0.365977797,758.54 -> 569.54,QC,319109.3525,323775.3998,236473.2765,316033.2226,315127.102,320845.3827,316582.8621,335220.3446,319364.1425,320567.6629,319932.5435,321867.0033,326059.1431,328118.7824,317590.322
STD_15:0-18:1(d7) PG (Na Salt),-0.216684503,6.024524959,6.068829417,0.013758812,0.365977797,758.54 -> 569.54,PG,4081.416953,4761.050312,1292.460087,4964.580315,3811.140308,4765.060291,3948.120289,5420.620316,3479.060226,4744.320309,5049.380333,4614.300362,4083.260273,4057.42028,4117.540287
TAG(54:4)_FA 18:2,-0.221465521,4.373627988,6.05893923,0.013836077,0.365977797,900.8 -> 603.8,TAG2,1242.466754,1454.860109,1064.480076,1256.020096,1224.400097,1209.660088,1283.200096,1943.620148,1249.160084,1608.720116,1325.860088,1527.560123,1232.660084,1183.580086,1139.520073
C18:4,0.208836174,9.44803778,5.743310213,0.01655157,0.414313931,275.3 -> 275.3,FFA,50599.60009,44014.13975,15476.34115,28591.98187,46217.72338,40054.72305,49946.72335,43921.02306,53245.86342,47859.92335,42646.3428,39648.68271,51765.66354,64008.50443,59775.28408
C22:1,0.208657803,10.63158085,5.739782903,0.016584842,0.414313931,337.3 -> 337.3,FFA,116512.0848,101173.9839,19997.02141,77829.04531,117453.5678,111287.0281,143093.2305,74611.40529,105140.2477,101216.6872,97408.98629,106874.6876,121711.0686,135225.0497,114265.4078
TAG(52:1)_FA 16:0,-0.214564077,4.821934936,5.791392906,0.016104824,0.414313931,878.8 -> 605.8,TAG1,1733.320119,2022.086812,1051.180084,1854.680138,1405.720112,1786.240124,1883.980129,1786.94014,1687.520103,2510.18018,1751.840103,2372.380177,1880.380138,1822.100117,1790.480129
PE (38:6),0.206791193,7.040021504,5.585714389,0.018107546,0.444128721,764.5226 -> 623.5226,PE,9647.354005,8409.197303,1615.100098,6567.480484,9952.580807,7583.620594,9357.540546,6942.3806,7505.180496,9517.360752,8413.24062,10937.76074,11581.96084,8906.580643,11073.62072
C20:0,0.204991503,12.673804,5.543533614,0.018549092,0.446834372,311.3 -> 311.3,FFA,474351.0468,411843.6322,136053.5097,529840.1968,702535.5701,405549.1899,370269.0824,318193.2618,644721.1858,338959.4046,449768.9512,338978.2827,330046.3244,539541.4573,348765.1666
15:1 Cholesteryl ester,0.20377323,6.370230871,5.384665417,0.020314483,0.472486862,626.5532 -> 369.1,CE,5592.560381,4862.647017,6043.880432,5108.520348,4835.060326,5290.280376,8563.860573,4778.040337,6175.280434,4924.720383,5106.760349,4353.800331,4676.66032,4720.520329,4197.740284
PE (38:5),0.202983616,7.54855323,5.398282319,0.02015658,0.472486862,766.5383 -> 625.5383,PE,13746.98434,12005.23087,2034.540134,10401.98084,12787.70089,10430.46074,13928.56105,9388.680599,10776.14072,14096.40103,13629.08116,15037.72113,17410.90124,12676.14085,13949.521
PE (20:3),0.205156324,5.194112981,5.351289121,0.020706955,0.473452254,504.3086 -> 363.3086,PE,2590.080181,2255.346828,1422.600109,2346.640167,3165.500198,2437.680176,2445.980164,1775.500114,2221.060162,2396.340183,3200.200245,2195.540154,2311.760162,2380.380177,2195.980156
PCp(32:4),-0.200634942,11.57302831,5.309402028,0.021210635,0.476885783,738.5 -> 184.1,PCandSM,196974.7679,227177.6187,2998.780231,237848.6948,189518.454,197919.2327,183724.3339,284410.4184,146484.4105,205432.2947,235508.679,223689.7188,213423.4763,213765.3529,213189.2538
O-behenoylcarnitine,0.199746384,9.736387314,5.256650443,0.021863057,0.483496127,484.4 -> 85.1,acy-carnitines,63038.31777,55250.62375,4595.920334,49113.84324,59787.50421,61746.60411,58720.38396,32965.40232,63778.52431,74839.44492,55033.14401,51921.64386,77236.36588,60916.80405,63673.98427
"(11Z,14Z)-eicosadienoylcarnitine",0.197092421,7.159427752,5.07714164,0.024243305,0.49551847,452.4 -> 85.1,acy-carnitines,10162.51407,8900.790635,4873.260342,8513.760571,10653.62086,9078.580635,12016.90088,7760.360558,11490.92076,9743.600704,7854.040577,8978.800652,8898.680626,9329.64069,10060.92073
PC (44:8),0.202724803,4.693956471,5.141924608,0.023354743,0.49551847,886.6 -> 184.1,PCandSM,1790.79013,1561.820113,1404.380104,1401.680099,1759.420132,1502.820103,1847.78014,1561.320114,1870.16013,1591.920116,1788.100143,1735.500126,1713.280117,1577.680119,1766.000118
PS (14:0),0.198920935,5.710349994,5.088769136,0.024081278,0.49551847,470.2515 -> 285.2515,PS,3749.723593,3278.046902,1537.080112,3357.320244,3901.900261,3308.380253,4591.260372,2626.32019,4449.800312,3797.560253,3676.020214,2580.040195,2698.120174,3998.660275,3181.240223
STD_d18:1-18:1(d9) SM,-0.197649784,12.00146963,5.15327976,0.023202508,0.49551847,738.64 -> 184.1,PCandSM,265437.4155,305518.4612,3443.700268,323130.0818,253128.098,257862.8573,244566.8767,382397.8067,200331.7952,280270.2593,318044.3401,305205.1394,290346.4207,284244.6227,286206.962
STD_d18:1-18:1(d9) SM,-0.197649784,12.00146963,5.15327976,0.023202508,0.49551847,738.64 -> 184.1,QC,29107392.39,29190958.08,19674225.8,28117311.5,28296423.59,29148453.54,28954151.59,29383214.19,29087452.99,30009802.81,29689420.47,29401292.62,29450416.61,29085673.82,29166489.1
TAG(54:7)_FA 16:0,0.202447078,4.639474225,5.123545459,0.023603345,0.49551847,894.8 -> 621.8,TAG1,1761.596786,1537.353437,971.4000664,1407.980106,1270.420074,1565.280094,1880.18013,1378.300087,2333.960152,1756.520111,1635.960121,1557.30011,1603.680111,1558.740112,1845.380127
TAG(54:2)_FA 18:0,-0.200595032,4.579236605,5.015491476,0.025121497,0.505804474,904.8 -> 603.8,TAG1,1450.420102,1674.816794,1145.360081,1732.580135,1501.180107,1598.020123,1470.080105,1713.280125,1314.180092,1921.420143,1447.280098,1636.940113,1557.820107,1446.660126,1411.980103
C14:1,0.193951046,9.291994573,4.953015465,0.026045202,0.51669085,225.2 -> 225.2,FFA,44215.58977,38769.09618,25010.10173,41467.94298,36458.84258,39164.64299,44183.3832,39032.78288,67914.92466,41901.88303,40796.34293,35184.10258,34632.48246,35863.22264,41307.56278
PG (34:4),-0.193101064,8.113104859,4.897135414,0.026901284,0.525939604,760.4859 -> 571.4859,PG,17833.90456,20462.37808,1562.760124,22467.26136,17583.58109,17984.48146,16256.18118,22916.76143,12772.4608,18158.56125,20918.10159,21030.22168,19370.32124,20216.98133,20102.78144
17:0 Campesteryl ester_simulated,0.186850709,8.45281782,4.589961123,0.032159744,0.559125079,670.6002 -> 369.1,CE,25614.91511,22584.50827,3867.440281,16671.80124,26858.18187,23880.94169,29840.6019,19657.38147,23362.00151,23758.36172,26201.10197,24761.80162,25131.94169,26776.76186,22295.66169
C19:0,0.186806639,12.28642929,4.603998343,0.031897482,0.559125079,297.3 -> 297.3,FFA,364398.123,320915.5986,63698.9446,295057.8609,398299.4671,347645.1624,363410.9885,254071.5376,449475.6316,303972.6601,320786.0019,303355.581,331173.8036,421390.7895,323242.8455
Cer(d18:1/18:0),0.191457586,5.870531736,4.72491233,0.029728699,0.559125079,566.6 -> 264.3,cer,4100.930295,3603.416921,2508.300159,3660.160278,3859.880291,3717.620243,4133.380291,3349.040237,4416.280312,3688.600262,3576.46027,3461.520256,4678.860321,3743.560249,3940.720284
LPG (20:0),0.193365086,4.679793595,4.669588734,0.030701279,0.559125079,558.3501 -> 369.3501,PG,1722.373461,1511.380103,1876.060135,1478.840115,1931.900162,1449.880096,1626.060101,1487.520103,2069.580151,1595.400112,1468.320107,1621.260109,1785.760132,1435.380085,1452.620117
PE (22:6),0.188775394,7.012460434,4.65444696,0.030973209,0.559125079,526.2929 -> 385.2929,PE,9383.84731,8265.733936,1847.360126,6675.580509,11698.16076,10099.78075,8481.000675,6551.660496,6214.980453,7118.740471,13939.58102,9358.500702,6061.600357,9790.140686,9907.76059
PE (40:4),0.187903916,7.260673244,4.619386601,0.031612541,0.559125079,796.5852 -> 655.5852,PE,11214.00411,9899.137395,1465.740093,7530.860596,9853.740627,7924.620544,11555.02081,9071.96072,8522.880642,10801.56079,11802.32093,11978.80085,12057.8608,12087.02087,13492.20085
PEo (40:4),0.193172412,5.056227492,4.727488474,0.029684201,0.559125079,782.6059 -> 641.6059,PE,2341.816825,2058.890143,1316.020096,1743.140114,2408.180172,1769.420135,2342.300156,2249.74015,1921.940136,2400.200157,2578.100174,1957.480141,2528.660168,2233.360161,2271.720146
PI (36:2),-0.187942763,6.261138511,4.580967733,0.032328952,0.559125079,880.5645 -> 603.5645,PI,4873.803696,5562.707039,1473.360107,8354.840534,5326.660427,5091.540352,4877.680317,5226.800396,5378.240414,6019.120346,5674.200394,4446.480309,4710.180382,4237.460297,3275.860245
STD_18:1(d7) Chol Ester,-0.187337701,9.168686365,4.620784617,0.031586786,0.559125079,675.64 -> 369.1,CE,37124.98258,42385.86295,3898.740307,47432.52348,36424.28284,37538.56244,35291.82236,54660.44386,28790.94192,36081.12259,47443.66302,42286.64268,37566.90255,36315.88265,37232.2828
STD_18:1(d7) Chol Ester,-0.187337701,9.168686365,4.620784617,0.031586786,0.559125079,675.64 -> 369.1,QC,2208027.177,2177807.867,1826427.81,2308246.467,2342676.723,2079630.028,2124405.923,1921911.216,1903685.492,2440354.907,2471066.132,2230961.135,2311516.822,2085743.452,2094811.968
TAG(58:2)_FA 18:2,0.19032646,4.327083667,4.465583251,0.034584281,0.590559425,960.9 -> 663.9,TAG2,1382.133432,1216.05008,1098.460075,1051.800072,1200.400085,1129.08007,1619.700115,1159.480072,1371.900089,1336.340088,1384.180115,1134.640076,1354.960094,1484.960102,1361.660095
TAG(50:2)_FA 18:1,-0.18599567,5.009742529,4.377155371,0.036423737,0.614195269,850.8 -> 551.8,TAG1,1988.540148,2272.173492,1303.000084,2635.040184,1937.740135,2231.840153,2097.560162,2286.760162,2216.040173,2865.62019,1831.980144,1642.40012,2205.320168,1971.380146,1642.600109
C24:5,0.180965148,10.59863237,4.318169389,0.037707467,0.620333814,353.3 -> 353.3,FFA,112333.0947,99388.05389,25363.12189,80181.42587,129173.0087,115720.6886,135541.6901,80472.42579,114974.1083,95345.74728,92685.58679,100976.387,98822.58722,123631.6488,102801.5873
TAG(54:3)_FA 18:0,-0.187547422,4.238243257,4.319233799,0.037683887,0.620333814,902.8 -> 601.8,TAG1,1144.086746,1308.73676,980.8200684,1244.860096,1224.900082,1133.040077,1170.740078,1479.340103,1096.720078,1477.000103,1071.100082,1325.060093,1247.900085,1193.120087,1053.160069
PCo(42:4),0.183268265,5.160613307,4.267501986,0.038848,0.625338956,852.7 -> 184.1,PCandSM,2510.41351,2223.543491,1397.640099,1895.620125,2744.600193,2170.520176,2291.64016,2361.060169,2954.320217,2613.480167,2452.060146,2134.240154,1929.600124,2166.340157,2690.26022
STD_15:0-18:1(d7) PC,-0.179878472,9.721173719,4.263534499,0.038938823,0.625338956,754.11 -> 184.1,PCandSM,54927.33741,62451.99108,1843.160126,64199.30488,49947.42361,56038.48415,51237.72408,81022.64587,42659.28251,60102.38431,69731.34509,59675.8239,60007.38469,53673.3034,55980.86449
STD_15:0-18:1(d7) PC,-0.179878472,9.721173719,4.263534499,0.038938823,0.625338956,754.11 -> 184.1,QC,6851296.803,6892169.106,5215645.418,6957393.902,6874102.401,6851056.253,6817491.234,6743049.855,6632803.694,7259116.556,7280617.49,6947352.418,6785083.711,6595045.653,6717682.287
PC (42:11),0.182273315,5.218708569,4.227523266,0.039773439,0.631227879,852.6 -> 184.1,PCandSM,2614.646845,2313.7935,1483.600117,2145.600155,2674.160202,2123.940151,3071.060215,2355.480167,2739.080158,2815.860188,2847.040211,2152.780174,2282.000141,2289.100166,2074.540146
22:0 Sitosteryl ester,0.179298644,6.200981791,4.160110726,0.041386698,0.637416136,754.7097 -> 369.1,CE,4889.137004,4331.283634,5730.160408,4495.620319,4284.220295,4375.360313,5020.400352,3863.820267,5345.320389,4160.380264,5083.380329,4970.320358,4507.840313,4122.200279,5093.660343
PEo (40:0),0.178984383,6.493238225,4.165997908,0.041243111,0.637416136,790.6685 -> 649.6685,PE,6526.367127,5800.223742,1349.000095,4825.50034,5932.180443,4789.780338,7019.820473,5558.540379,5970.720413,7335.000511,6951.260483,6116.140461,6226.18045,6176.380424,7058.040501
TAG(60:10)_FA 20:0,0.182490726,4.551822771,4.146077481,0.041731089,0.637416136,972.9 -> 643.9,TAG2,1618.623445,1430.470104,1219.220081,1439.600109,1410.680103,1505.000111,1836.140137,1227.880089,2034.740131,1518.780102,1422.220097,1435.500107,1549.680103,1456.060108,1458.280098
PEo (34:2),-0.178877343,4.979617613,4.044885222,0.044305391,0.66408859,702.5433 -> 561.5433,PE,1950.003461,2213.273488,1279.500088,3487.840267,2487.360157,2346.90015,1776.660114,1760.700142,1752.740124,2148.960133,1878.180126,1599.100113,2105.320126,1936.140125,1699.760117
