lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
PG (40:9),-0.031054489,4.467360713,0.070047063,0.791268269,0.99982009,834.5015 -> 645.5015,PG,1372.548096,1402.504102,1397.380093,1431.260105,1295.620087,1362.280094,1370.280102,1394.720104,1462.080105,1470.000111,1360.560093,1354.260094,1374.200096
PG (42:0),0.006021791,4.437704535,0.002631369,0.959088964,0.99982009,880.6737 -> 691.6737,PG,1359.452099,1355.132096,1388.720097,1297.960091,1312.820099,1402.420101,1348.680088,1442.080105,1404.100101,1296.400085,1367.860104,1336.800098,1363.800102
PG (42:1),0.067103897,4.451690891,0.326887442,0.567497649,0.99982009,878.658 -> 689.658,PG,1404.776097,1340.600093,1382.560104,1262.520096,1346.28009,1306.620098,1380.600094,1316.76009,1546.380112,1385.880093,1370.480087,1431.220089,1380.140102
PG (42:10),-0.089761418,4.523094942,0.586318855,0.443846136,0.99982009,860.5172 -> 671.5172,PG,1410.112103,1501.116103,1332.60009,1520.940102,1333.400105,1569.120113,1370.240105,1539.140106,1543.560108,1482.780098,1405.040108,1393.600098,1398.320091
PG (42:11),-0.017067839,4.4502757,0.021152545,0.88436416,0.99982009,858.5015 -> 669.5015,PG,1368.456096,1385.796102,1320.500095,1530.520107,1410.760101,1386.340111,1318.900089,1390.680103,1365.160107,1305.440102,1367.040096,1316.000088,1380.420086
PG (42:2),-0.035410082,4.456736174,0.091029403,0.76287254,0.99982009,876.6424 -> 687.6424,PG,1355.292094,1389.116093,1434.280106,1451.76009,1319.700085,1343.060081,1352.640087,1428.760101,1440.580109,1318.360096,1360.840096,1403.640099,1302.700092
PG (42:3),-0.006230044,4.436765636,0.002816225,0.957677638,0.99982009,874.6267 -> 685.6267,PG,1350.604096,1357.540096,1407.140106,1357.46011,1342.2201,1389.240093,1312.820087,1394.600098,1394.26009,1298.200077,1382.200108,1348.2001,1321.520096
PG (42:4),-0.026393493,4.467109583,0.050609092,0.822006777,0.99982009,872.6111 -> 683.6111,PG,1380.576095,1407.920104,1333.180099,1356.8801,1308.10009,1476.480114,1397.660099,1495.800114,1377.400089,1381.640091,1371.3601,1328.800102,1448.360096
PG (42:5),-0.005092047,4.425568225,0.001880516,0.96541064,0.99982009,870.5954 -> 681.5954,PG,1337.604097,1343.684095,1417.980099,1390.180092,1391.420105,1349.080097,1336.820099,1313.940086,1286.660091,1312.160099,1346.840092,1353.060101,1326.280098
PG (42:6),0.00534247,4.47781572,0.002073891,0.963676899,0.99982009,868.5798 -> 679.5798,PG,1400.876099,1396.616098,1401.000095,1332.920097,1327.460091,1477.400105,1393.180084,1453.460094,1485.080116,1343.2001,1348.780098,1376.100094,1449.880104
PG (42:7),-0.008271659,4.501547161,0.004974585,0.943771239,0.99982009,866.5641 -> 677.5641,PG,1414.808102,1423.688103,1443.340099,1455.260101,1301.760094,1517.540119,1508.320107,1338.280094,1438.820099,1368.300098,1526.880116,1439.060104,1298.260094
PG (42:8),-0.011795463,4.423809039,0.010092821,0.919976732,0.99982009,864.5485 -> 675.5485,PG,1340.932093,1353.0441,1346.300091,1370.220108,1372.400093,1309.800091,1338.040096,1424.800098,1350.940102,1333.060108,1327.720089,1327.340096,1315.560085
PG (42:9),-0.030594048,4.529210523,0.068123102,0.794089403,0.99982009,862.5328 -> 673.5328,PG,1439.292102,1471.3521,1398.960098,1401.240097,1506.320118,1466.440105,1385.920094,1631.780109,1532.960106,1486.560101,1342.120094,1370.740089,1429.140099
PG (44:0),-0.035352856,4.381407228,0.090535175,0.763497891,0.99982009,908.705 -> 719.705,PG,1290.284087,1322.400094,1322.640099,1382.580097,1307.400085,1286.660095,1255.200085,1312.060093,1370.320095,1314.880093,1277.500088,1315.820091,1241.00008
PG (44:1),-0.004632647,4.45270839,0.001558427,0.968510161,0.99982009,906.6893 -> 717.6893,PG,1376.140094,1381.020093,1336.200092,1316.700081,1265.800091,1469.160095,1440.000092,1304.100086,1432.080105,1368.520088,1374.780087,1446.620113,1368.040096
PG (44:10),-0.007179102,4.475798002,0.003745315,0.951200745,0.99982009,888.5485 -> 699.5485,PG,1398.668095,1405.872098,1349.0401,1328.740089,1338.540092,1380.780094,1367.520092,1531.680111,1538.300102,1296.660091,1335.520096,1491.500103,1413.460094
PG (44:12),0.053647561,4.539081347,0.209518462,0.64714509,0.99982009,884.5172 -> 695.5172,PG,1491.640102,1438.556095,1408.460102,1416.980106,1408.680088,1420.580097,1624.740112,1609.900093,1505.240105,1391.92009,1450.780098,1353.400089,1468.760105
PG (44:2),-0.015502454,4.462901617,0.017452365,0.894899343,0.99982009,904.6737 -> 715.6737,PG,1372.744096,1388.4041,1416.620094,1338.700096,1336.3601,1327.900085,1322.600086,1474.16011,1427.840099,1320.180103,1393.580097,1481.080105,1383.340096
PG (44:3),0.028545254,4.471894868,0.059191858,0.807777831,0.99982009,902.658 -> 713.658,PG,1404.2361,1378.368101,1405.980106,1329.460102,1361.94009,1449.580101,1441.340096,1416.460102,1387.900101,1311.480095,1420.30011,1384.860104,1409.700104
PG (44:4),0.003844821,4.457478769,0.001073454,0.973863097,0.99982009,900.6424 -> 711.6424,PG,1379.9201,1377.748095,1378.520111,1328.660099,1377.020111,1394.680088,1325.140099,1435.660103,1391.620102,1326.160091,1400.660103,1403.580093,1405.160088
PG (44:5),-0.049604481,4.45323604,0.178665112,0.672522941,0.99982009,898.6267 -> 709.6267,PG,1353.668092,1402.604102,1345.200081,1353.060097,1371.880085,1420.660099,1388.560097,1524.280102,1346.740097,1281.660107,1298.880089,1433.360107,1362.280094
PG (44:6),-0.004301934,4.452286482,0.001343333,0.970762875,0.99982009,896.6111 -> 707.6111,PG,1364.072097,1368.368102,1446.420101,1361.280102,1290.5401,1348.840103,1354.340092,1369.640095,1451.440109,1351.580109,1385.380089,1410.500099,1338.660095
PG (44:7),0.028680509,4.432219884,0.059698149,0.806973666,0.99982009,894.5954 -> 705.5954,PG,1375.052096,1348.5881,1288.920086,1455.060104,1399.500095,1325.320095,1337.840084,1359.640099,1406.300106,1314.840107,1319.700096,1288.080093,1411.920097
PG (44:8),-0.017143913,4.475183897,0.021359036,0.8838051,0.99982009,892.5798 -> 703.5798,PG,1394.444096,1412.428098,1326.360096,1352.58009,1379.880093,1378.460087,1432.560101,1495.400101,1388.400101,1433.620106,1331.8801,1402.080105,1439.500088
PGo (16:0),-0.064285854,4.491609831,0.300451167,0.583599718,0.99982009,488.3083 -> 299.3083,PG,1387.448095,1452.8561,1331.880093,1549.020111,1480.280094,1516.820099,1300.560093,1505.320107,1356.120102,1332.700089,1463.460094,1360.420094,1336.820091
PGo (28:0),9.80E-05,4.480056078,6.97E-07,0.999333775,0.99982009,670.4753 -> 481.4753,PG,1401.224097,1402.204096,1392.580097,1466.520103,1504.160103,1541.260094,1313.400097,1388.460098,1448.700104,1294.660088,1248.160084,1320.120098,1491.7001
PGo (30:0),-0.016341614,4.45353276,0.019381364,0.889278702,0.99982009,698.5066 -> 509.5066,PG,1354.000087,1369.92809,1493.42009,1484.220089,1301.34008,1317.78009,1320.140099,1341.820091,1364.460083,1372.640091,1327.760086,1333.180088,1456.300087
PGo (30:1),-0.039780247,4.445276074,0.114862411,0.734674839,0.99982009,696.491 -> 507.491,PG,1347.100089,1385.596095,1372.120094,1453.260101,1306.100094,1382.58009,1335.220089,1381.640095,1353.880085,1256.840084,1391.220093,1453.660107,1349.080082
PGo (32:0),-0.078143861,4.48205225,0.443787079,0.505300235,0.99982009,726.5379 -> 537.5379,PG,1370.688097,1448.376103,1338.340107,1571.980114,1330.160088,1459.180111,1375.220097,1553.660114,1370.680096,1355.460087,1324.940094,1301.60009,1452.440113
PGo (32:1),0.069608505,4.421957561,0.351357002,0.553345968,0.99982009,724.5223 -> 535.5223,PG,1370.996095,1307.432096,1403.060104,1262.440086,1428.900097,1297.000099,1405.620106,1374.020103,1400.420086,1312.240101,1332.880093,1291.460091,1287.160091
PGo (34:0),0.046986179,4.454714844,0.160307156,0.688873883,0.99982009,754.5692 -> 565.5692,PG,1400.8921,1357.0961,1354.740097,1313.920097,1436.300098,1359.940098,1260.740089,1491.540115,1504.180111,1309.0201,1337.720097,1311.060089,1465.520103
PGo (34:1),-0.025387881,4.442002879,0.046773644,0.828775615,0.99982009,752.5536 -> 563.5536,PG,1346.596094,1371.328092,1415.920097,1332.500092,1258.44009,1362.740093,1397.300102,1447.8601,1411.540096,1423.340099,1353.960094,1290.200077,1311.740086
PGo (34:2),0.045860488,4.426338188,0.152585479,0.696076726,0.99982009,750.5379 -> 561.5379,PG,1372.700097,1331.356095,1323.580093,1324.520088,1413.500092,1345.280098,1366.2001,1372.080105,1351.500084,1381.260094,1352.920097,1233.640091,1379.380112
PGo (34:3),-0.01640535,4.400596441,0.01950875,0.888917786,0.99982009,748.5223 -> 559.5223,PG,1317.252097,1332.620097,1330.940086,1359.040096,1225.08009,1373.680096,1407.020107,1280.78009,1341.700089,1304.800098,1239.900097,1344.800102,1372.560101
PGo (34:4),-0.006783145,4.415309933,0.003337323,0.953932182,0.99982009,746.5066 -> 557.5066,PG,1340.488099,1346.964096,1296.180084,1438.060097,1325.980091,1353.980095,1399.900097,1309.7001,1390.380116,1351.940098,1287.540092,1281.140091,1298.640099
PGo (36:0),0.025375927,4.49080797,0.046804635,0.828719779,0.99982009,782.6005 -> 593.6005,PG,1421.872103,1398.104101,1416.740116,1466.920116,1417.7201,1297.020096,1379.300114,1423.760094,1406.960106,1434.240101,1452.400105,1368.580097,1452.980091
PGo (36:1),-0.060940155,4.552373233,0.270469177,0.603017218,0.99982009,780.5849 -> 591.5849,PG,1449.640099,1513.192109,1399.220093,1467.440109,1441.960094,1579.460106,1480.500103,1638.700127,1543.240105,1432.600098,1365.860096,1447.760105,1416.640099
PGo (36:2),0.021413433,4.476071348,0.033310517,0.85518118,0.99982009,778.5692 -> 589.5692,PG,1401.9921,1382.268095,1441.600101,1382.3801,1370.8601,1421.520088,1497.060112,1418.760094,1417.200096,1330.160095,1345.080093,1358.520096,1379.760098
PGo (36:3),-0.019386067,4.427366494,0.027266195,0.868845763,0.99982009,776.5536 -> 587.5536,PG,1342.024095,1361.020098,1338.860092,1434.320107,1360.240112,1378.5401,1341.560093,1379.300098,1361.76009,1300.560093,1284.960087,1312.380093,1361.600094
PGo (36:4),0.033734668,4.498554405,0.082739447,0.773618759,0.99982009,774.5379 -> 585.5379,PG,1435.724098,1402.5361,1416.540096,1546.460114,1334.260101,1295.8601,1586.180096,1502.100101,1492.160099,1355.000103,1416.200108,1313.260082,1349.820087
PGo (36:5),0.03379325,4.463090174,0.082936718,0.773356416,0.99982009,772.5223 -> 583.5223,PG,1399.688097,1367.616096,1390.840099,1401.5201,1311.92009,1407.180099,1425.3601,1328.060089,1462.820107,1359.420101,1372.400093,1341.900089,1425.940094
PGo (38:0),0.083746165,4.50301237,0.510045646,0.475119097,0.99982009,810.6318 -> 621.6318,PG,1474.604104,1391.140099,1334.480095,1355.380104,1350.040096,1393.960106,1515.400105,1344.10009,1565.060104,1331.180088,1363.860104,1531.080109,1578.66011
PGo (38:1),0.049837881,4.520017595,0.180733675,0.670743489,0.99982009,808.6162 -> 619.6162,PG,1472.556102,1424.248095,1354.780094,1556.820103,1405.460102,1498.640095,1356.000092,1328.800098,1421.3601,1400.900089,1572.000111,1336.08009,1607.960106
PGo (38:2),0.021008901,4.474732037,0.032068412,0.857877593,0.99982009,806.6005 -> 617.6005,PG,1406.048096,1387.412102,1381.960091,1380.600105,1335.540108,1403.580093,1476.640106,1453.780102,1367.820091,1310.660099,1486.460091,1388.440109,1363.780083
PGo (38:3),0.011039852,4.4641642,0.008851097,0.925045394,0.99982009,804.5849 -> 615.5849,PG,1386.424094,1377.040099,1416.360104,1385.400105,1391.660091,1447.960106,1460.640106,1340.020096,1363.300091,1316.040092,1388.10009,1395.780098,1328.420094
PGo (38:4),0.024562997,4.461409236,0.043814713,0.834198719,0.99982009,802.5692 -> 613.5692,PG,1392.480093,1369.724094,1398.380089,1369.160088,1373.660099,1406.000088,1414.5201,1402.540104,1451.780079,1277.060089,1412.080101,1393.860104,1310.360088
PGo (38:5),-0.033634031,4.442983377,0.082092106,0.774482021,0.99982009,800.5536 -> 611.5536,PG,1342.828094,1375.108097,1422.740101,1356.880093,1314.560089,1379.5401,1348.620094,1390.820103,1395.340107,1345.300091,1312.600094,1403.000099,1343.020088
PGo (38:6),0.011117915,4.45015383,0.008970783,0.924541823,0.99982009,798.5379 -> 609.5379,PG,1365.524093,1356.676093,1470.660103,1309.720097,1353.92009,1409.840084,1445.700096,1371.26009,1322.640087,1331.540096,1384.840096,1361.0201,1320.520096
PGo (40:0),-0.103194179,4.652722596,0.777696246,0.377846637,0.99982009,838.6631 -> 649.6631,PG,1537.364113,1651.232117,1441.540092,1637.560108,1434.880096,1614.980125,1697.900127,1662.280109,1626.580132,1780.960136,1420.560101,1560.380108,1506.900108
PGo (40:1),0.104103574,4.539954122,0.788832862,0.374453276,0.99982009,836.6475 -> 647.6475,PG,1518.036105,1413.564104,1398.160099,1487.460102,1409.340092,1406.440109,1685.220123,1332.480091,1386.640091,1336.060108,1561.2201,1505.380108,1547.760117
PGo (40:2),-0.053312354,4.47009299,0.206430265,0.649579831,0.99982009,834.6318 -> 645.6318,PG,1361.052093,1413.268095,1426.98011,1463.340096,1368.120094,1371.660091,1322.460083,1515.220104,1400.200104,1339.460098,1330.220089,1376.660088,1384.260094
PGo (40:4),-0.014888659,4.463964568,0.016099455,0.899032505,0.99982009,830.6005 -> 641.6005,PG,1376.168101,1391.740094,1391.12011,1397.980099,1368.000099,1396.460091,1301.940094,1352.040089,1365.7201,1397.060097,1435.180107,1415.160095,1410.000103
PGo (40:5),0.023954486,4.453410935,0.041668828,0.838252349,0.99982009,828.5849 -> 639.5849,PG,1390.560094,1368.732098,1333.520096,1373.920101,1385.040096,1503.620102,1398.360092,1327.800095,1435.240105,1346.000092,1378.720089,1292.320099,1355.44009
PGo (40:6),-0.004350603,4.634750111,0.001382209,0.970343022,0.99982009,826.5692 -> 637.5692,PG,1579.264108,1584.884113,1348.10009,1674.30011,1449.840099,1730.840118,1597.120094,1512.040115,1603.300121,1405.480099,1541.8601,1601.76012,1704.200127
PGo (40:9),-0.016788349,4.510294264,0.020499098,0.886151925,0.99982009,832.6162 -> 643.6162,PG,1422.396098,1439.272099,1428.0401,1423.300106,1362.240093,1461.220093,1409.840096,1452.92009,1507.840092,1314.120098,1344.240093,1544.80011,1487.820114
PGo (42:0),-0.009011253,4.473809927,0.005899288,0.938777221,0.99982009,866.6944 -> 677.6944,PG,1388.980097,1397.8481,1410.340096,1399.300102,1295.980095,1370.740093,1305.380096,1467.940102,1530.660103,1417.760098,1337.140087,1333.500107,1475.740105
PGo (42:1),0.043916791,4.515158126,0.140301428,0.707981536,0.99982009,864.6788 -> 675.6788,PG,1460.144105,1416.904103,1405.160099,1431.200096,1305.780094,1456.460117,1453.500107,1398.020103,1515.280102,1383.140099,1417.46011,1415.7001,1608.700111
PGo (42:2),0.014652383,4.511423549,0.015619024,0.900542475,0.99982009,862.6631 -> 673.6631,PG,1447.104103,1433.084093,1357.680096,1441.140099,1313.080097,1592.080086,1419.460106,1426.460106,1559.220104,1359.860088,1348.780098,1345.880089,1594.98011
PGo (42:4),0.030671232,4.464150301,0.068328391,0.793786372,0.99982009,858.6318 -> 669.6318,PG,1401.256098,1373.348098,1363.620098,1350.12009,1437.520096,1434.400108,1357.680103,1369.740101,1377.040096,1289.420094,1390.220104,1423.060097,1443.820091
PGo (42:6),0.024789199,4.449408354,0.044609338,0.832724011,0.99982009,854.6005 -> 665.6005,PG,1380.856099,1358.720094,1387.000095,1322.560089,1409.720108,1480.120098,1390.640095,1381.960102,1420.58009,1320.200092,1363.3801,1288.76009,1319.960102
PGp (16:0),-0.105667778,4.563258182,0.813355047,0.367130185,0.99982009,486.2926 -> 297.2926,PG,1438.896099,1550.49211,1388.140106,1360.060093,1459.78009,1712.680126,1566.820103,1594.880108,1413.380108,1552.720104,1373.940086,1532.120121,1380.560108
PGp (18:0),0.009551521,4.669838352,0.006668527,0.934916253,0.99982009,514.3239 -> 325.3239,PG,1626.496116,1617.780114,1361.180084,1759.08012,1714.120136,1692.980129,1515.120117,1508.780113,1531.580109,1479.500095,1692.260105,1648.560112,1679.400112
PGp (20:0),0.004526738,4.629889623,0.001496157,0.969145372,0.99982009,542.3552 -> 353.3552,PG,1577.728114,1573.416119,1367.92009,1520.540108,1555.000126,1800.160149,1655.280121,1636.680115,1754.520111,1455.960106,1476.200108,1453.740116,1447.640102
PGp (28:0),0.031947319,4.414174152,0.074008951,0.785586755,0.99982009,668.4597 -> 479.4597,PG,1350.252097,1321.872095,1354.180099,1341.740097,1352.140102,1369.420097,1354.320103,1294.140087,1350.620102,1304.660091,1411.380093,1299.400105,1282.800087
PGp (30:1),-0.015630163,4.414691436,0.017715562,0.894114439,0.99982009,694.4753 -> 505.4753,PG,1328.628093,1344.196101,1363.860092,1250.860092,1248.720089,1474.960114,1307.0201,1385.180107,1421.080101,1282.000088,1330.880089,1327.980103,1335.440086
PGp (34:4),0.066687511,4.417387532,0.322493095,0.570113224,0.99982009,744.491 -> 555.491,PG,1369.620094,1309.272092,1354.800095,1292.460094,1354.600098,1325.520088,1318.900085,1372.240093,1377.320099,1273.160088,1414.960087,1282.980095,1382.320103
PGp (36:5),-0.021497552,4.485290728,0.033594629,0.854571755,0.99982009,770.5066 -> 581.5066,PG,1402.136098,1424.7201,1335.380093,1383.600101,1405.100105,1393.10009,1362.900093,1559.020111,1417.700104,1393.120102,1354.780094,1394.760098,1470.200092
PGp (38:6),-0.035179328,4.554825476,0.090165679,0.763966635,0.99982009,796.5223 -> 607.5223,PG,1473.944103,1511.004109,1317.560093,1509.040104,1359.220104,1456.700111,1554.100101,1596.260109,1533.600117,1542.020111,1495.900101,1451.000111,1426.900093
PGp (40:6),0.072237861,4.487713164,0.379234341,0.538013289,0.99982009,824.5536 -> 635.5536,PG,1442.624098,1373.888099,1403.12011,1372.800098,1429.780102,1349.2201,1417.720097,1407.220093,1412.280094,1446.100109,1535.5201,1294.100094,1417.820099
PGp (42:2),0.016407971,4.497133888,0.019572604,0.888737325,0.99982009,860.6475 -> 671.6475,PG,1424.436103,1409.3081,1424.880104,1392.640099,1439.780106,1421.580101,1491.860115,1489.620106,1461.320099,1399.940094,1340.300098,1342.760101,1388.920097
PGp (42:4),0.018249343,4.456878205,0.024178429,0.876431769,0.99982009,856.6162 -> 667.6162,PG,1379.968092,1363.924098,1435.940121,1366.44009,1396.500088,1379.160107,1428.320095,1399.320095,1354.220097,1311.620098,1335.480087,1363.080101,1385.320095
PGp (42:6),-0.016112857,4.460453275,0.01885508,0.890782761,0.99982009,852.5849 -> 663.5849,PG,1374.352095,1391.152095,1370.820103,1377.600098,1379.280094,1458.420101,1390.560101,1375.060097,1350.640095,1354.540089,1308.220085,1390.140091,1443.060101
PI (12:0),0.180370203,5.612402449,2.41929817,0.119848614,0.99982009,534.241 -> 257.241,PI,3277.440238,2898.256219,2913.000195,2829.940212,4555.180355,2957.480225,2723.360203,2938.380226,3077.980221,2847.660213,3151.580227,2917.820221,2879.100185
PI (14:0),0.072963063,4.515926921,0.387305791,0.533719003,0.99982009,562.2723 -> 285.2723,PI,1480.744101,1408.952102,1351.180092,1477.320099,1557.540108,1443.680099,1615.720108,1423.080109,1423.960098,1333.340103,1380.740093,1367.340099,1425.760098
PI (14:1),-0.017152699,4.628503627,0.02147237,0.88349943,0.99982009,560.2566 -> 283.2566,PI,1547.50411,1568.380112,1497.540108,1454.780106,1685.64011,1516.64011,1390.520088,1626.30011,1485.840111,1575.400116,1528.280106,1668.780117,1647.240135
PI (16:0),0.034484213,4.541702702,0.086551719,0.768607575,0.99982009,590.3036 -> 313.3036,PI,1474.148097,1439.220105,1511.180103,1483.500103,1522.3601,1370.020092,1412.320107,1478.700119,1588.140102,1360.220104,1398.900089,1503.660107,1449.020088
PI (16:1),-0.044307979,4.58028749,0.143098542,0.705219869,0.99982009,588.2879 -> 311.2879,PI,1486.364106,1535.072106,1416.100094,1431.040104,1624.640106,1704.760109,1425.300102,1534.300102,1471.740101,1425.780102,1493.680107,1579.480114,1416.460114
PI (18:0),-0.023562376,4.626112331,0.040530551,0.840446794,0.99982009,618.3349 -> 341.3349,PI,1557.33211,1583.144113,1359.320091,1704.500126,1443.100098,1561.340107,1684.440117,1512.000111,1582.680119,1532.620113,1647.400116,1605.260109,1429.0401
PI (18:2),0.090781739,4.745025964,0.603408098,0.437280629,0.99982009,614.3036 -> 337.3036,PI,1759.232124,1654.556119,1448.240105,1810.800129,1633.400127,1710.120129,1763.260113,1524.620102,1524.220116,1472.0401,1896.780128,1755.200134,1978.500137
PI (18:3),-0.005513032,4.978128514,0.002238818,0.962261257,0.99982009,612.2879 -> 335.2879,PI,2038.94415,2045.972148,1392.480103,2005.800148,1788.760128,2070.940163,2552.220188,1968.620132,2000.340122,1879.400139,1564.400116,2305.100159,2289.000195
PI (18:4),-0.02708203,4.454098434,0.053236168,0.817524843,0.99982009,610.2723 -> 333.2723,PI,1352.588097,1379.096098,1468.020092,1328.640102,1345.60009,1380.040104,1401.240093,1394.500099,1378.360092,1450.140099,1294.140106,1342.160088,1343.600101
PI (20:0),-0.002947986,4.614842255,6.34E-04,0.97991032,0.99982009,646.3662 -> 369.3662,PI,1545.45211,1550.044112,1447.440121,1574.160118,1632.900131,1546.300117,1384.300083,1640.220116,1593.40012,1489.460102,1466.500103,1500.080105,1650.160114
PI (20:1),-0.062003007,4.506104263,0.279484682,0.597039174,0.99982009,644.3505 -> 367.3505,PI,1388.724097,1449.436101,1489.300114,1456.980087,1406.960102,1414.260094,1372.280109,1330.060097,1443.200092,1437.560116,1311.220089,1608.32011,1409.960094
PI (20:2),-0.017423771,4.551168645,0.022099117,0.881823726,0.99982009,642.3349 -> 365.3349,PI,1451.492099,1469.516103,1577.680111,1426.480099,1428.180099,1539.880112,1422.120098,1457.760101,1549.760098,1418.980099,1342.820091,1504.480103,1514.580109
PI (20:3),0.002953991,4.450425796,6.33E-04,0.979920479,0.99982009,640.3192 -> 363.3192,PI,1370.380096,1368.176098,1398.100113,1393.440098,1338.940086,1304.800079,1381.020096,1414.16011,1395.120098,1366.8801,1297.480095,1361.600101,1439.340103
PI (20:4),0.019314835,4.495073977,0.027126083,0.869180134,0.99982009,638.3036 -> 361.3036,PI,1431.232106,1412.8521,1351.600101,1339.240101,1413.540104,1418.200111,1459.200096,1384.340088,1451.540112,1362.180092,1391.62011,1560.300106,1440.260109
PI (20:5),-0.041677914,4.521328275,0.126422673,0.722170357,0.99982009,636.2879 -> 359.2879,PI,1434.108105,1476.596102,1311.600086,1472.540108,1388.300102,1508.100109,1336.240101,1438.10009,1533.120102,1448.960106,1464.700108,1515.280098,1448.180115
PI (22:0),-0.033806709,4.629209671,0.083449153,0.772676523,0.99982009,674.3975 -> 397.3975,PI,1558.752107,1596.320117,1333.340084,1593.320114,1494.5401,1702.720119,1686.380112,1548.340107,1626.700115,1650.380138,1521.520107,1486.840107,1464.620102
PI (22:1),-0.055286539,4.497777502,0.222091178,0.637451144,0.99982009,672.3818 -> 395.3818,PI,1372.98009,1427.608107,1584.3801,1333.920109,1513.980095,1455.48011,1353.880093,1443.600105,1420.700089,1457.680092,1276.560093,1447.360119,1299.780079
PI (22:2),0.037753144,4.571576716,0.103873299,0.747230124,0.99982009,670.3662 -> 393.3662,PI,1523.268108,1484.428109,1384.680103,1377.180099,1405.780102,1442.980095,1475.120102,1422.740101,1554.48011,1542.00013,1469.860111,1637.24012,1711.100113
PI (22:4),0.074924452,4.488081285,0.407907407,0.523033538,0.99982009,666.3349 -> 389.3349,PI,1439.832103,1367.712098,1447.600101,1333.100098,1541.220112,1349.900097,1482.600101,1284.240086,1414.460102,1415.600105,1392.3801,1455.720104,1368.500099
PI (22:6),0.031112917,4.517044414,0.070368146,0.790801512,0.99982009,662.3036 -> 385.3036,PI,1429.152101,1398.876096,1653.560123,1349.420097,1328.160091,1364.540081,1433.100105,1419.460106,1521.280113,1406.100105,1417.2201,1454.860092,1446.000095
PI (24:0),0.028983919,4.622335565,0.061304954,0.80444517,0.99982009,716.408 -> 439.408,PI,1570.572112,1540.040105,1451.420101,1531.760105,1652.340118,1524.660103,1763.420128,1414.800095,1446.860096,1436.020092,1404.120098,1792.960129,1586.120117
PI (26:0),0.018142926,4.604380953,0.024006918,0.876867311,0.99982009,744.4393 -> 467.4393,PI,1540.324108,1522.360107,1476.700104,1455.220112,1359.12009,1388.860107,1536.64011,1491.180103,1471.62011,1603.62011,1658.140114,1672.920105,1676.100117
PI (26:1),0.040588624,4.49000075,0.119761531,0.729293272,0.99982009,742.4237 -> 465.4237,PI,1435.492104,1395.704098,1367.720097,1332.680092,1368.860092,1482.340115,1463.720104,1380.120094,1566.380112,1356.500088,1332.720108,1426.8801,1445.780102
PI (28:0),0.02464653,4.464029789,0.044118637,0.833633044,0.99982009,772.4706 -> 495.4706,PI,1396.132097,1373.848094,1386.8601,1341.960098,1328.680096,1324.720085,1476.640102,1490.660099,1371.440094,1361.8801,1342.42009,1350.020088,1461.480103
PI (28:1),-0.119399254,4.527489479,1.036861531,0.308552522,0.99982009,770.455 -> 493.455,PI,1380.940094,1502.152112,1500.660099,1512.380116,1350.980099,1521.880116,1392.220097,1568.120113,1333.960091,1440.600101,1437.980095,1467.780113,1389.560089
PI (28:2),-0.053625976,4.441829868,0.208715986,0.647775667,0.99982009,768.4393 -> 491.4393,PI,1338.624097,1390.512098,1355.680099,1373.960094,1263.360088,1386.760094,1383.360104,1371.920097,1307.440098,1422.680103,1340.080093,1397.240101,1398.8801
PI (30:0),0.041667013,4.456199132,0.12606042,0.72255222,0.99982009,800.5019 -> 523.5019,PI,1396.376099,1358.180098,1378.08009,1303.180103,1388.460094,1342.620098,1529.500114,1380.640095,1308.200092,1397.60009,1328.860085,1366.860104,1426.860107
PI (30:1),0.03019281,4.466401592,0.06622053,0.796921334,0.99982009,798.4863 -> 521.4863,PI,1404.704097,1376.7801,1358.600094,1333.400097,1401.400108,1415.980103,1390.140106,1431.740101,1444.460091,1341.160099,1363.760082,1361.620102,1423.760098
PI (30:2),-0.009915201,4.449900282,0.00713631,0.93267744,0.99982009,796.4706 -> 519.4706,PI,1361.596098,1372.892097,1408.720097,1315.460094,1449.580109,1400.920109,1309.320091,1384.280094,1316.240093,1352.900093,1375.920101,1410.900097,1356.920097
PI (30:3),-0.005829108,4.43439773,0.002466038,0.960393957,0.99982009,794.455 -> 517.455,PI,1358.616096,1365.1201,1312.140087,1299.300091,1359.840103,1378.500099,1340.440094,1400.98011,1408.120098,1339.880093,1384.360092,1406.940105,1300.320095
PI (30:4),-0.065488689,4.457259578,0.311437164,0.57679962,0.99982009,792.4393 -> 515.4393,PI,1350.460096,1414.248102,1343.840084,1374.420101,1321.140099,1462.640099,1391.840096,1429.580109,1362.840103,1274.560093,1374.480095,1530.040108,1302.000088
PI (32:0),0.066860355,4.531581336,0.325363783,0.568401899,0.99982009,828.5332 -> 551.5332,PI,1492.600107,1425.404101,1384.440079,1450.160103,1326.280087,1514.340107,1663.060127,1369.5201,1524.520103,1336.680088,1505.000107,1456.320107,1444.14011
PI (32:1),0.055371251,4.551868231,0.223300446,0.636536569,0.99982009,826.5176 -> 549.5176,PI,1509.260109,1454.104102,1386.240105,1449.500099,1510.420113,1479.3601,1508.140102,1593.640118,1510.840107,1350.960094,1411.920105,1397.060097,1604.980118
