lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
PI (36:8),-0.032052346,4.486968547,0.084605812,0.771150148,0.999881201,868.4706 -> 591.4706,PI,1394.730102,1435.823434,1415.220089,1507.180099,1431.440102,1429.760101,1371.800102,1355.000099,1344.660103,1459.220112,1378.860107,1409.080093,1366.980099,1454.700096,1474.640099
PI (38:0),-0.042713821,4.522431056,0.150413294,0.698140712,0.999881201,912.6271 -> 635.6271,PI,1428.803433,1481.206774,1400.980099,1531.540112,1372.400105,1558.520111,1505.620098,1452.460106,1407.820099,1389.980099,1485.080105,1515.360107,1435.820095,1439.380108,1366.080097
PI (38:1),-0.029972785,4.489545394,0.073992985,0.785609319,0.999881201,910.6115 -> 633.6115,PI,1400.326761,1439.080102,1396.360107,1485.90012,1345.860096,1425.780102,1438.080097,1633.860115,1393.940086,1369.10009,1448.880096,1390.080093,1398.320099,1329.76009,1376.880093
PI (38:2),-0.070875243,4.879108261,0.417927403,0.517973046,0.999881201,908.5958 -> 631.5958,PI,1845.146798,1953.000137,1415.960102,2447.900162,1785.180122,1686.76012,1651.500118,1601.900124,1685.400124,2065.66016,1946.440144,1939.880135,2072.260147,1975.90012,1930.100132
PI (38:3),-0.200489707,6.933207789,3.42170094,0.064344684,0.999881201,906.5802 -> 629.5802,PI,7679.300542,8902.263957,1571.020111,13493.22095,7879.720585,5531.240356,7529.660534,6263.320499,5971.620354,10016.0206,7874.360683,7730.080616,9282.96067,10379.70072,7537.480423
PI (38:4),-0.153548257,8.956162023,2.018548602,0.155387605,0.999881201,904.5645 -> 627.5645,PI,32125.08245,36007.97588,2077.460129,39525.46257,30243.98236,19985.84146,32725.9426,30914.88226,26930.82198,43200.78284,33657.90292,37766.28305,38283.74257,44654.6031,30908.10225
PI (38:5),-0.048507822,7.402006798,0.200854463,0.65403203,0.999881201,902.5489 -> 625.5489,PI,11265.22742,11748.67747,1718.520111,15550.26091,11180.9007,7247.000549,13784.441,11154.52065,10810.80075,12331.66097,9072.500603,10638.5007,12095.08075,13570.12104,10647.64074
PI (38:6),-0.063999101,4.997902262,0.341606326,0.558903485,0.999881201,900.5332 -> 623.5332,PI,2011.530134,2118.246815,1494.500114,2111.940147,2226.820141,1716.440121,2049.860138,1821.140118,1910.500111,2468.120174,2074.580124,2144.44017,1921.600151,2447.400162,1885.820141
PI (38:7),-0.073164936,5.171179943,0.448000642,0.50328595,0.999881201,898.5176 -> 621.5176,PI,2290.766834,2423.706839,1380.180092,2812.080181,1795.440132,2479.320187,2487.360172,2448.68018,2131.540154,2234.240154,2338.460186,2257.760162,3063.380238,2310.160172,1928.420124
PI (38:8),0.040374992,4.458168997,0.134164298,0.714152832,0.999881201,896.5019 -> 619.5019,PI,1409.000099,1379.13676,1304.560104,1338.480091,1415.560104,1434.480091,1386.980099,1432.260105,1555.5201,1387.720089,1355.120098,1364.620094,1399.800098,1317.26009,1341.020096
PI (38:9),-0.012420105,4.518852264,0.01271923,0.91020532,0.999881201,894.4863 -> 617.4863,PI,1447.496774,1469.993438,1316.360096,1602.860115,1558.120113,1495.300106,1434.020107,1389.700096,1405.040104,1510.080112,1327.800102,1490.140114,1537.160122,1331.880085,1422.840096
PI (40:0),0.020116584,4.569095126,0.033408448,0.854970815,0.999881201,940.6584 -> 663.6584,PI,1512.870101,1500.270111,1405.320095,1516.140118,1430.440102,1639.040131,1509.540112,1628.320118,1354.900089,1360.580093,1521.160095,1397.460106,1753.260109,1460.080101,1507.920101
PI (40:1),-0.039827823,4.490192661,0.130677328,0.717730793,0.999881201,938.6428 -> 661.6428,PI,1403.170103,1452.290106,1317.580093,1501.160114,1366.240112,1435.660103,1448.920101,1337.140095,1379.2201,1305.960091,1358.700085,1608.680122,1441.000107,1525.140114,1424.940113
PI (40:10),-0.179602508,4.836337847,2.679521387,0.101646274,0.999881201,920.5019 -> 643.5019,PI,1723.443456,1956.810141,1372.960091,1527.840115,1545.140118,3309.680233,1684.58012,1884.720146,1542.840088,1462.180103,1437.680103,1832.280125,2335.260166,1724.160122,1795.160141
PI (40:2),-0.155383144,4.759277327,2.002093727,0.157082097,0.999881201,936.6271 -> 659.6271,PI,1636.186783,1831.500123,1425.120102,1689.240108,1610.760117,2574.160172,1632.980125,1437.580105,1645.860115,1590.660107,1619.880112,1761.000118,1648.580124,1936.360126,1659.060104
PI (40:3),0.014339075,4.527314715,0.016952107,0.896407991,0.999881201,934.6115 -> 657.6115,PI,1458.253435,1454.196771,1449.080109,1543.380108,1391.16011,1339.44009,1393.640091,1432.920097,1515.500103,1479.260109,1424.560112,1520.140125,1511.860096,1410.040096,1512.800098
PI (40:4),-0.143952264,5.306637881,1.737473938,0.187459214,0.999881201,932.5958 -> 655.5958,PI,2449.666838,2727.38019,1518.740108,3050.380207,2910.500217,2276.980156,1951.900135,2467.300182,2145.020123,2762.740189,2650.040192,2598.660168,2625.620205,3208.220238,2414.920155
PI (40:5),-0.095149033,6.152001146,0.767147275,0.381101015,0.999881201,930.5802 -> 653.5802,PI,4603.020334,4947.953692,1367.580093,4934.000385,4249.980282,4037.260323,4593.280338,3740.56028,3780.720306,5315.460377,4760.020359,4456.640297,5451.260418,7203.800491,4782.860302
PI (40:6),0.016241762,5.35991587,0.022148836,0.881691843,0.999881201,928.5645 -> 651.5645,PI,2708.770208,2695.896854,1409.2001,3139.140247,2331.820175,2264.620159,2839.660217,2119.300121,2347.680195,3177.380203,2453.720173,2567.020195,3620.320286,2907.920197,2659.420204
PI (40:7),-0.094706629,4.714484918,0.74326158,0.388618077,0.999881201,926.5489 -> 649.5489,PI,1621.546783,1742.730125,1377.360096,1923.240128,1648.360111,1977.960152,1605.720127,1628.700111,1695.440125,1665.040131,1545.740108,1511.400108,1676.700123,1750.040123,1557.320103
PI (40:8),0.086214205,4.531025303,0.612913804,0.433692816,0.999881201,924.5332 -> 647.5332,PI,1507.296773,1427.300102,1364.92009,1389.540089,1332.220085,1655.000114,1642.62011,1478.620113,1473.600109,1259.740089,1469.440094,1308.840096,1728.300137,1472.060108,1397.600105
PI (40:9),-0.037734656,4.482172665,0.117267978,0.732016688,0.999881201,922.5176 -> 645.5176,PI,1393.943428,1440.213435,1332.840099,1496.200108,1457.800102,1590.260117,1316.240086,1402.100094,1389.500092,1428.740086,1355.800102,1343.560097,1365.840092,1380.420109,1478.480095
PI (42:0),0.021522813,4.504922462,0.038162124,0.845117951,0.999881201,968.6897 -> 691.6897,PI,1433.290102,1421.176766,1494.12011,1392.140099,1429.660099,1466.820103,1527.960106,1366.180092,1409.98011,1501.8601,1483.180111,1414.020103,1329.860085,1386.0401,1419.100101
PI (42:1),-0.013228086,4.468336337,0.014404885,0.904467024,0.999881201,966.6741 -> 689.6741,PI,1390.166768,1412.463429,1348.720085,1434.260101,1342.680096,1386.580101,1387.780106,1450.200089,1399.980106,1343.94009,1362.400112,1412.280106,1362.400089,1447.520088,1485.760101
PI (42:10),-0.019997723,4.443774471,0.032904276,0.856057261,0.999881201,948.5332 -> 671.5332,PI,1369.506764,1398.240101,1254.780083,1435.920097,1380.640095,1381.600094,1346.900089,1423.780098,1388.100094,1420.420105,1344.940102,1381.160103,1289.420094,1346.560108,1467.040112
PI (42:11),-0.039885548,4.462638494,0.130921928,0.717478061,0.999881201,946.5176 -> 669.5176,PI,1368.126769,1415.600101,1387.280102,1376.980103,1310.920094,1401.100098,1440.240112,1324.380096,1406.8601,1523.080109,1345.780098,1397.2201,1368.96011,1470.840103,1336.000103
PI (42:3),-0.017144769,4.546778108,0.024245403,0.876262123,0.999881201,962.6428 -> 685.6428,PI,1458.843435,1485.983433,1505.240108,1556.440105,1429.740097,1592.140099,1496.580093,1427.480091,1450.960098,1381.440094,1522.860119,1474.14011,1402.200096,1484.260101,1450.720104
PI (42:4),-0.065537545,4.50126294,0.353859913,0.551936218,0.999881201,960.6271 -> 683.6271,PI,1394.590097,1469.356771,1402.140095,1616.880116,1323.780098,1484.740108,1371.560097,1485.060101,1418.62009,1330.820099,1419.44009,1381.580093,1422.580101,1517.060112,1411.560104
PI (42:5),-0.031089111,4.51852337,0.079682143,0.777728624,0.999881201,958.6115 -> 681.6115,PI,1433.430108,1474.230108,1368.280098,1605.14011,1396.800102,1506.780113,1606.060116,1405.860111,1358.140102,1465.620106,1434.920109,1396.560104,1405.500114,1465.420105,1399.160103
PI (42:6),-0.033627314,4.52148138,0.093197208,0.760151248,0.999881201,956.5958 -> 679.5958,PI,1421.636766,1464.950104,1517.480103,1422.380104,1425.760101,1471.220097,1387.220097,1399.500107,1449.380096,1503.660114,1472.180103,1539.620102,1374.000099,1453.320099,1421.280102
PI (42:7),0.041010887,4.462164885,0.138402096,0.709874741,0.999881201,954.5802 -> 677.5802,PI,1403.820105,1373.760099,1414.360088,1414.020103,1474.920105,1391.480099,1353.080097,1360.980095,1378.32011,1331.000092,1383.7201,1378.480095,1380.300114,1366.600113,1452.580105
PI (42:8),0.0389616,4.528556383,0.125186833,0.723475647,0.999881201,952.5645 -> 675.5645,PI,1481.336774,1451.033436,1354.060089,1529.760109,1519.060108,1388.800095,1393.8601,1511.40012,1421.100105,1482.620102,1370.160107,1373.08009,1823.700127,1420.540104,1360.140099
PI (42:9),-0.015139895,4.485087279,0.018874738,0.8907262,0.999881201,950.5489 -> 673.5489,PI,1398.530098,1423.326766,1437.400105,1489.32011,1503.900116,1453.060101,1376.420097,1388.380096,1498.100113,1397.400101,1330.580086,1398.020096,1303.680084,1413.780094,1378.500092
PI (44:0),0.028293721,4.423539178,0.065799116,0.797554448,0.999881201,996.721 -> 719.721,PI,1358.676764,1341.016764,1401.060104,1360.320091,1344.940102,1377.340099,1316.820095,1354.580101,1392.300098,1340.520092,1357.5401,1284.060097,1382.500095,1329.280102,1357.960091
PI (44:1),0.004880628,4.511567093,0.001963147,0.964659358,0.999881201,994.7054 -> 717.7054,PI,1438.503433,1443.156768,1426.540096,1479.140102,1419.180099,1430.940109,1465.020096,1448.240108,1435.780102,1389.900097,1427.460102,1463.960087,1482.040104,1446.760101,1401.540092
PI (44:10),-0.093045559,4.475315008,0.712545798,0.398599962,0.999881201,976.5645 -> 699.5645,PI,1350.9001,1450.373433,1440.760101,1475.040092,1335.020103,1445.980095,1355.300106,1457.100101,1312.060101,1452.240105,1373.020092,1416.920101,1350.120098,1454.960106,1379.8801
PI (44:12),0.008095116,4.464675766,0.005393625,0.94145495,0.999881201,972.5332 -> 695.5332,PI,1394.140101,1395.330097,1379.500099,1401.320103,1363.280106,1386.460098,1490.560116,1370.380093,1398.740093,1409.160095,1372.980103,1367.280094,1405.140099,1437.380096,1334.140091
PI (44:2),0.046829089,4.488149251,0.18061423,0.670845911,0.999881201,992.6897 -> 715.6897,PI,1437.583434,1400.803431,1382.700085,1412.240105,1428.220097,1402.200089,1528.520115,1502.82011,1407.960091,1393.960087,1425.420101,1377.080105,1357.620106,1316.520092,1477.760098
PI (44:3),0.010442104,4.481276519,0.008978363,0.924510046,0.999881201,990.6741 -> 713.6741,PI,1410.016768,1409.223436,1410.580105,1484.160107,1375.480106,1398.320103,1408.260098,1472.560101,1417.980106,1321.820095,1346.960091,1381.720097,1467.220112,1396.760113,1444.200096
PI (44:4),0.015488584,4.491474288,0.019759297,0.888211414,0.999881201,988.6584 -> 711.6584,PI,1422.836765,1417.143431,1415.480091,1420.600086,1452.880108,1357.640095,1381.120094,1475.720104,1410.320087,1390.720093,1394.240097,1423.900101,1454.920101,1434.280109,1443.540104
PI (44:5),0.025494254,4.471235941,0.053512613,0.817060046,0.999881201,986.6428 -> 709.6428,PI,1413.836764,1398.190099,1329.26009,1400.280094,1400.780098,1408.260105,1411.740101,1410.10009,1421.260098,1368.260101,1432.540096,1394.480103,1424.480095,1407.760101,1392.220097
PI (44:6),0.027010129,4.481781889,0.060066307,0.806391171,0.999881201,984.6271 -> 707.6271,PI,1414.85343,1398.260101,1449.080109,1432.500103,1492.580101,1356.080097,1395.180096,1370.48011,1426.380108,1435.060093,1395.3801,1409.080101,1387.620087,1386.360104,1391.980091
PI (44:7),-0.074580316,4.51271655,0.458279815,0.498429003,0.999881201,982.6115 -> 705.6115,PI,1393.923431,1477.300103,1494.180099,1413.840103,1394.500095,1609.580101,1469.080112,1465.640102,1448.920097,1401.920094,1299.620087,1560.300117,1312.060093,1412.5201,1439.360104
PI (44:8),0.053726395,4.488461743,0.237691853,0.625878173,0.999881201,980.5958 -> 703.5958,PI,1434.776765,1391.413436,1451.980103,1385.640106,1501.440098,1468.600117,1472.200096,1424.760105,1426.560093,1316.980095,1398.120094,1390.980103,1337.300102,1361.520088,1473.040104
PIo (16:0),0.014425676,4.513091323,0.017151138,0.895805089,0.999881201,576.3243 -> 299.3243,PI,1444.926772,1440.190102,1425.400089,1491.040119,1464.920105,1442.560112,1523.760117,1452.340096,1449.720112,1354.080097,1426.740112,1496.3801,1435.560089,1404.740089,1368.8601
PIo (18:0),0.026151536,4.525281985,0.056379082,0.812313292,0.999881201,604.3556 -> 327.3556,PI,1459.543432,1443.716767,1476.260098,1547.32011,1397.320095,1291.180084,1527.200104,1490.880104,1484.980099,1307.400093,1376.940102,1485.920113,1427.62009,1539.600098,1543.200104
PIo (20:5),0.049804784,5.068070714,0.207131219,0.649025277,0.999881201,632.3869 -> 355.3869,PI,2185.343493,2124.630145,1705.240116,2354.240166,2461.020172,2336.480167,2544.880177,1966.040131,2074.280167,2556.240158,2131.560169,2005.420147,2158.400139,1529.3601,1741.920132
PIo (28:0),-0.0546202,4.452339122,0.245429037,0.620312184,0.999881201,758.4914 -> 481.4914,PI,1349.616758,1411.126768,1394.760098,1394.920113,1388.500099,1397.940094,1408.200096,1453.500103,1381.600094,1355.10009,1366.580093,1454.920109,1291.380081,1410.3801,1261.440083
PIo (30:0),0.002092799,4.427141375,3.60E-04,0.984861736,0.999881201,786.5227 -> 509.5227,PI,1347.953432,1355.113433,1424.160103,1352.300095,1389.660099,1348.340084,1331.380104,1377.540108,1407.100101,1391.440109,1352.780098,1380.5401,1337.940105,1280.5201,1268.860085
PIo (30:1),0.016694047,4.431391309,0.022912486,0.879684871,0.999881201,784.507 -> 507.507,PI,1361.113433,1354.090096,1401.780102,1290.480087,1415.000099,1454.5201,1336.880096,1393.880089,1398.100105,1284.400097,1335.920101,1407.260105,1333.800102,1294.000099,1346.980095
PIo (32:0),0.028058245,4.447407666,0.064745682,0.799146592,0.999881201,814.554 -> 537.554,PI,1377.416763,1359.693429,1469.400112,1402.0201,1359.960098,1372.560089,1315.720089,1387.600101,1367.620098,1340.480099,1378.740089,1297.360088,1459.840111,1358.140095,1382.620094
"PIo (32:1), PIp (32:0)",-0.001888618,4.436701779,2.93E-04,0.986333899,0.999881201,812.5383 -> 535.5383,PI,1368.420099,1379.023434,1284.580093,1311.640095,1332.040096,1399.500107,1423.460106,1422.820103,1416.220104,1329.040092,1372.960094,1368.740101,1317.180103,1442.400105,1348.660088
PIo (34:0),-0.054387933,4.451082275,0.243329465,0.621811674,0.999881201,842.5853 -> 565.5853,PI,1347.373432,1408.753434,1404.200096,1449.140102,1329.840111,1425.240101,1334.800091,1490.840115,1433.920101,1328.980091,1388.420097,1348.400093,1251.140087,1409.920101,1346.120102
"PIo (34:1), PIp (34:0)",0.010821371,4.47721974,0.009642669,0.921775789,0.999881201,840.5696 -> 563.5696,PI,1410.976767,1410.136766,1348.380093,1391.220097,1418.380096,1316.740093,1426.460098,1425.200104,1531.940105,1446.440102,1322.860092,1325.140102,1368.140102,1556.080101,1398.080105
"PIo (34:3), PIp (34:2)",0.03077892,4.449851952,0.077935243,0.780115252,0.999881201,836.5383 -> 559.5383,PI,1389.433432,1368.910099,1377.7201,1332.240101,1372.340107,1398.660099,1412.000103,1290.500092,1389.520092,1429.300102,1437.520096,1413.080105,1378.280098,1349.680096,1346.940094
"PIo (34:4), PIp (34:3)",0.037854703,4.45870901,0.117928236,0.731292439,0.999881201,834.5227 -> 557.5227,PI,1405.156768,1377.356766,1346.560081,1404.620102,1446.500114,1429.420116,1612.200119,1426.280094,1326.020092,1340.880104,1340.340099,1283.840088,1332.0201,1379.10009,1373.860085
PIo (36:0),-0.045053553,4.427096441,0.166859742,0.682917868,0.999881201,870.6166 -> 593.6166,PI,1329.18343,1380.686768,1386.860104,1378.860104,1276.020088,1357.700089,1286.48008,1405.880104,1365.280106,1422.660107,1434.180107,1419.220104,1275.740093,1299.800098,1337.400108
"PIo (36:1), PIp (36:0)",0.046332394,4.568408404,0.17724068,0.67375536,0.999881201,868.6009 -> 591.6009,PI,1531.553435,1492.996772,1331.940094,1501.880108,1617.520107,1423.14011,1508.3601,1593.620117,1402.220093,1404.840099,1645.320122,1456.440098,1511.000092,1578.060101,1504.900097
"PIo (36:2), PIp (36:1)",-0.056017316,4.487223638,0.258440382,0.611193664,0.999881201,866.5853 -> 589.5853,PI,1387.826767,1451.9301,1364.620094,1429.180088,1328.180096,1519.260109,1321.820099,1514.340107,1386.260098,1383.300095,1527.180111,1459.340111,1410.680099,1406.160091,1352.840099
"PIo (36:3), PIp (36:2)",-0.046934348,4.502734272,0.181472132,0.670111154,0.999881201,864.5696 -> 587.5696,PI,1400.2301,1456.470098,1458.620102,1464.360092,1421.700108,1424.780102,1379.440105,1451.0401,1402.400089,1446.540089,1425.320107,1543.740105,1372.060097,1408.3601,1400.460094
"PIo (36:4), PIp (36:3)",-0.051096183,4.597672755,0.215654972,0.642370744,0.999881201,862.554 -> 585.554,PI,1498.53344,1562.780111,1503.080109,1618.560123,1660.600113,1568.920113,1505.080105,1434.200108,1387.820107,1811.720127,1442.400097,1538.940113,1564.420113,1404.340084,1430.880108
"PIo (36:5), PIp (36:4)",-0.043747289,4.451102428,0.157482492,0.691484981,0.999881201,860.5383 -> 583.5383,PI,1362.503431,1413.713432,1295.440094,1401.380104,1375.300095,1366.760098,1383.960114,1440.180092,1309.460102,1416.460091,1366.840092,1431.640102,1370.400093,1425.860107,1369.060093
"PIo (38:1), PIp (38:0)",-0.104841221,4.527184707,0.906067271,0.341160045,0.999881201,896.6322 -> 619.6322,PI,1400.500097,1516.053444,1425.0201,1478.700111,1349.3601,1427.000103,1335.500092,1496.860115,1408.380089,1634.840111,1421.780102,1591.020126,1513.500095,1467.900097,1374.480103
"PIo (38:2), PIp (38:1)",-0.033704157,4.494094386,0.093593427,0.759657618,0.999881201,894.6166 -> 617.6166,PI,1410.053433,1453.130102,1317.460094,1550.440109,1450.300095,1481.040104,1423.5201,1383.42009,1423.880096,1447.000114,1333.600098,1349.740097,1418.240105,1507.140099,1410.780106
"PIo (38:3), PIp (38:2)",-0.092205398,4.676771707,0.703938186,0.401463562,0.999881201,892.6009 -> 615.6009,PI,1583.760114,1699.756786,1315.720093,1805.140121,1642.600101,1556.440113,1743.580139,1795.280132,1527.400112,1718.600109,1563.920113,1632.560116,1606.820122,1690.520126,1418.240097
"PIo (38:5), PIp (38:4)",0.059886651,5.011108271,0.299260783,0.584346215,0.999881201,888.5696 -> 611.5696,PI,2136.780156,2063.420146,1332.820084,2320.080151,1843.980145,1804.100121,2454.460182,1964.900146,1819.660133,2218.700165,2099.460155,1807.340126,2207.540157,2265.400166,2395.580162
"PIo (38:6), PIp (38:5)",-0.017426854,4.550621242,0.025059747,0.874218274,0.999881201,886.554 -> 609.554,PI,1473.056774,1502.303444,1384.480091,1590.220116,1577.580116,1347.600101,1343.500095,1393.760101,1545.680126,1485.680103,1562.180111,1514.500114,1391.760094,1682.060127,1417.640099
"PIo (40:1), PIp (40:0)",-0.091604101,4.626544942,0.693619406,0.404936008,0.999881201,924.6635 -> 647.6635,PI,1511.696777,1620.316785,1478.840103,1547.220116,1407.780106,1862.640141,1486.680103,1575.66011,1566.74012,1630.020119,1422.260098,1671.840115,1617.820118,1434.520107,1568.900116
"PIo (40:2), PIp (40:1)",0.121791101,4.498071991,1.22185027,0.268997841,0.999881201,922.6479 -> 645.6479,PI,1490.386772,1378.686762,1325.980099,1296.720085,1471.700096,1379.060104,1425.340092,1447.500092,1606.000126,1374.240093,1375.560097,1380.420105,1533.220104,1394.180096,1530.500114
"PIo (40:4), PIp (40:3)",0.079917078,4.675038939,0.528798932,0.467112252,0.999881201,918.6166 -> 641.6166,PI,1677.206781,1598.330116,1334.640095,1831.080135,1646.160107,1447.800117,1747.680119,1697.440132,1706.200104,1477.640106,1830.480133,1509.680103,1665.560112,1626.340103,1467.16011
"PIo (40:5), PIp (40:4)",-0.11284081,4.934595953,1.060562345,0.303086962,0.999881201,916.6009 -> 639.6009,PI,1900.263474,2068.533471,1350.340111,2589.92017,1555.340115,2061.740147,2545.680191,1781.66013,1839.700142,2055.320126,1783.140125,1851.780132,1937.860134,2070.780121,1739.860134
PIo (40:7),-0.065582956,4.623773337,0.355670427,0.550920658,0.999881201,926.6792 -> 649.6792,PI,1537.600107,1621.273448,1308.62009,2081.040146,1579.520103,1508.560101,1656.68013,1529.960106,1525.660107,1541.520111,1444.280109,1513.440113,1631.420094,1553.12011,1388.0401
PIo (42:0),-0.026698832,4.489346452,0.058719567,0.808531283,0.999881201,954.7105 -> 677.7105,PI,1406.506769,1442.730101,1338.76009,1477.460102,1506.720104,1415.420109,1369.540096,1411.040096,1407.580105,1472.500103,1371.340107,1514.0201,1411.120102,1365.940094,1372.740101
PIo (42:1),-0.045270326,4.511619731,0.168904316,0.681087418,0.999881201,952.6948 -> 675.6948,PI,1416.470101,1470.840104,1390.0201,1411.280094,1344.28009,1607.120121,1416.160095,1511.080116,1445.46011,1411.7001,1468.480095,1506.400101,1334.900101,1377.460091,1489.540115
PIo (42:2),-0.064972789,4.467003656,0.34744212,0.555564668,0.999881201,950.6792 -> 673.6792,PI,1361.026762,1432.896774,1380.900097,1332.120098,1347.640095,1473.180103,1389.940094,1404.220093,1361.080101,1420.46011,1339.82008,1606.940132,1346.900097,1360.460106,1380.780106
PIo (42:4),0.016477733,4.457100247,0.02234294,0.881178402,0.999881201,946.6479 -> 669.6479,PI,1391.033432,1384.726763,1366.840111,1393.700089,1399.380093,1359.44009,1373.980095,1374.980095,1397.980103,1336.960098,1413.260105,1507.100117,1362.440094,1336.180092,1399.160103
PIo (42:6),0.078465927,4.475986327,0.506877096,0.476493871,0.999881201,942.6166 -> 665.6166,PI,1441.246771,1374.0501,1364.280098,1365.440098,1374.840096,1383.960106,1467.440113,1431.660099,1562.760109,1379.340099,1454.560104,1336.600098,1387.420109,1347.300102,1400.460098
PIp (16:0),0.013300221,4.494942907,0.014574414,0.903909223,0.999881201,574.3087 -> 297.3087,PI,1432.253438,1428.223435,1341.620087,1394.600101,1430.800102,1459.360096,1512.340115,1409.420097,1358.960102,1431.680115,1406.220097,1492.400105,1388.980103,1381.880096,1496.220108
PIp (18:0),0.041888142,4.478411637,0.144477088,0.703870133,0.999881201,602.34 -> 325.34,PI,1426.09343,1394.816765,1365.100082,1421.900108,1394.7201,1373.760098,1428.64011,1373.3801,1488.500095,1389.360096,1420.7201,1445.140091,1402.760086,1365.3601,1421.220085
PIp (20:0),0.001465709,4.802197059,1.78E-04,0.989341671,0.999881201,630.3713 -> 353.3713,PI,1794.336792,1802.360125,1341.560101,1703.840107,1762.240135,2173.540157,1481.840096,1602.220123,1733.380116,1732.020126,2166.620155,1879.140121,2141.080135,1723.400116,1480.860115
PIp (28:0),0.015335439,4.487658446,0.019367298,0.889318627,0.999881201,756.4757 -> 479.4757,PI,1416.866769,1411.500104,1430.3801,1381.480106,1496.840111,1464.140106,1316.800091,1322.080109,1526.360104,1368.44009,1426.700111,1483.820107,1396.000095,1449.040108,1338.500099
PIp (30:1),-0.051967295,4.478883194,0.222337464,0.637264631,0.999881201,782.4914 -> 505.4914,PI,1376.443434,1436.206766,1420.980106,1522.560093,1344.340092,1467.360111,1591.40012,1439.840099,1309.940098,1407.640095,1351.780102,1429.520096,1315.220097,1350.320103,1345.980099
PIp (32:1),0.011767405,4.432360434,0.011383534,0.915032023,0.999881201,810.5227 -> 533.5227,PI,1356.170095,1353.893429,1444.440102,1313.080082,1340.500092,1384.620098,1309.860092,1369.400097,1371.900093,1285.080097,1414.120106,1382.680099,1361.480087,1388.500099,1339.160103
PIp (34:1),0.017496025,4.478577021,0.025207051,0.873852225,0.999881201,838.554 -> 561.554,PI,1415.426767,1407.6401,1354.040092,1413.140099,1398.220093,1438.140102,1510.260101,1459.980114,1481.220116,1340.540096,1367.400101,1439.100101,1367.040092,1354.94009,1368.420097
PIp (34:4),0.070176078,4.475533904,0.405338038,0.524345268,0.999881201,832.507 -> 555.507,PI,1427.90343,1369.386766,1457.900097,1376.2001,1451.720104,1425.780102,1290.760075,1345.840099,1553.160107,1371.240101,1435.500095,1323.140095,1402.600105,1374.120098,1433.680096
PIp (36:5),0.023537543,4.445469879,0.045569917,0.830959517,0.999881201,858.5227 -> 581.5227,PI,1380.060102,1366.820099,1390.0401,1384.180099,1335.340103,1428.360107,1326.920101,1343.800091,1436.720104,1331.400093,1396.940113,1409.840107,1362.780098,1303.340096,1421.660095
PIp (38:6),-0.004019062,4.510734046,0.001331352,0.970893489,0.999881201,884.5383 -> 607.5383,PI,1436.986767,1451.653437,1378.140102,1554.360115,1490.780094,1347.040092,1302.100101,1364.680096,1474.680099,1490.260109,1455.900101,1500.160107,1438.980103,1453.420101,1459.480103
PIp (40:6),0.012754785,4.519969452,0.013411573,0.907804437,0.999881201,912.5696 -> 635.5696,PI,1453.610108,1450.553438,1399.440102,1398.400097,1475.000111,1395.300102,1475.380108,1477.720097,1515.420113,1522.020126,1372.7001,1447.720108,1404.680107,1462.160095,1478.48011
PIp (42:2),0.060420872,4.444032034,0.300256713,0.58372153,0.999881201,948.6635 -> 671.6635,PI,1397.020099,1348.556761,1378.100094,1316.480091,1456.080101,1388.940094,1394.120098,1358.960094,1456.200096,1346.780098,1361.060108,1317.020096,1351.340092,1363.160091,1363.320099
PIp (42:4),0.042775435,4.452600634,0.150525197,0.698033966,0.999881201,944.6322 -> 667.6322,PI,1395.270096,1363.280099,1406.720104,1343.060097,1314.180099,1414.180115,1351.700092,1402.620098,1399.440102,1357.100086,1395.500084,1340.900097,1353.600098,1321.820103,1557.200104
PIp (42:6),-0.097058096,4.612875422,0.778486683,0.377604366,0.999881201,940.6009 -> 663.6009,PI,1499.60344,1614.043448,1410.340096,1754.380142,1355.080097,1676.820107,1528.400112,1675.080101,1549.98011,1472.220112,1489.000107,1472.100098,1701.820126,1633.66013,1373.340088
PS (12:0),0.03290546,4.601540183,0.089463475,0.764860347,0.999881201,442.2202 -> 257.2202,PS,1553.726774,1528.413441,1439.180111,1569.160122,1345.580101,1454.600098,2062.780125,1529.820103,1552.780117,1529.840107,1477.080105,1536.560104,1444.0401,1550.500111,1440.100094
PS (12:0),0.03290546,4.601540183,0.089463475,0.764860347,0.999881201,456.1994 -> 271.1994,PS,1483.966771,1471.033431,1488.660107,1561.2201,1496.100105,1379.800095,1775.740116,1426.0201,1284.120083,1667.240116,1468.680111,1347.66008,1500.360104,1444.260098,1378.80011
PS (14:0),0.113735732,5.721598594,1.0911472,0.296217166,0.999881201,470.2515 -> 285.2515,PS,3624.663573,3365.486911,1537.080112,3538.900242,2729.380203,4100.160316,4803.400333,3695.040287,2958.640167,2453.360165,3861.340244,3726.620243,4217.560291,2678.840214,3177.660198
PS (14:1),-0.053353358,10.52924022,0.244093363,0.621265179,0.999881201,468.2358 -> 283.2358,PS,99529.50385,103493.211,3250.460247,93404.48676,53442.44405,147230.591,160214.4094,119610.6882,74088.46574,76467.00623,116752.969,106090.7882,126917.85,78155.70573,65760.88493
