lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6
PE (22:2),-0.171417361,3.929156745,1.971950274,0.160241003,0.999446625,534.3555 -> 393.3555,PE,1659.253449,1870.620136,1390.560104,1891.140141,1676.780125,1672.220127,1775.620132,1801.840134,1676.680107,1731.520115,1640.14011,2096.720154,1496.820099,2030.280148,1689.480122
PE (22:4),0.047485899,3.843931362,0.150868648,0.697706626,0.999446625,530.3242 -> 389.3242,PE,1577.20011,1524.596775,2484.280148,1419.960106,1784.580135,1486.060101,1506.680107,1615.340126,1627.880112,1657.900112,1334.560093,1559.220108,1710.460121,1409.100098,1499.040092
PE (22:6),-0.021691127,4.131369979,0.031665024,0.858764845,0.999446625,526.2929 -> 385.2929,PE,1907.836803,1945.24014,2627.720207,1929.980137,1889.680145,1864.800133,1641.180122,1848.680145,1648.440121,2262.220161,1539.640114,1766.720131,1717.840122,1999.040134,3010.240196
PE (24:0),0.012909696,3.702539644,0.011129183,0.915983084,0.999446625,580.3974 -> 439.3974,PE,1460.66677,1447.946774,1760.020153,1506.080112,1548.96011,1496.780109,1427.300098,1287.580086,1399.500099,1462.180111,1581.100124,1501.440113,1403.900097,1433.620113,1403.240089
PE (26:0),0.048269335,3.595721131,0.155278349,0.693541364,0.999446625,608.4287 -> 467.4287,PE,1392.736769,1347.97676,1421.240105,1317.320091,1497.520107,1321.700096,1373.760109,1306.880089,1352.360104,1374.640091,1298.640091,1549.680103,1442.280106,1217.640087,1391.860096
PE (26:1),0.035838047,3.573728458,0.085527823,0.769941511,0.999446625,606.4131 -> 465.4131,PE,1354.160095,1320.586756,1524.360126,1287.480083,1429.880093,1298.600094,1378.020103,1260.020096,1332.040092,1342.440083,1338.200089,1356.040081,1348.940102,1378.940098,1297.880093
PE (28:0),0.04656722,3.587852346,0.144508003,0.703839949,0.999446625,636.46 -> 495.46,PE,1388.996766,1344.526761,1376.980095,1297.840096,1366.200096,1359.260086,1354.040096,1323.400085,1413.040096,1283.560097,1364.420097,1486.12011,1467.14011,1316.980091,1369.140102
PE (28:1),-0.037081663,3.581164335,0.091623312,0.762123506,0.999446625,634.4444 -> 493.4444,PE,1344.916761,1379.013434,1354.3801,1398.080101,1377.140102,1347.600105,1233.240089,1359.760094,1349.820095,1306.760094,1376.680107,1451.000111,1398.660091,1410.8801,1333.960083
PE (28:2),0.008118239,3.595981594,0.004392103,0.947160523,0.999446625,632.4287 -> 491.4287,PE,1371.316766,1361.67343,1461.360104,1256.640087,1315.100101,1460.940105,1394.0401,1451.580105,1317.900097,1334.560097,1444.060104,1329.260094,1438.380104,1337.060093,1318.42009
PE (30:0),-0.04477187,3.547111593,0.133452712,0.714878671,0.999446625,664.4913 -> 523.4913,PE,1308.12009,1349.723428,1330.540096,1382.020092,1297.220097,1419.180103,1392.040096,1287.780083,1301.26009,1345.140102,1309.300076,1354.920097,1277.080093,1309.300091,1271.820091
PE (30:1),0.062973624,3.636378426,0.264593316,0.606981901,0.999446625,662.4757 -> 521.4757,PE,1451.726767,1388.0901,1358.200089,1294.880096,1347.380104,1337.320095,1556.580109,1390.940102,1266.460079,1416.680103,1622.32011,1520.320103,1593.840103,1368.400101,1323.780094
PE (30:2),0.017533909,3.567421027,0.020478665,0.886208293,0.999446625,660.46 -> 519.46,PE,1356.580098,1339.120095,1351.380096,1317.960094,1362.600094,1386.560101,1369.660099,1304.94009,1339.160099,1397.960102,1433.140102,1339.740086,1353.560097,1287.560097,1281.360096
PE (30:3),-0.032799479,3.598620611,0.071711828,0.788860475,0.999446625,658.4444 -> 517.4444,PE,1361.650096,1393.563433,1370.900105,1436.8801,1424.10009,1327.540096,1362.200092,1346.840096,1320.640083,1457.5401,1289.260101,1423.280106,1374.000103,1369.300102,1399.700104
PE (30:4),-0.013162048,3.578716368,0.011543896,0.91443792,0.999446625,656.4287 -> 515.4287,PE,1356.606758,1368.496764,1317.42009,1410.140106,1344.26009,1428.420097,1396.260086,1323.180099,1415.020084,1332.600086,1305.140099,1319.000095,1373.300095,1397.640099,1305.660095
PE (32:0),0.022659726,3.76942369,0.0343718,0.852918185,0.999446625,692.5226 -> 551.5226,PE,1587.353446,1564.830107,1297.180088,1708.240101,1604.300114,1488.080105,1798.380123,1523.64011,1567.500107,1323.7201,1553.720119,1872.800121,1558.760117,1472.500103,1441.460098
PE (32:1),0.051138316,3.622072584,0.174394063,0.67623583,0.999446625,690.507 -> 549.507,PE,1421.730099,1371.306763,1443.360092,1443.080101,1637.000099,1436.340096,1342.340099,1359.42009,1427.660099,1275.200085,1412.380104,1365.2201,1432.780094,1348.580105,1278.220097
PE (32:2),-0.073466587,3.575086004,0.359539619,0.54876203,0.999446625,688.4913 -> 547.4913,PE,1319.873427,1388.943437,1361.300102,1431.320107,1361.780098,1355.260101,1295.800095,1423.660099,1313.080093,1287.800098,1354.900093,1450.920109,1257.780098,1384.700108,1335.900085
PE (32:3),0.074998391,3.597943531,0.374894923,0.540348131,0.999446625,686.4757 -> 545.4757,PE,1412.643436,1341.096758,1368.960087,1341.540089,1498.020115,1303.740089,1444.180096,1384.540081,1297.100101,1296.660088,1374.920094,1351.180096,1446.280102,1368.920105,1415.360107
PE (32:4),0.02135293,3.59272963,0.030393588,0.861600175,0.999446625,684.46 -> 543.46,PE,1389.156771,1366.853434,1303.700096,1281.940098,1462.460114,1329.480103,1350.740097,1445.480103,1368.640102,1463.780109,1392.760101,1364.920101,1427.32011,1315.520088,1333.020103
PE (32:5),-0.033417339,3.588269188,0.074418422,0.785008957,0.999446625,682.4444 -> 541.4444,PE,1350.576757,1382.0201,1386.720108,1340.940098,1421.120098,1496.280113,1384.860088,1328.180088,1370.360085,1304.760098,1284.000088,1467.880104,1407.940105,1354.080097,1235.18008
PE (34:0),-0.092542957,3.622481976,0.57097382,0.449872205,0.999446625,720.5539 -> 579.5539,PE,1346.776763,1436.063438,1497.12011,1492.180122,1394.660103,1462.120098,1324.720097,1408.600101,1402.680096,1253.12009,1328.220093,1479.540108,1308.8801,1520.820107,1321.500092
PE (34:1),0.186950464,3.952903205,2.343463094,0.125809588,0.999446625,718.5383 -> 577.5383,PE,1828.683462,1602.543446,2261.380169,1662.120117,1961.040134,1569.540112,1372.120106,1707.96011,1830.560127,1506.100113,2007.480137,1711.180122,2076.840149,1458.360104,1724.06012
PE (34:2),-0.051971321,3.68789607,0.180314197,0.671103364,0.999446625,716.5226 -> 575.5226,PE,1417.273428,1469.306772,1704.340111,1494.7201,1630.160103,1669.40012,1350.180096,1390.3801,1394.440086,1368.700096,1405.340099,1489.240101,1419.920101,1403.400112,1303.600082
PE (34:3),-0.016571882,3.794648671,0.018388721,0.892133539,0.999446625,714.507 -> 573.507,PE,1580.243446,1600.023457,1457.960091,1571.680115,1646.620117,1702.700142,1443.300106,1594.340107,1663.18013,1450.30011,1556.780098,1824.340157,1492.880116,1456.780109,1678.700111
PE (34:4),0.149043368,6.105589946,1.522570856,0.21723086,0.999446625,712.4913 -> 571.4913,PE,8794.797333,7872.74722,3009.760197,6962.580463,6716.180573,7809.220573,6807.920456,7777.460575,11299.84094,8586.640587,9400.080757,8655.940537,12548.58078,7444.640583,5996.180489
PE (34:5),0.067750085,4.363684545,0.310427882,0.577417738,0.999446625,710.4757 -> 569.4757,PE,2486.886836,2365.880173,1539.760109,2487.460175,2344.120155,2566.480179,1920.020149,2209.120178,2835.740177,2133.860161,2507.400185,2714.980186,3258.400196,2083.380161,2055.640152
PE (34:6),0.025525012,3.602238679,0.043424696,0.834927641,0.999446625,708.46 -> 567.46,PE,1384.610102,1360.020093,1471.280106,1283.740089,1426.220104,1313.180096,1343.140095,1363.060093,1336.920101,1293.180084,1394.460098,1508.740105,1426.520107,1398.220089,1380.400105
PE (36:0),0.110678143,3.827062129,0.820549211,0.365019638,0.999446625,748.5852 -> 607.5852,PE,1690.560122,1563.45012,1513.080097,1739.300121,1806.880119,1662.040127,1530.740112,1419.600121,1758.440121,1367.780098,1828.680138,1675.700138,1854.660141,1516.280113,1363.960098
PE (36:1),0.029435022,4.252315441,0.058383844,0.80906882,0.999446625,746.5696 -> 605.5696,PE,2057.816808,2009.233475,3624.400242,2151.84016,2188.720146,2084.22015,1711.700104,2111.380146,2241.200169,1719.420116,2174.260155,2274.660156,2554.440166,1713.880119,1476.580109
PE (36:2),0.109684975,4.073879964,0.808766272,0.368485254,0.999446625,744.5539 -> 603.5539,PE,1931.490141,1786.916795,2558.740189,1892.560135,2064.340126,2115.740154,1565.520126,1600.580112,2115.480156,1612.98011,1947.300152,2061.760155,2381.620178,1437.880104,1514.680107
PE (36:3),0.036552004,3.726311707,0.089320819,0.765042376,0.999446625,742.5383 -> 601.5383,PE,1528.486769,1491.940106,1453.3601,1629.180119,1723.880116,1521.720112,1518.980095,1412.260105,1591.740101,1459.780102,1406.600098,1563.760105,1434.600101,1364.940094,1495.120106
PE (36:4),0.087528467,3.729503156,0.511709461,0.474399778,0.999446625,740.5226 -> 599.5226,PE,1518.720104,1425.313434,1894.920128,1374.080101,1445.12011,1359.140087,1474.520096,1588.62011,1701.180122,1391.500099,1539.640099,1436.000114,1603.400112,1402.540092,1348.460087
PE (36:5),0.030309758,3.597193328,0.061238466,0.804549095,0.999446625,738.507 -> 597.507,PE,1392.560097,1362.843431,1362.400089,1385.220085,1442.700096,1302.860096,1409.280094,1387.040092,1364.480095,1370.600109,1440.100105,1451.340115,1399.060093,1280.000088,1299.740097
PE (36:6),0.013229513,3.577346464,0.011660374,0.914009008,0.999446625,736.4913 -> 595.4913,PE,1362.066767,1348.12343,1384.42009,1378.140095,1433.8801,1336.360104,1273.540096,1343.600094,1338.440105,1416.940098,1357.120098,1353.140099,1478.180111,1260.560089,1291.240093
PE (36:7),-0.059470535,3.650177697,0.236047356,0.627075612,0.999446625,734.4757 -> 593.4757,PE,1403.806768,1462.383437,1370.520096,1391.300095,1286.760101,1421.58009,1415.7001,1477.600113,1425.900108,1390.600101,1444.680096,1586.300114,1410.940098,1506.920109,1438.860104
PE (36:8),-0.037124328,3.656259161,0.091976051,0.761679888,0.999446625,732.46 -> 591.46,PE,1409.596764,1444.580102,1506.160107,1523.160103,1369.580086,1376.120102,1402.260098,1413.420109,1503.500114,1463.940102,1434.540096,1406.460098,1419.060097,1484.3801,1328.640091
PE (38:0),-0.038522067,4.627785007,0.100638773,0.751064424,0.999446625,776.6165 -> 635.6165,PE,2784.870194,2861.440203,2698.760201,2875.9202,3005.680206,2774.520203,2765.860199,2843.860191,2735.220184,2870.360203,2580.440189,2982.720219,2798.480202,2821.260201,2823.540184
PE (38:1),0.009331371,3.678280421,0.005816203,0.939209038,0.999446625,774.6009 -> 633.6009,PE,1471.310104,1462.130103,1359.12009,1588.040115,1496.800102,1514.100101,1508.2001,1258.380093,1770.320126,1394.300095,1307.5401,1601.040123,1459.500099,1416.920094,1285.500099
PE (38:2),0.005675163,3.658089015,0.002150302,0.963014276,0.999446625,772.5852 -> 631.5852,PE,1448.320103,1441.360106,1350.980087,1372.420101,1505.020103,1592.520115,1410.600101,1408.660099,1369.840103,1365.460098,1515.340107,1564.800114,1596.300121,1344.300106,1292.820084
PE (38:3),0.132924142,3.928771656,1.184881245,0.276364507,0.999446625,770.5696 -> 629.5696,PE,1781.060125,1620.91345,2077.420155,1485.140102,1888.240139,1742.240112,1527.420116,1534.740108,1803.720123,1472.82011,1928.340134,1726.120132,1950.920132,1764.420132,1587.720108
PE (38:5),0.009471413,3.963578836,0.006025683,0.938126137,0.999446625,766.5383 -> 625.5383,PE,1788.920124,1776.896792,1733.780117,1859.440132,1690.080112,1986.28014,1755.700127,1639.880108,1914.380138,1375.800095,1795.880116,2287.760178,2116.220139,1512.2201,1461.260113
PE (38:6),0.13671208,3.828922744,1.252086524,0.263154336,0.999446625,764.5226 -> 623.5226,PE,1718.940115,1561.723442,1390.860088,1497.140095,2029.560127,1609.060108,1506.520115,1572.100121,1910.76012,1379.380104,1603.200111,1899.620132,1861.380123,1413.040092,1402.220093
PE (38:7),0.009690634,3.617446477,0.006263567,0.936919122,0.999446625,762.507 -> 621.507,PE,1406.696768,1397.080097,1324.280087,1401.880096,1404.080093,1339.380096,1617.34013,1520.240093,1316.520096,1313.600094,1333.860088,1461.840103,1473.020111,1345.5401,1295.360088
PE (38:8),-0.031886163,3.636359686,0.06782656,0.794527995,0.999446625,760.4913 -> 619.4913,PE,1395.096769,1425.776771,1453.620102,1568.900112,1332.160103,1377.960106,1432.080112,1503.680107,1446.620098,1298.10009,1333.180103,1446.080112,1466.420109,1359.940098,1360.12009
PE (38:9),0.036059433,3.551638202,0.086587613,0.768560968,0.999446625,758.4757 -> 617.4757,PE,1353.9601,1320.663427,1300.94009,1375.260094,1380.520111,1326.920097,1342.980091,1209.760086,1366.780094,1326.360092,1323.160095,1451.720104,1437.66011,1233.960091,1272.660095
PE (40:0),0.197202197,4.528911406,2.634280769,0.10457941,0.999446625,804.6478 -> 663.6478,PE,2953.893559,2566.240189,1295.300095,2422.400166,2455.020157,3351.620243,2973.20023,2472.820194,3190.020241,2414.720196,3540.040287,2252.640171,3322.080254,2483.240166,2243.000183
PE (40:1),0.023382847,3.582170359,0.036424951,0.848640593,0.999446625,802.6322 -> 661.6322,PE,1365.386763,1341.713428,1447.120106,1337.280083,1424.640106,1302.94009,1356.660091,1440.960102,1375.800091,1348.000107,1446.780094,1338.740101,1311.580093,1282.360088,1276.8601
PE (40:10),-0.016534712,3.630674592,0.018233541,0.892586866,0.999446625,784.4913 -> 643.4913,PE,1389.536766,1406.696763,1527.040096,1448.260101,1418.680096,1429.880096,1321.360092,1280.340084,1482.740108,1290.460087,1293.840092,1629.140125,1438.660107,1362.100086,1381.940102
PE (40:2),0.027328854,3.728013373,0.0499506,0.823149255,0.999446625,800.6165 -> 659.6165,PE,1542.57011,1515.280109,1263.340084,1612.160103,1480.840111,1323.760094,1673.400101,1553.940121,1532.740108,1679.380116,1569.540119,1576.900124,1329.620098,1345.540096,1669.280121
PE (40:3),0.02139123,3.609780535,0.030517609,0.861320947,0.999446625,798.6009 -> 657.6009,PE,1409.563431,1387.30676,1285.640102,1478.0201,1387.260101,1355.300098,1444.260101,1419.100082,1463.160088,1340.500092,1332.100094,1370.880093,1538.780102,1360.040092,1291.820099
PE (40:4),0.041443751,3.6809932,0.114651511,0.734909357,0.999446625,796.5852 -> 655.5852,PE,1459.086768,1417.1401,1673.140125,1357.160099,1547.3801,1487.0201,1434.840096,1319.540089,1465.720104,1516.520119,1540.000107,1441.040108,1376.740108,1381.560085,1389.840096
PE (40:5),0.048657471,3.986039315,0.159069056,0.690015064,0.999446625,794.5696 -> 653.5696,PE,1834.606791,1773.040127,1831.00013,1668.400089,1773.90012,2037.620144,1840.440125,1520.740116,2162.120132,1630.340134,1889.100136,2267.400177,1889.640125,1513.740105,1452.440105
PE (40:6),0.171813563,3.945774742,1.980572293,0.15933013,0.999446625,792.5539 -> 651.5539,PE,1852.446802,1643.670116,1840.180134,1668.060131,1961.280144,1732.520123,1738.140118,1465.700104,2242.280155,1488.740105,1661.960121,2061.060135,2022.620163,1445.940102,1488.400108
PE (40:7),0.081345074,3.672853747,0.441763106,0.506272704,0.999446625,790.5383 -> 649.5383,PE,1490.826772,1408.703432,1458.780094,1449.140099,1617.820126,1376.500099,1511.080109,1385.960094,1480.220097,1424.340103,1417.2001,1475.120106,1548.540108,1341.160091,1370.100094
PE (40:8),0.043327209,3.570581238,0.125072795,0.723596458,0.999446625,788.5226 -> 647.5226,PE,1379.070096,1337.246763,1273.660084,1440.980106,1428.080093,1253.660103,1336.800091,1386.7201,1366.380093,1352.780087,1320.040089,1293.300091,1466.040104,1296.040092,1357.080105
PE (40:9),-0.019225806,3.584003771,0.02462621,0.875302064,0.999446625,786.507 -> 645.507,PE,1346.253426,1364.970092,1446.060101,1354.800095,1380.200096,1438.300098,1335.540092,1376.980095,1274.720093,1254.040092,1299.180088,1456.260086,1414.880096,1309.440086,1373.000088
PE (42:0),0.00483498,3.606205763,0.001558461,0.968509811,0.999446625,832.6791 -> 691.6791,PE,1383.473431,1379.500096,1420.540112,1515.240101,1353.640099,1304.980095,1401.500103,1331.320087,1370.480087,1308.440094,1404.440102,1446.200108,1369.780106,1370.820091,1401.000092
PE (42:1),-0.059536984,3.579244044,0.236147719,0.627002386,0.999446625,830.6635 -> 689.6635,PE,1328.663425,1384.773432,1387.380104,1425.420105,1329.860092,1487.760105,1397.220089,1335.540092,1385.740105,1367.580101,1294.740097,1416.300102,1314.120087,1276.040089,1250.300079
PE (42:10),-0.055134014,3.612610546,0.202717273,0.652536424,0.999446625,812.5226 -> 671.5226,PE,1371.610104,1424.743435,1307.580093,1416.900108,1377.760105,1368.600094,1334.100098,1467.180107,1329.340103,1537.100105,1349.220104,1427.280102,1390.660107,1331.400093,1448.580105
PE (42:11),-0.041271139,3.662991191,0.113675961,0.7359973,0.999446625,810.507 -> 669.507,PE,1409.386769,1449.12677,1557.860119,1558.880112,1517.140118,1367.240101,1360.480095,1434.680099,1401.960098,1494.240105,1377.160103,1412.220104,1467.360115,1427.500099,1332.220085
PE (42:2),-0.018916044,4.61368916,0.024261115,0.87622236,0.999446625,828.6478 -> 687.6478,PE,2763.78353,2800.326869,2820.220196,2785.980213,2877.700207,2670.420197,2806.320206,2734.760204,2664.900181,2811.420185,2756.320194,2948.380211,2757.540184,2851.000202,2719.920208
PE (42:3),0.042486098,3.704683755,0.120616017,0.728367327,0.999446625,826.6322 -> 685.6322,PE,1507.543434,1464.823434,1442.940102,1517.640099,1597.420109,1456.300106,1640.040115,1392.760101,1504.040092,1344.020084,1408.440098,1504.340099,1457.520088,1573.880116,1437.800098
PE (42:4),0.021823709,3.624575051,0.031768046,0.858537694,0.999446625,824.6165 -> 683.6165,PE,1414.933434,1392.646765,1395.580093,1480.440109,1462.680115,1440.560104,1349.42009,1351.580101,1432.300091,1312.220085,1454.100101,1365.480091,1450.060101,1405.600098,1341.040104
PE (42:5),0.138808907,3.621419594,1.284704322,0.257026175,0.999446625,822.6009 -> 681.6009,PE,1472.670103,1337.710091,1338.680092,1326.400085,1495.780102,1311.740082,1604.960117,1326.880096,1495.940105,1338.500088,1491.320103,1432.260101,1371.040096,1290.480091,1376.980095
PE (42:6),0.025662043,3.622900567,0.043928321,0.833987028,0.999446625,820.5852 -> 679.5852,PE,1419.370093,1394.216768,1346.040089,1499.340111,1588.3801,1397.540092,1444.160099,1330.980099,1398.720093,1313.560097,1357.12009,1446.200104,1474.700092,1377.680103,1253.140083
PE (42:7),0.016367653,3.59335648,0.017857277,0.893694273,0.999446625,818.5696 -> 677.5696,PE,1383.673431,1367.330097,1346.900093,1335.620098,1382.260101,1368.740089,1400.0401,1355.580093,1368.320095,1270.000088,1399.800095,1498.700115,1461.260109,1375.340096,1290.360085
PE (42:8),0.050186715,3.629046557,0.168007148,0.681889025,0.999446625,816.5539 -> 675.5539,PE,1431.733435,1383.033431,1406.780094,1353.740093,1415.500114,1381.280094,1519.560108,1361.060093,1392.740078,1305.860088,1549.560127,1572.220123,1366.680092,1324.040092,1346.360092
PE (42:9),0.01609456,3.596748772,0.017267251,0.895455003,0.999446625,814.5383 -> 673.5383,PE,1385.15343,1370.15343,1354.26009,1388.540104,1398.080101,1351.540092,1432.860092,1327.340096,1403.980103,1411.260105,1347.380096,1440.740097,1361.840096,1301.500088,1366.78009
PE (44:0),0.033557921,3.608003264,0.075087265,0.784068824,0.999446625,860.7104 -> 719.7104,PE,1405.826764,1372.340096,1359.020092,1343.040089,1376.560101,1372.44009,1398.020107,1381.200096,1406.580086,1367.600098,1467.240097,1382.720112,1406.620098,1387.040092,1379.940098
PE (44:1),0.033046028,3.604780538,0.072795567,0.787309094,0.999446625,858.6948 -> 717.6948,PE,1394.306763,1362.723428,1436.2001,1405.460102,1541.280106,1343.3601,1397.360081,1314.420078,1340.500099,1368.240093,1354.0401,1426.160114,1431.500107,1318.700081,1301.160088
PE (44:10),-0.035406242,3.624889677,0.083630186,0.772436871,0.999446625,840.5539 -> 699.5539,PE,1394.206767,1428.703437,1311.900085,1433.540104,1367.460106,1417.420101,1536.220116,1374.760105,1422.760094,1471.720108,1345.8601,1463.640095,1389.420101,1411.140106,1303.520088
PE (44:12),-0.015888763,3.624430462,0.01684296,0.896740147,0.999446625,836.5226 -> 695.5226,PE,1405.7001,1422.260094,1283.260082,1423.3601,1363.440098,1470.440094,1339.78009,1374.720089,1462.340107,1367.680092,1405.5201,1557.480103,1360.960091,1339.880089,1502.160114
PE (44:2),-0.008464804,3.606615413,0.004776505,0.94490026,0.999446625,856.6791 -> 715.6791,PE,1374.70676,1382.3501,1455.040115,1345.060093,1444.520096,1339.020092,1401.960091,1377.020107,1293.300091,1334.700096,1404.32011,1492.720104,1407.740093,1405.580105,1296.400082
PE (44:3),0.042078332,3.612094272,0.118069313,0.731137982,0.999446625,854.6635 -> 713.6635,PE,1414.736769,1373.100096,1358.960106,1395.500099,1387.440102,1378.620106,1358.440086,1323.220085,1464.800114,1418.320099,1464.540108,1406.020092,1428.020107,1316.920097,1385.180096
PE (44:4),0.005242179,3.637542036,0.001833498,0.965845524,0.999446625,852.6478 -> 711.6478,PE,1418.540098,1412.773434,1410.260109,1496.300106,1496.960102,1418.140091,1359.420094,1396.880089,1377.460094,1432.82011,1468.160091,1365.620106,1409.820107,1366.8801,1399.420097
PE (44:5),-0.020532985,3.601371249,0.028108507,0.866853977,0.999446625,850.6322 -> 709.6322,PE,1374.623426,1394.013428,1333.520092,1342.820103,1432.180103,1435.880096,1315.060085,1368.160091,1311.440086,1403.600086,1365.360085,1414.140091,1422.060101,1399.480103,1401.640095
PE (44:6),0.051617701,3.603505121,0.177619339,0.673427176,0.999446625,848.6165 -> 707.6165,PE,1407.383433,1357.593426,1384.44009,1432.2201,1408.880093,1323.980091,1374.900089,1306.120087,1389.380089,1336.320095,1390.240105,1429.620098,1511.200119,1317.300083,1369.700104
PE (44:7),0.002750856,3.59732862,5.04E-04,0.982080451,0.999446625,846.6009 -> 705.6009,PE,1383.876764,1379.696763,1322.020092,1375.740097,1326.000099,1325.900105,1391.840099,1380.340096,1278.640095,1409.440086,1470.28009,1426.960094,1518.30011,1359.800098,1318.200092
PE (44:8),-0.045432268,3.602291262,0.137583834,0.710694922,0.999446625,844.5852 -> 703.5852,PE,1354.820098,1398.716765,1427.680099,1399.740097,1380.760101,1333.000095,1323.680099,1328.140099,1347.960091,1351.900097,1337.480095,1565.080101,1371.720097,1414.440102,1367.320107
PE (46:1),0.028885087,3.603969143,0.055622185,0.813554065,0.999446625,886.7261 -> 745.7261,PE,1395.2401,1367.890093,1388.380108,1384.920097,1429.840099,1337.240097,1472.260109,1368.280094,1332.10009,1407.880104,1422.860111,1401.520084,1334.420097,1307.500084,1379.960094
PE (52:4),-0.053328583,3.551616404,0.189328729,0.663475898,0.999446625,964.773 -> 823.773,PE,1303.520095,1352.110097,1392.520103,1357.160095,1323.740089,1287.680096,1301.660084,1323.500099,1289.940098,1330.500095,1283.240101,1448.600101,1368.060101,1365.220097,1254.480095
PEo (18:0),0.226610599,4.582353949,3.479706986,0.062125739,0.999446625,468.345 -> 327.345,PE,3077.713538,2638.610176,1385.12011,3106.380203,2942.740185,3610.440247,3473.460217,1799.140129,2910.960201,2179.720158,3047.960232,2607.64016,3152.260189,2528.34016,2938.900208
PEo (18:1),-0.003734435,3.690981521,9.32E-04,0.975649338,0.999446625,466.3293 -> 325.3293,PE,1472.490104,1477.346772,1398.60009,1535.540119,1499.760105,1519.82011,1491.860096,1363.940105,1385.320099,1392.980091,1452.340111,1442.060097,1470.780098,1609.740108,1534.880116
PEo (20:0),-0.049150378,3.665822079,0.161290842,0.68797084,0.999446625,496.3763 -> 355.3763,PE,1423.143429,1474.116768,1389.260098,1464.440098,1617.680096,1639.260098,1420.420101,1364.940098,1368.840096,1373.180092,1327.60009,1577.440109,1424.320099,1425.440113,1380.000092
PEo (28:0),0.047710023,3.704940376,0.152116411,0.696520989,0.999446625,622.4807 -> 481.4807,PE,1517.293441,1466.176771,1405.300095,1509.560116,1588.020123,1517.640102,1375.660091,1426.760098,1685.100117,1436.960106,1574.46011,1529.100101,1493.360115,1377.0401,1387.160091
PEo (30:0),3.12E-04,3.572085047,6.50E-06,0.997966196,0.999446625,650.512 -> 509.512,PE,1353.73343,1353.093428,1342.340096,1331.160084,1384.540092,1436.120098,1400.580097,1398.300091,1259.240093,1273.080093,1400.320103,1411.780102,1393.8601,1268.120098,1283.860092
PEo (32:1),0.010559899,3.553179836,0.007425146,0.931331845,0.999446625,676.5277 -> 535.5277,PE,1338.416762,1328.413427,1353.660099,1317.020092,1333.720089,1318.580097,1337.840092,1304.020088,1430.260094,1261.100082,1334.640099,1470.060104,1312.160103,1299.700096,1281.880096
PEo (32:5),0.025645097,3.579552593,0.043813407,0.834201153,0.999446625,678.5433 -> 537.5433,PE,1365.403426,1340.813428,1431.580112,1387.320107,1371.58009,1337.020084,1307.680088,1261.920086,1433.960106,1304.380093,1344.800083,1406.720097,1413.260098,1347.520103,1321.140095
PEo (34:0),0.035582084,3.573035611,0.084338442,0.77150197,0.999446625,706.5746 -> 565.5746,PE,1367.46343,1333.313431,1390.5401,1488.080112,1381.0401,1272.680088,1344.520096,1262.240086,1334.360088,1375.0401,1437.320107,1335.440102,1427.800102,1266.400097,1279.740086
PEo (34:1),0.112984183,3.716853858,0.853141052,0.355665265,0.999446625,704.559 -> 563.559,PE,1565.606778,1446.603434,1395.140099,1382.820095,1612.640114,1431.100101,1612.880119,1308.060097,1714.100121,1406.140095,1493.560112,1620.300117,1617.140121,1531.2001,1343.320084
PEo (34:2),0.017213275,3.606007924,0.019754055,0.888226145,0.999446625,702.5433 -> 561.5433,PE,1393.186766,1374.350092,1401.740097,1415.5201,1425.400093,1417.820099,1347.420094,1370.500084,1409.540104,1370.640091,1344.240097,1344.840092,1597.380123,1326.780087,1235.140087
PEo (34:3),0.012155485,3.607250672,0.00985185,0.920934627,0.999446625,700.5277 -> 559.5277,PE,1394.083432,1381.69676,1366.640095,1378.140091,1393.600098,1273.640083,1370.800083,1315.960091,1368.2201,1363.5201,1460.14011,1488.000099,1413.580109,1470.920097,1358.160091
PEo (34:4),-0.058716273,3.536455051,0.2294594,0.631924965,0.999446625,698.512 -> 557.512,PE,1292.203424,1345.573428,1320.880096,1397.000095,1344.000099,1300.260098,1272.400089,1286.520077,1293.680092,1339.900097,1286.600086,1313.760098,1266.480083,1436.000107,1290.060093
PEo (36:0),0.053783881,3.656768723,0.193119067,0.660333225,0.999446625,734.6059 -> 593.6059,PE,1472.103439,1418.730105,1323.300098,1427.980114,1469.160099,1447.280098,1537.400112,1305.500103,1470.360107,1408.360115,1549.400108,1550.420113,1407.220112,1372.840088,1399.080093
PEo (36:1),0.041091121,3.757661426,0.112969429,0.736788482,0.999446625,732.5903 -> 591.5903,PE,1572.60011,1526.776775,1444.580097,1743.520119,1315.820087,1545.160107,1423.500099,1343.300095,1673.940113,1523.900112,1765.520134,1590.680107,1730.520119,1414.100113,1526.300106
PEo (36:2),0.045273091,3.640031747,0.136764442,0.711519021,0.999446625,730.5746 -> 589.5746,PE,1444.420102,1398.043433,1378.480099,1358.600094,1470.720116,1382.740097,1484.380096,1587.100101,1404.960094,1281.420094,1540.900108,1440.080112,1422.560101,1338.320099,1343.000099
