lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1-O-carboceroyl-Cer(d18:1/18:0),0.018933512,4.606850699,0.015500963,0.900917132,0.999096367,973 -> 264.3,cer,2536.810179,2511.023513,2514.500187,2555.220173,2554.920177,2499.260189,2495.32019,2600.880184,2416.640175,2472.520184,2616.320175,2494.560177,2573.660175,2443.700169,2564.000183
1-O-cerotoyl-Cer(d18:1/16:0),0.038395596,4.675270258,0.06378036,0.80061772,0.999096367,916.9 -> 264.3,cer,2678.193516,2615.310184,2634.580193,2562.740173,2708.880173,2437.160175,2699.420193,2802.400181,2557.760185,2554.540169,2638.580181,2682.280209,2825.400185,2652.740196,2639.120182
1-O-cerotoyl-Cer(d18:1/18:0),0.023115528,4.792715694,0.02314032,0.879092741,0.999096367,944.9 -> 264.3,cer,2920.570212,2882.323535,2570.68018,3158.680218,2781.560211,2621.540184,2758.620201,2998.840202,2700.720188,2944.020214,3288.320232,2918.280205,3139.020229,2652.580189,2855.18021
1-O-eicosanoyl-Cer(d18:1/16:0),0.01327591,4.627372495,0.007622796,0.930426197,0.999096367,832.8 -> 264.3,cer,2576.423515,2559.406853,2470.540176,2711.800186,2623.300186,2484.280182,2539.820202,2510.200176,2508.42017,2553.520199,2666.060184,2513.480194,2596.400181,2583.160179,2524.540169
1-O-lignoceroyl-Cer(d18:1/16:0),2.08E-04,4.635473,1.86E-06,0.998911066,0.999096367,888.9 -> 264.3,cer,2572.380184,2579.160186,2552.000175,2506.04018,2581.54018,2656.380199,2460.080177,2592.020172,2704.620216,2642.540195,2510.380161,2568.480194,2618.260181,2509.500175,2559.400185
1-O-myristoyl-Cer(d18:1/16:0),-0.051827397,4.798025253,0.116327834,0.73305189,0.999096367,748.7 -> 264.3,cer,2857.04353,2975.800205,2500.720165,3516.620251,3050.620224,3108.360203,3080.520203,3103.800209,2746.800179,2672.120205,2685.840187,2923.280186,2628.380184,2530.620178,2950.100204
1-O-palmitoyl-Cer(d18:1/16:0),0.010496772,4.728781167,0.00476941,0.94494113,0.999096367,776.7 -> 264.3,cer,2776.036865,2763.426865,2467.180183,2738.440193,2602.540184,2757.140202,2622.540211,2636.580189,2935.060211,2920.780209,2725.2402,2484.460163,2730.460175,3043.160233,3040.380211
1-O-stearoyl-Cer(d18:1/16:0),0.011687756,4.666144831,0.005910109,0.93872121,0.999096367,804.8 -> 264.3,cer,2652.506852,2637.850191,2473.100182,2809.920204,2765.880199,2465.560181,2563.600185,2635.880188,2608.780182,2748.780216,2838.580204,2586.380184,2610.02018,2580.580173,2528.180164
1-O-tricosanoyl-Cer(d18:1/16:0),0.043673551,4.617064904,0.082484282,0.773958597,0.999096367,874.9 -> 264.3,cer,2584.040183,2515.230168,2444.280163,2458.840176,2556.28017,2521.260159,2550.160183,2574.120178,2435.900177,2553.520153,2520.400173,2514.880173,2731.220196,2468.76017,2710.280197
1-O-tricosanoyl-Cer(d18:1/18:0),0.016961083,4.565477087,0.012435085,0.911209787,0.999096367,1001 -> 264.3,cer,2460.136843,2438.97684,2476.620182,2395.340183,2438.340176,2416.48016,2415.100166,2433.700172,2633.760193,2507.620167,2370.400166,2508.860188,2501.040188,2371.860172,2402.180168
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.20923338,7.753793668,1.91157057,0.166788902,0.999096367,444.4 -> 85.1,acy-carnitines,22420.64498,25847.97849,4853.920338,29812.30212,28296.68206,24410.00164,19284.72136,24018.26175,26059.96188,26283.48191,26444.38195,27747.84183,25748.84196,22815.98167,8689.280663
12:0 Cholesteryl ester,0.005563425,6.423775468,0.00134986,0.970691963,0.999096367,586.5219 -> 369.1,CE,9027.98731,9022.137307,7535.860531,9482.060658,9759.96069,8869.500633,8540.740585,9369.660664,8058.300575,9109.100647,9175.52066,8770.4006,9109.060669,8532.100643,9524.340679
14:0 Cholesteryl ester,0.007974428,6.204238706,0.002772195,0.958009472,0.999096367,614.5532 -> 369.1,CE,8041.640589,8015.05389,3788.540276,7898.64053,8297.360588,6734.440502,6190.020466,7168.700489,6176.840431,10130.08067,9479.120716,9290.600685,10366.22075,6867.860466,7740.280582
14:1 Cholesteryl ester,-0.039306311,5.514935446,0.067184841,0.795480633,0.999096367,612.5376 -> 369.1,CE,4772.577021,4919.537011,3599.920265,5213.700367,5039.780369,5033.780357,4566.960365,4755.900345,4410.920315,4628.500328,4938.760376,5220.900333,4795.640339,4664.440334,4883.400364
15:0 Campesteryl ester_simulated,-0.052241,8.454683131,0.119321925,0.729771083,0.999096367,642.6002 -> 369.1,CE,38808.08272,40315.45937,5291.400372,40676.76277,35036.0225,30607.46202,26050.84186,35092.16244,24072.24167,55452.28351,56733.00397,56375.96378,59772.16426,23688.12171,31184.22208
15:0 Cholesteryl ester,-0.11783506,6.058950486,0.604861291,0.436729211,0.999096367,628.5689 -> 369.1,CE,6866.57715,7458.700526,4329.180313,6914.42049,7198.460526,6615.440472,6201.660389,6368.84045,5247.240398,8313.380596,7986.580544,8538.480614,8206.940578,8001.640533,6358.580463
15:1 Campesteryl ester_simulated,-0.041300696,8.651930604,0.07458719,0.784771308,0.999096367,640.6002 -> 369.1,CE,44834.43311,46215.31991,4791.720337,46298.48322,40398.50281,30096.98207,28780.92204,39349.72284,23488.3216,64389.94441,67876.54451,70385.7451,74241.32518,26771.04184,34220.98251
15:1 Cholesteryl ester,0.04473603,5.651017153,0.087071757,0.767933349,0.999096367,626.5532 -> 369.1,CE,5349.57038,5205.79704,4445.060314,5225.940357,5043.880341,5722.060417,5141.660374,5181.820362,5468.420395,5095.260368,5433.300407,5437.000416,5382.800385,4572.700321,5627.360378
16:0 Campesteryl ester,0.176839691,7.347018263,1.365254549,0.242628894,0.999096367,656.6002 -> 369.1,CE,19075.59471,16996.36121,3935.880276,15895.52106,23152.02163,20402.28144,23185.20181,25122.64174,21172.5815,12250.58092,11567.82085,13605.04099,11656.40084,14702.10111,23719.54165
16:0 Cholesteryl ester,-0.100759478,8.455635243,0.443817732,0.505285531,0.999096367,642.5845 -> 369.1,CE,38168.02934,41008.40619,5354.300404,43421.76309,33862.16269,29348.34193,26461.34171,35549.74258,24363.08183,54580.98366,54741.7439,58611.48402,60182.58406,24538.12184,29397.26187
16:1 Cholesteryl ester,-0.033649289,8.621129674,0.0495108,0.823916714,0.999096367,640.5689 -> 369.1,CE,43996.23979,45088.50651,4794.02034,44633.92332,37547.64257,30637.22199,27423.24193,39548.54295,23402.14166,65534.44449,67112.02474,63459.58433,74125.42549,26717.322,34366.96233
16:2 Campesteryl ester,0.105955083,5.981547286,0.488978449,0.484383349,0.999096367,652.5689 -> 369.1,CE,7085.010499,6605.610472,3480.100262,7025.580524,7311.480545,6100.640415,6765.820511,6250.440422,5772.860413,7346.520496,7953.480541,6982.700527,7607.260506,5927.780445,7099.160477
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.033483303,6.17958439,0.048870785,0.825039972,0.999096367,638.5532 -> 369.1,CE,7811.793867,8024.310568,3482.360252,8145.500557,7128.880444,6533.960438,6974.680504,8026.080593,6462.180443,9097.680637,9909.640636,10350.38071,9361.520672,5992.260468,7033.860504
16:3 Campesteryl ester,0.049497695,5.309957767,0.106430522,0.744245117,0.999096367,650.5532 -> 369.1,CE,4223.706965,4094.896963,3594.020233,3976.460278,4380.260303,3808.360294,4276.380299,4158.620319,4097.680279,3926.180275,4258.060303,4675.820343,4253.520317,4023.940269,4076.34029
16:3 Cholesteryl ester,0.049547456,5.670204829,0.106827279,0.743785556,0.999096367,636.5376 -> 369.1,CE,5540.973717,5373.133727,3422.700241,5536.84042,5128.900364,5665.400417,4460.240311,4817.900341,5200.960369,6111.180431,6267.360428,5667.820412,6020.640408,4439.660339,6167.740425
16:3 Stigmasteryl ester,0.147639766,6.346806166,0.950181498,0.329673103,0.999096367,662.5532 -> 369.1,CE,9379.140657,8501.910604,3318.820236,8508.980591,8394.620544,7658.94054,7810.140553,7848.160576,8695.320656,9568.060722,10968.60085,10893.86071,10985.94071,6533.460484,9420.220638
17:0 Campesteryl ester_simulated,0.028300621,7.162034902,0.03497961,0.851638391,0.999096367,670.6002 -> 369.1,CE,16043.50442,15771.9278,4094.140312,13472.92096,15239.94101,14040.941,12035.78084,16735.80114,13864.6009,17431.88129,18785.38125,20331.94145,20643.98137,12618.08098,15691.34114
17:0 Cholesteryl ester,0.219638841,7.316618316,2.105273546,0.14679209,0.999096367,656.5845 -> 369.1,CE,18925.42472,16370.37782,4054.4203,15402.94111,23168.4816,19214.7014,22660.14169,23598.7817,20177.9616,11587.54078,12214.24083,14504.801,12009.10089,13913.50094,23322.62168
17:1 Campesteryl ester_simulated,-0.078714222,10.06615892,0.271017383,0.602650119,0.999096367,668.5845 -> 369.1,CE,118892.5486,125643.5756,4946.64035,122228.368,88478.96606,81788.30565,71380.90541,103760.1471,51417.84376,188883.9342,193802.0944,196155.9343,228488.6568,61044.76413,79786.82527
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.029395403,8.184764166,0.037774584,0.845896477,0.999096367,654.5845 -> 369.1,CE,32063.27225,32791.67235,8055.36055,32449.90221,29339.44205,25908.46192,23974.88169,29820.42223,20984.72147,41453.7229,43704.68304,45586.56327,48129.42338,21530.96155,26246.48187
18:0 Campesteryl ester,0.174522939,5.777507439,1.325125506,0.24967425,0.999096367,684.6315 -> 369.1,CE,6193.713775,5501.853724,4013.760277,5586.940418,6283.920464,5116.380356,5196.600372,5587.660381,5448.420357,5470.500381,6754.36047,6137.600441,7093.900547,5112.040367,6385.080441
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.010915294,7.158982807,0.005203538,0.942494033,0.999096367,670.6158 -> 369.1,CE,15796.49446,15973.63783,4017.220295,16311.72119,14526.30104,13597.40099,12957.42086,15364.46113,14051.56102,19341.90141,19515.02137,19478.88139,18814.06135,11747.46085,14914.60112
18:1 Campesteryl ester,0.099918322,5.963899876,0.434830366,0.50962823,0.999096367,682.6158 -> 369.1,CE,6972.710492,6523.097112,3707.020252,6373.220428,6832.820477,5480.480362,5620.340382,6666.380482,6704.000481,6878.100494,7425.580524,8380.28054,9033.360687,5360.120365,6220.1604
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.073603382,10.0629593,0.236969694,0.62640338,0.999096367,668.6002 -> 369.1,CE,118847.3384,125133.325,5071.400368,120096.6883,89867.68604,81146.14609,68830.32503,103378.7674,54242.10376,187038.7123,193078.9326,197397.6122,227680.1572,61742.02386,79384.82597
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.083054431,10.23589081,0.301732566,0.582798291,0.999096367,666.5845 -> 369.1,CE,133642.0263,141601.3433,4674.240337,134272.0492,103945.6279,91198.56641,77078.74538,122183.7284,64680.90433,210191.955,215577.6552,220808.896,253678.1993,70952.86497,86891.02579
18:3 Campesteryl ester,0.195139905,5.677525039,1.655885743,0.198159739,0.999096367,678.5845 -> 369.1,CE,5845.940408,5126.710352,3410.380241,4950.400345,6127.540443,4771.26033,5869.240395,5794.200386,4883.460361,5449.800388,5925.100399,5493.840374,6473.440464,4300.760288,5796.860386
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.040447736,8.068262117,0.071514566,0.789144206,0.999096367,664.5689 -> 369.1,CE,29871.30547,30762.43216,3657.100243,30857.60224,25138.60163,21644.24147,18284.82121,29155.98196,16599.00114,40278.50275,45897.10365,44620.50325,48941.9035,18017.7613,24366.40169
19:0 Campesteryl ester_simulated,0.093953014,6.656106632,0.385141862,0.534864164,0.999096367,698.6315 -> 369.1,CE,11465.29747,10770.44077,3746.020267,9328.940712,11221.94076,8157.880558,9127.840588,9590.980682,8652.460613,13551.28089,14947.00103,13953.82104,13530.801,10039.74072,11311.74081
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.070256995,5.806581782,0.214886757,0.642963882,0.999096367,684.6471 -> 369.1,CE,6126.930437,5856.773744,3868.360275,6144.560452,6470.360455,5244.000362,5508.660389,5314.18037,5963.800411,6650.24044,6154.620491,6746.200481,6867.820461,5041.460358,5796.320415
20:0 Campesteryl ester,0.057334381,5.630050793,0.143014866,0.705302034,0.999096367,712.6628 -> 369.1,CE,5371.757043,5182.983684,3578.880238,5320.64035,5284.980385,5196.740353,5498.140373,5074.260326,4911.100353,4795.200356,5593.520401,5770.420399,5303.240376,4940.64032,5639.560371
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.127391999,6.644119791,0.707956333,0.400123096,0.999096367,698.6471 -> 369.1,CE,11475.43746,10529.1574,4003.500278,9742.260643,9955.400707,8433.100616,8028.640572,9993.940655,10541.44072,13027.04095,15242.68099,13006.16087,13837.24092,8972.440662,11247.22083
20:1 Campesteryl ester,0.074888695,5.503102585,0.243847224,0.621441151,0.999096367,710.6471 -> 369.1,CE,4916.097017,4683.876984,3592.400272,4469.080299,4799.360325,4776.420326,4547.42033,4739.580322,4559.720333,4553.1003,5194.800373,4818.200344,4708.300312,4746.880314,5686.980427
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.15053491,6.054308994,0.987002744,0.320476035,0.999096367,696.6315 -> 369.1,CE,7581.227206,6853.890484,3552.840252,7120.060497,7371.060532,6152.060425,6824.480518,6712.000462,6606.88047,7873.340576,8174.260548,7869.280567,9397.420685,5396.600376,7113.260483
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.104411085,5.935300449,0.47475555,0.49080749,0.999096367,694.6158 -> 369.1,CE,6344.403777,6849.857157,3784.420261,7164.860519,6123.040401,6530.100441,5841.900394,5829.900372,5371.600391,8061.040588,7619.340546,8262.120632,6867.660484,5251.120388,6242.880447
20:3 Campesteryl ester,0.441730969,6.215548884,8.472864966,0.003604832,0.999096367,706.6158 -> 369.1,CE,9199.333989,6818.457133,4410.200329,8091.660522,8948.100628,6141.700409,7094.200493,6258.040447,8104.620583,6741.040447,9921.360683,7847.080544,8402.080578,5831.220428,12725.64097
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.053968167,7.977470294,0.127304136,0.721243744,0.999096367,692.6002 -> 369.1,CE,27933.30873,29029.77537,3588.280247,28595.84192,23836.60176,19390.18116,17737.94125,24924.58183,14241.58108,42135.30301,42759.9832,43450.22327,49302.24359,15682.52104,19721.50148
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.087784341,10.63267869,0.337090505,0.561513471,0.999096367,690.5845 -> 369.1,CE,175593.7792,186856.703,4706.500328,182873.7721,140941.9495,117316.2882,104884.1477,160970.6508,90704.30664,275925.9596,276425.2002,288027.8611,314468.5423,96025.68633,126138.5287
20:5 Cholesteryl ester,-0.031333909,8.987286007,0.042938329,0.835841439,0.999096367,688.5689 -> 369.1,CE,56927.36388,58262.02082,3792.240273,57043.98406,49544.44334,41650.20288,38633.02275,57081.06448,34431.10237,75609.26534,86287.10609,81913.26562,87332.38565,36274.34254,45336.12309
22:0 Campesteryl ester,-0.027457092,5.468524337,0.032777425,0.856331966,0.999096367,740.6941 -> 369.1,CE,4639.226983,4745.150337,3492.360237,5067.480339,4491.660286,4390.640316,4564.060322,4584.540329,4545.720329,4720.040333,5080.620358,5078.440376,4445.220284,4629.760326,4708.080322
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.218681669,6.151826018,2.082376346,0.149008042,0.999096367,726.6784 -> 369.1,CE,8260.277237,7123.370487,4074.32029,6863.020489,7993.740528,5896.70042,7195.840527,6900.700485,7309.520508,8237.080563,9974.36071,8389.64053,8696.440582,6453.080433,8391.760567
22:0 Sitosteryl ester,-0.010304085,6.006197374,0.004625708,0.945775636,0.999096367,754.7097 -> 369.1,CE,6859.590494,6944.643826,4019.580276,7707.140545,7090.340519,6452.940437,7637.520554,7370.980515,6401.74044,6767.900494,5895.240417,6432.420456,6484.720455,6936.480507,7647.980576
22:1 Campesteryl ester,-0.123849581,6.164565856,0.668396333,0.413611278,0.999096367,738.6784 -> 369.1,CE,7460.18053,8162.793903,3471.680256,9521.56068,7650.700588,7391.440548,7446.340523,9140.600578,7385.480507,7213.640499,8105.760532,8324.440617,6493.760475,7385.080498,7679.040554
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.215854156,5.954428625,2.027744286,0.154449696,0.999096367,724.6628 -> 369.1,CE,7181.513854,6207.833772,3619.44025,6537.840466,6708.320515,6417.900486,6270.120411,5104.420349,5793.880394,5967.240425,8717.040646,7543.120544,7307.600544,5676.480362,8292.120613
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.108889002,5.363364965,0.515128797,0.472927028,0.999096367,750.6784 -> 369.1,CE,4500.970315,4192.470296,3420.900246,4315.740299,4927.440334,3516.140259,4271.26033,4686.420326,3827.580269,4245.860298,4669.180294,4622.540329,4480.300331,3768.120262,4830.060329
22:2 Campesteryl ester,0.080005495,5.513883848,0.278317233,0.597806289,0.999096367,736.6628 -> 369.1,CE,4968.180353,4711.020335,3619.600262,4701.260307,5131.260372,5008.080357,4759.820332,4573.940323,4767.940357,4866.060341,4795.320339,4551.10033,5458.920387,4565.680351,4895.820332
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.128238589,5.658266134,0.715362243,0.397669404,0.999096367,748.6628 -> 369.1,CE,5618.707068,5169.957021,3596.720264,4823.500332,5228.140366,4627.780323,4736.680321,4607.36031,5172.880367,5210.000351,6423.500492,7438.90052,5707.420399,4312.200291,6443.620464
22:3 Campesteryl ester,0.057042852,5.353374971,0.141378691,0.706914236,0.999096367,734.6471 -> 369.1,CE,4365.176975,4206.983637,3727.900276,4272.840305,4403.640312,3699.020264,4330.220287,4421.82032,4164.060291,4156.160301,4845.640354,4570.540337,4422.46032,4121.520298,4025.040283
22:3 Stigmasteryl ester,0.145933317,5.721341561,0.926550535,0.335760873,0.999096367,746.6471 -> 369.1,CE,5940.42708,5386.243716,3498.600246,4905.580326,5376.120392,4438.060329,4754.680328,5106.000374,4849.22036,5540.440426,7129.840462,7309.600464,7221.880508,5017.780376,6310.820431
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0.010168725,5.605928019,0.004498593,0.94652474,0.999096367,718.6158 -> 369.1,CE,5213.477037,5192.493699,3477.66024,4906.180321,5067.780369,4513.320332,4756.280354,5445.900387,4601.140335,5355.720352,6294.120441,6296.700462,5562.160366,4637.140339,4999.38036
22:5 Cholesteryl ester,0.014503518,7.250896676,0.009188134,0.923635929,0.999096367,716.6002 -> 369.1,CE,17051.6478,16933.08115,3931.620289,19037.68138,14938.8009,12354.18086,13235.94088,16528.36109,12388.64079,19738.70128,22651.38155,22881.72154,24392.48169,11057.84076,14702.64101
22:6 Cholesteryl ester,-0.045660223,9.248844621,0.091184377,0.762676831,0.999096367,714.5845 -> 369.1,CE,68010.51138,70333.63815,3815.980251,69757.10452,58912.12424,46097.20365,43045.26294,67814.86456,38416.52282,98306.20672,101762.8269,101711.8468,112099.4879,38314.60262,53826.84346
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.04523776,5.612777966,0.089029123,0.765415072,0.999096367,752.6941 -> 369.1,CE,5282.460353,5137.367039,3555.320255,4771.060345,5722.340374,4880.400326,5208.00034,4935.680355,5251.880348,5288.300396,4866.560345,5409.500389,5011.260345,5539.260426,5634.720367
3-hydroxyarachidonoylcarnitine,-0.151103643,7.136115454,0.996694962,0.318111554,0.999096367,464.3 -> 85.1,acy-carnitines,14769.33102,16352.91445,4740.300323,18900.28129,20019.54135,18827.96131,13295.12094,13730.46087,16632.34119,15255.00108,16173.08112,16719.8812,16028.84107,14683.90097,6467.060474
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.182629851,7.867751884,1.456813166,0.227437861,0.999096367,472.4 -> 85.1,acy-carnitines,24516.25494,27709.53857,4953.080349,32712.42233,34915.86235,31550.96212,23307.46165,25339.68176,26159.42163,25145.46184,26883.64162,24835.14164,26727.42173,26673.56174,9103.72065
"3-hydroxylinoleoylcarnitine,",-0.31006485,13.57639465,4.198683498,0.040455375,0.999096367,440.3 -> 85.1,acy-carnitines,1243860.373,1539512.261,4990.840343,3105043.997,2825908.24,2381420.292,1583886.542,945803.3878,946066.6304,1068018.4,985254.4478,1083015.317,1009527.168,653772.1713,112519.2077
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.162158865,8.152994213,1.148929665,0.28377332,0.999096367,414.3 -> 85.1,acy-carnitines,30103.55552,33597.05231,6445.960468,37721.36251,37647.42283,35352.68246,24599.56169,28323.34195,32064.30227,36300.82246,37812.76293,38530.26266,36626.36255,25353.8418,11870.92087
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.19707085,7.54322282,1.695618018,0.192862043,0.999096367,456.4 -> 85.1,acy-carnitines,19372.34139,22146.15825,5012.820366,26127.50193,26563.62183,24311.10186,19085.96129,20274.90139,21435.3217,21009.44141,21356.68155,21664.50146,20687.06148,19489.50146,7105.400494
C12:0,0.148182983,10.59228388,0.96024469,0.327125236,0.999096367,199.2 -> 199.2,FFA,181929.8391,164778.6786,24207.46178,178996.0124,174865.7128,138488.9114,143758.6901,123621.0094,171096.1717,194036.5321,206371.9534,211827.4758,214525.4341,141702.1303,180961.0727
C12:1,0.147652736,9.820357031,0.953269794,0.328888394,0.999096367,197.2 -> 197.2,FFA,106239.1244,96273.16677,16754.88113,105797.5077,104219.4275,82608.54577,89272.78675,79991.42676,96161.00659,109776.5667,116186.8093,119509.4877,127193.3699,79955.46596,104401.3465
C14:0,0.074113119,12.86671654,0.240313708,0.62397963,0.999096367,227.3 -> 227.3,FFA,864729.4976,824488.5769,60444.38452,865004.8176,806083.8527,699973.4722,673162.1794,623024.7479,822475.625,941936.6582,993640.9647,1146028.758,1063062.944,670963.0077,829951.4193
C14:1,0.218291593,11.3755159,2.082896525,0.148957282,0.999096367,225.2 -> 225.2,FFA,319432.9891,275606.403,45931.26303,284722.4202,334302.2444,255868.919,290478.8587,249820.5789,310049.5413,294405.9617,319925.2019,320915.2829,344278.6434,247905.2551,317563.4447
C15:0,0.029994098,13.65914608,0.039364656,0.842727985,0.999096367,241.3 -> 241.3,FFA,1480662.498,1455116.052,53257.42375,1652429.659,1427380.505,1165706.578,1161993.029,1017904.619,1370024.938,1724308.058,1749308.776,1927628.171,1781597.765,1242719.225,1393669.974
C15:1,0.095579302,13.33729066,0.399658211,0.527265824,0.999096367,239.3 -> 239.3,FFA,1208562.083,1135056.815,66221.46466,1313184.161,1252611.965,948204.6897,988591.5848,889112.4908,1143057.968,1308702.813,1377655.035,1426183.224,1375836.822,924953.5104,1113619.124
