lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
"PIo (38:5), PIp (38:4)",-0.087882862,3.807562111,0.402810314,0.525641451,0.999200575,888.5696 -> 611.5696,PI,1375.828101,1435.540101,1433.880096,1358.100082,1423.500095,1469.600113,1393.840107,1451.060097,1375.5401,1392.520103,1334.740101,1506.420109,1351.5201
"PIo (38:6), PIp (38:5)",-0.060204935,3.793689229,0.189038958,0.663717691,0.999200575,886.554 -> 609.554,PI,1384.680094,1417.9601,1341.460094,1432.960098,1387.360088,1470.8801,1397.500099,1512.260105,1282.080093,1392.660103,1359.240097,1281.040092,1497.220093
"PIo (40:1), PIp (40:0)",0.006521756,3.831619575,0.00222041,0.962416606,0.999200575,924.6635 -> 647.6635,PI,1459.664102,1426.760103,1341.940094,1545.120121,1575.240116,1446.140102,1357.500088,1365.260086,1477.120102,1341.780098,1346.160095,1435.500107,1542.30011
"PIo (40:2), PIp (40:1)",-0.01844908,3.844019389,0.017772813,0.89394449,0.999200575,922.6479 -> 645.6479,PI,1458.496101,1451.072101,1355.960098,1412.480099,1438.080097,1544.220112,1712.960121,1502.060097,1390.300087,1432.420105,1349.440098,1364.180092,1401.700104
"PIo (40:3), PIp (40:2)",0.124618596,4.093025013,0.814820152,0.366698998,0.999200575,920.6322 -> 643.6322,PI,1851.088129,1668.000124,1360.980095,1665.500118,1838.460121,1546.280125,1817.040123,1602.40012,1780.060139,1746.58012,1864.440128,1779.240139,1955.440132
"PIo (40:4), PIp (40:3)",0.053413917,3.850593426,0.148988663,0.699503707,0.999200575,918.6166 -> 641.6166,PI,1503.1161,1421.704098,1361.880085,1345.340096,1814.080116,1522.360107,1340.700096,1479.660088,1471.660103,1450.400105,1347.500095,1310.760094,1541.640091
"PIo (40:5), PIp (40:4)",0.0031207,4.251581234,5.13E-04,0.981937286,0.999200575,916.6009 -> 639.6009,PI,2003.264137,1961.320139,1359.160099,1888.260128,1990.000134,1885.080132,1730.780125,1742.360123,2246.260159,1985.260147,2243.380154,2305.640167,1805.900116
"PIo (40:6), PIp (40:5)",-0.126600856,5.882718508,0.856360679,0.354759138,0.999200575,914.5853 -> 637.5853,PI,6236.900428,6681.364468,1429.700108,6439.600471,6653.94038,7001.600433,6049.880402,6200.260448,6694.380486,6477.980499,6125.720463,7287.380489,5660.58041
PIo (40:7),0.002200272,3.769524755,2.52E-04,0.98732516,0.999200575,926.6792 -> 649.6792,PI,1391.660104,1363.968101,1321.520088,1408.840103,1364.080097,1489.820122,1437.960102,1303.94009,1463.940121,1255.08009,1343.620102,1362.160099,1348.7001
PIo (42:0),-0.038942445,3.800990002,0.079100984,0.778519446,0.999200575,954.7105 -> 677.7105,PI,1398.640102,1410.324098,1383.58012,1463.16011,1388.100105,1542.160095,1401.520107,1327.660095,1491.420109,1335.440094,1386.5201,1383.200096,1325.640087
PIo (42:1),0.021179581,3.960341391,0.023483532,0.878206354,0.999200575,952.6948 -> 675.6948,PI,1619.680109,1567.668114,1330.860092,1590.300114,1524.580097,1469.340111,1825.060123,1632.900112,1670.600105,1453.280109,1615.060112,1692.520123,1463.100105
PIo (42:2),-0.055856268,3.781824984,0.162679857,0.686701127,0.999200575,950.6792 -> 673.6792,PI,1376.688096,1404.8201,1320.920097,1409.400101,1361.500095,1547.100105,1434.020096,1366.520103,1398.000103,1346.500095,1340.740097,1354.580093,1349.180088
PIo (42:4),0.005186982,3.796497293,0.001403419,0.970116457,0.999200575,946.6479 -> 669.6479,PI,1421.108102,1390.296101,1333.860092,1368.920094,1414.600098,1397.3601,1335.620087,1404.66011,1447.560108,1367.680103,1426.200111,1412.860096,1481.560104
PIo (42:6),0.047112081,4.755423114,0.117620052,0.731630209,0.999200575,942.6166 -> 665.6166,PI,2950.016201,2807.600191,1347.44009,2773.300171,3187.360218,2404.66016,2934.28019,2910.260208,2864.940186,3347.880226,2591.280167,2601.900188,3172.220245
PIp (16:0),-0.034420428,3.985834558,0.062049602,0.803285305,0.999200575,574.3087 -> 297.3087,PI,1612.664114,1624.168117,1385.880085,1611.62011,1506.360088,1487.560104,1758.080132,1671.080112,1676.56012,1841.580151,1372.880104,1509.000107,1749.440128
PIp (18:0),-0.080230142,4.088732366,0.337720891,0.56114773,0.999200575,602.34 -> 325.34,PI,1708.328126,1774.540129,1454.580109,1777.040123,1548.700111,1748.780117,1851.18013,1697.720142,1694.860138,1800.440132,1630.760117,1848.720131,1816.140133
PIp (20:0),0.088964375,6.145819188,0.423442673,0.515224197,0.999200575,630.3713 -> 353.3713,PI,8102.472553,7489.172511,1384.160095,8329.340569,7651.220509,6483.560333,9687.060646,9116.58065,8575.380596,6851.400551,7330.780548,6664.98045,7267.920467
PIp (28:0),-0.020530333,3.764131368,0.021971229,0.882163662,0.999200575,756.4757 -> 479.4757,PI,1378.100098,1372.7321,1296.500095,1407.740093,1379.400097,1339.080105,1316.700096,1360.380093,1361.7001,1374.160107,1416.980099,1382.300102,1415.7201
PIp (30:1),-0.071274781,3.765045646,0.264807617,0.60683633,0.999200575,782.4914 -> 505.4914,PI,1357.3841,1400.7921,1271.240086,1443.100105,1404.520111,1317.280094,1406.060104,1430.100098,1297.900097,1393.180096,1368.040096,1420.300106,1310.400093
PIp (32:1),0.039977741,3.778770916,0.083332653,0.772830895,0.999200575,810.5227 -> 533.5227,PI,1420.948103,1356.932098,1316.260086,1367.2001,1416.240093,1380.680092,1380.460102,1397.360107,1497.360115,1344.160095,1447.160103,1295.260094,1363.5201
PIp (34:1),-0.039568208,3.762874845,0.081595199,0.775147174,0.999200575,838.554 -> 561.554,PI,1360.976098,1373.540095,1351.460094,1369.420101,1320.620094,1403.42009,1417.060104,1366.300091,1399.500103,1293.460087,1308.500088,1435.100105,1359.2001
PIp (34:4),-0.034243652,3.796219837,0.061163786,0.804665895,0.999200575,832.507 -> 555.507,PI,1399.936099,1408.132101,1347.040092,1488.880104,1454.94009,1297.2201,1336.520096,1599.720112,1503.600109,1335.740097,1307.060093,1319.10009,1397.560108
PIp (36:5),-0.095185011,3.911593583,0.473707193,0.491286612,0.999200575,858.5227 -> 581.5227,PI,1494.596104,1567.276109,1367.740093,1569.82011,1555.420105,1532.440102,1372.120094,1730.66011,1609.260105,1395.620102,1414.520096,1607.840118,1521.660118
PIp (38:6),0.027904172,4.297943634,0.041012863,0.839513094,0.999200575,884.5383 -> 607.5383,PI,2092.624143,2016.03614,1337.400105,2099.220135,1823.700123,2080.800144,2147.340141,2153.900169,2100.900131,2098.120136,2333.120171,1648.140114,2058.06015
PIp (40:6),-0.00607549,3.853027498,0.001927823,0.964978552,0.999200575,912.5696 -> 635.5696,PI,1475.884103,1455.472104,1355.380093,1562.800106,1534.3801,1448.600094,1390.640099,1440.240112,1476.620102,1417.400105,1440.760094,1408.320103,1537.020119
PIp (42:2),-0.0282198,3.746303242,0.04149312,0.838589035,0.999200575,948.6635 -> 671.6635,PI,1355.308096,1357.432098,1296.440086,1368.680099,1382.360092,1385.160091,1379.660107,1366.820099,1341.160088,1363.500103,1278.12009,1303.000095,1395.240101
PIp (42:4),-0.017350792,3.817211814,0.015713473,0.900243785,0.999200575,944.6322 -> 667.6322,PI,1439.964105,1430.9961,1271.220081,1535.920109,1355.240101,1440.680107,1418.420097,1422.120094,1520.440113,1382.140087,1518.440105,1374.120102,1387.280109
PIp (42:6),0.008862083,7.062439878,0.004213854,0.948242314,0.999200575,940.6009 -> 663.6009,PI,15024.55314,14695.98898,1441.100105,14715.06107,13901.80103,10631.02075,15206.88123,15497.58093,13222.36094,18998.60115,15949.32118,13637.68099,16842.40134
PS (12:0),0.047519952,4.898839547,0.119835237,0.729213257,0.999200575,456.1994 -> 271.1994,PS,2139.696152,2017.920144,1812.780136,1926.080143,2442.560158,2223.640152,1935.420135,1902.980129,2059.900143,1822.680134,2075.460163,2214.220161,2185.140163
PS (12:0),0.047519952,4.898839547,0.119835237,0.729213257,0.999200575,442.2202 -> 257.2202,PS,3254.94423,3093.104228,1536.500107,3157.120235,4029.580296,2615.200195,3423.560238,3705.180271,2680.620213,2729.380169,3168.780224,3258.64027,2972.18018
PS (14:0),-0.004576789,4.250373763,0.00110189,0.973519306,0.999200575,470.2515 -> 285.2515,PS,1948.40414,1919.144144,1765.940117,2080.160156,2237.720146,1869.320141,1947.420139,1999.140144,1711.620129,1872.940151,2054.960155,1774.16013,1790.300129
PS (14:1),0.180424149,6.504837047,1.742446207,0.186829174,0.999200575,468.2358 -> 283.2358,PS,10075.59673,8758.648628,6871.920479,15582.88117,12733.64104,6603.960484,17188.22116,6944.960445,7092.560478,7195.060501,6939.420471,7466.380543,6424.140499
PS (16:0),-0.075844635,4.28002666,0.302805528,0.582128929,0.999200575,498.2828 -> 313.2828,PS,1969.560138,2039.972144,1536.000111,2489.460175,2072.24015,1499.980106,1883.320133,2014.260132,2242.320152,1882.300133,1851.460133,2313.860172,1798.460121
PS (16:1),0.042309747,4.256164822,0.094226027,0.758871853,0.999200575,496.2671 -> 311.2671,PS,2041.880141,1945.07214,1317.060093,1598.180134,2188.540154,1995.180145,1691.660114,1765.860123,1886.280132,1981.660126,2269.420151,2384.480171,2173.500153
PS (18:0),-0.223129555,4.524322626,2.628358878,0.104970162,0.999200575,526.3141 -> 341.3141,PS,2264.776164,2593.036185,1330.76009,2492.300171,2493.70018,2582.400204,1852.540138,2597.120159,2265.920162,2402.140182,2516.98019,2891.220207,2194.74015
PS (18:1),-0.111918183,3.95378485,0.655485854,0.418158145,0.999200575,524.2984 -> 339.2984,PS,1538.544108,1631.824109,1332.200104,1485.660103,1759.120129,1574.500103,1394.220093,1849.420124,1541.480091,1511.440094,1471.760109,1738.100121,1526.140118
PS (18:2),0.147646201,4.310105017,1.147904285,0.283988286,0.999200575,522.2828 -> 337.2828,PS,2198.928151,1946.22814,1346.100094,1911.820145,2498.560165,2218.720158,2094.30014,1739.140118,2367.980167,1791.580128,2258.260162,2069.880154,1775.540119
PS (18:3),-0.145718295,5.084801429,1.128422568,0.288112058,0.999200575,520.2671 -> 335.2671,PS,3497.464251,3788.636253,1434.920101,3659.160244,3779.600254,4697.00029,3075.180233,3358.480236,4036.480316,3035.080208,4071.880287,4193.460289,2524.180164
PS (18:4),-0.051438167,3.898103995,0.138345743,0.709931137,0.999200575,518.2515 -> 333.2515,PS,1513.068114,1540.09211,1275.960083,1551.220104,1606.080128,1399.58009,1419.300098,1749.380119,1591.200123,1582.860126,1500.260117,1417.420109,1448.500107
PS (20:0),0.076594409,3.993847999,0.307303654,0.579339504,0.999200575,554.3454 -> 369.3454,PS,1693.560117,1576.772108,1340.320107,1516.820099,1671.560116,1538.000122,1546.280106,1440.960106,1679.620121,1891.860115,2051.500137,1496.2201,1518.840107
PS (20:1),-0.099176337,3.94390579,0.514629568,0.47314159,0.999200575,552.3297 -> 367.3297,PS,1531.256114,1610.628119,1359.520096,1590.960114,1778.480148,1437.180103,1462.380096,1651.080116,1468.320114,1692.400139,1570.140118,1681.520123,1376.960094
PS (20:2),-0.00701764,3.974586871,0.002578941,0.959498221,0.999200575,550.3141 -> 365.3141,PS,1621.536115,1599.824114,1343.060104,1580.300117,1779.620121,1512.180107,1489.400105,1464.760098,1625.080128,1850.440136,1794.640121,1591.440113,1418.940098
PS (20:3),-0.04994315,4.117220121,0.13092532,0.717474558,0.999200575,548.2984 -> 363.2984,PS,1752.76412,1780.352126,1575.880112,1649.600109,2015.900135,1854.380146,1737.260117,1857.30014,1742.200115,1787.56012,1822.500126,1752.920113,1445.96011
PS (20:4),-0.094235741,3.939575917,0.464536003,0.495511661,0.999200575,546.2828 -> 361.2828,PS,1520.404105,1595.772112,1421.000095,1751.660126,1452.320095,1439.720097,1616.740112,1659.460114,1422.000111,1650.90012,1429.44009,1477.120106,1681.520119
PS (20:5),-0.073867833,3.940056229,0.285528591,0.593100267,0.999200575,544.2671 -> 359.2671,PS,1548.14011,1599.224109,1297.980091,1458.160099,1836.400127,1410.120106,1310.080097,1887.920113,1906.820137,1601.280106,1419.920101,1638.640121,1267.480087
PS (22:0),-0.010580944,3.898566466,0.005853686,0.939013847,0.999200575,582.3767 -> 397.3767,PS,1530.000109,1514.472108,1318.840092,1662.380127,1610.24012,1365.980091,1598.400112,1549.440105,1265.340092,1554.560112,1642.180111,1440.000107,1533.840111
PS (22:1),0.024326902,3.93757677,0.030963165,0.860322592,0.999200575,580.361 -> 395.361,PS,1587.712114,1532.172105,1387.740089,1401.680115,1623.260117,1534.280106,1507.660107,1773.92012,1602.740116,1407.080086,1658.700115,1543.900101,1546.200115
PS (22:2),0.023552674,4.409940106,0.029264183,0.864170476,0.999200575,578.3454 -> 393.3454,PS,2253.336168,2177.920155,1494.620094,2155.620163,2407.680172,1798.140133,1982.640141,2160.420147,2601.140202,2371.620144,2053.380161,2403.800186,2221.840164
PS (22:4),0.101299134,4.150579178,0.539060206,0.462822469,0.999200575,574.3141 -> 389.3141,PS,1922.820134,1760.560128,1325.980091,1885.580132,1861.000118,1606.080116,2004.240147,1625.740108,1784.920116,1765.540138,2143.360161,1919.860146,1820.580128
PS (22:6),-0.104791891,4.267564814,0.577790923,0.447179514,0.999200575,570.2828 -> 385.2828,PS,1918.524132,2027.528139,1633.160126,2390.720173,1897.340141,1766.12011,2395.020153,2159.340168,1653.680115,1624.080116,1869.960125,2197.380131,1776.620125
PS (22:7),0.147840832,4.734558811,1.157490111,0.281986678,0.999200575,568.3246 -> 383.3246,PS,3003.352206,2663.848198,1379.480091,2312.240181,3038.760216,2039.320156,2747.900181,2416.120163,3629.540249,3385.080235,2928.5802,3166.480255,2671.980183
PS (24:0),0.061854504,4.016544991,0.200409844,0.654390235,0.999200575,624.3872 -> 439.3872,PS,1682.372124,1583.000114,1599.500111,1496.740105,1644.900131,1546.780109,1812.760151,1538.180119,1886.800137,1652.320126,1553.520111,1680.980114,1513.880089
PS (26:0),-0.040230932,3.918137556,0.084585382,0.77117701,0.999200575,652.4185 -> 467.4185,PS,1491.572107,1505.956109,1716.100128,1343.600094,1519.7201,1579.760117,1574.240116,1585.960125,1317.000092,1539.460098,1539.200115,1481.000111,1507.700111
PS (26:1),0.014336902,3.827348857,0.010722684,0.917526155,0.999200575,650.4029 -> 465.4029,PS,1429.604104,1389.780095,1596.400097,1364.720097,1405.220104,1411.28009,1301.960091,1324.160091,1366.680099,1483.8601,1569.680119,1364.880096,1504.480106
PS (28:0),0.219601966,10.704524,2.592141268,0.107395058,0.999200575,680.4498 -> 495.4498,PS,203016.5092,171578.5129,4254.940289,174745.772,187929.2313,107971.5482,198592.3515,195533.6353,179033.1536,213027.5746,230800.6758,166614.0343,218727.1337
PS (28:1),-0.019905241,3.880952471,0.02070628,0.885581988,0.999200575,678.4342 -> 493.4342,PS,1499.992107,1493.264105,1361.260094,1483.760109,1408.260098,1413.200108,1414.920109,1407.240089,1395.400101,1456.300102,1687.440113,1705.820118,1593.940113
PS (28:2),0.19658858,4.285164675,2.033684502,0.153847241,0.999200575,676.4185 -> 491.4185,PS,2199.312157,1884.880134,1288.600094,2074.720161,2055.420139,1713.900112,1781.760136,1876.400131,2060.400143,1883.280125,2560.680195,1876.10014,2538.300175
PS (30:0),0.007058079,3.743501919,0.002595767,0.959366421,0.999200575,708.4811 -> 523.4811,PS,1374.188098,1342.544098,1255.220093,1277.480095,1294.140095,1334.900101,1331.62009,1387.400105,1526.000111,1296.700092,1366.220104,1416.240097,1352.960091
PS (30:1),-0.070628655,3.747653099,0.259832257,0.61023542,0.999200575,706.4655 -> 521.4655,PS,1325.772095,1367.296103,1396.220093,1414.680103,1359.900097,1311.840103,1354.480106,1433.440105,1272.080093,1334.640099,1383.560101,1341.880104,1258.840076
PS (30:2),-0.076790924,3.76102393,0.307298475,0.5793427,0.999200575,704.4498 -> 519.4498,PS,1344.344094,1391.500103,1329.000084,1453.520115,1364.840099,1488.720116,1307.92009,1443.360092,1405.260105,1257.400093,1365.540081,1314.500099,1278.160095
PS (30:3),-0.059262667,3.769104265,0.183086507,0.668734054,0.999200575,702.4342 -> 517.4342,PS,1365.488103,1397.0241,1290.580093,1285.100098,1426.040108,1323.420082,1314.340088,1549.360115,1543.760128,1408.580105,1264.940094,1418.660103,1278.3601
PS (30:4),0.004317281,3.774501209,9.71E-04,0.975135315,0.999200575,700.4185 -> 515.4185,PS,1384.072099,1355.020096,1445.700092,1446.580105,1464.140102,1330.180088,1273.680088,1403.340107,1490.100101,1309.28009,1307.060093,1285.720089,1385.380108
PS (32:0),-0.026504158,3.821919997,0.036652644,0.848173989,0.999200575,736.5124 -> 551.5124,PS,1418.948102,1418.744101,1461.120098,1355.900093,1461.46011,1496.400108,1371.960098,1351.520096,1452.500103,1499.300106,1445.960098,1390.600101,1362.8601
PS (32:1),-0.07473434,3.839462273,0.29143892,0.589299909,0.999200575,734.4968 -> 549.4968,PS,1402.752099,1450.504102,1559.500114,1286.400085,1336.320095,1581.440102,1380.500095,1300.740089,1432.500103,1659.000137,1444.5401,1424.940098,1419.900101
PS (32:2),0.038658972,4.295801759,0.078707024,0.779057318,0.999200575,732.4811 -> 547.4811,PS,2084.888151,1996.380145,1420.080105,2747.360188,2227.060173,2054.540154,2785.700195,1736.660126,1607.440109,1847.80014,1709.800129,1595.540119,2094.440147
PS (32:3),0.019447112,3.769909948,0.019716515,0.888331705,0.999200575,730.4655 -> 545.4655,PS,1403.784105,1359.336095,1293.520088,1304.740093,1409.640102,1495.3601,1414.720104,1313.380089,1481.560112,1318.860096,1358.080109,1364.340099,1354.920097
PS (32:4),-0.012503444,3.774896931,0.008152379,0.928056347,0.999200575,728.4498 -> 543.4498,PS,1398.804099,1384.936099,1249.160088,1352.680103,1485.640099,1496.280109,1359.12011,1379.42009,1381.140095,1325.760094,1345.780094,1370.5401,1422.340096
PS (32:5),-0.110444039,3.775824906,0.635785234,0.425241159,0.999200575,726.4342 -> 541.4342,PS,1342.064098,1422.492103,1341.940094,1341.760101,1411.760098,1355.340099,1267.900093,1388.180107,1315.260101,1446.26009,1373.120098,1580.920116,1342.280102
PS (34:0),-0.037188012,3.834918466,0.072100529,0.78830261,0.999200575,764.5437 -> 579.5437,PS,1377.820097,1388.8201,1897.760132,1438.820095,1396.340103,1312.340107,1297.58009,1428.000092,1371.240097,1392.940105,1336.320087,1372.000099,1487.620106
PS (34:1),-0.0701711,3.988130981,0.257279594,0.6119953,0.999200575,762.5281 -> 577.5281,PS,1469.360101,1514.448102,2517.86018,1448.400105,1445.180099,1418.62009,1394.420101,1659.380112,1389.580097,1473.260098,1674.020111,1572.580105,1443.600098
PS (34:2),-0.011976485,3.735128326,0.007469763,0.931126354,0.999200575,760.5124 -> 575.5124,PS,1341.27209,1327.984099,1386.380089,1339.400101,1294.240078,1323.420101,1266.260094,1330.580101,1397.360088,1286.500088,1346.000095,1360.020103,1402.500095
PS (34:3),-0.029944469,3.943673288,0.046915321,0.828520515,0.999200575,758.4968 -> 573.4968,PS,1559.460112,1562.612117,1441.680119,1617.720119,1710.500122,1422.480099,1322.200092,1560.480129,1514.840107,1339.220097,1610.440113,1873.160141,1639.320126
PS (34:4),0.144791538,5.559181677,1.117110447,0.290541501,0.999200575,756.4811 -> 571.4811,PS,4959.276326,4415.836303,5349.820438,4722.920277,4673.720345,2974.300213,5004.040302,4575.120365,4935.880299,5932.040367,5054.500328,3874.800293,5128.240356
PS (34:5),0.076958195,4.256946449,0.311391796,0.576827377,0.999200575,754.4655 -> 569.4655,PS,1969.740137,1835.716129,2130.980148,1637.74012,1997.520138,1529.880104,2055.200153,1775.740131,1984.520145,2349.520168,1994.440132,1885.700123,1817.020119
PS (34:6),0.021510071,3.711100278,0.02408264,0.876674823,0.999200575,752.4498 -> 567.4498,PS,1335.524094,1292.176091,1353.840099,1377.940102,1389.960102,1288.100101,1366.540092,1339.800087,1331.200096,1237.140083,1292.200092,1217.900082,1297.720089
PS (36:0),-0.051423295,3.966589395,0.138204251,0.710072796,0.999200575,792.575 -> 607.575,PS,1489.364103,1516.608113,2191.180145,1477.8601,1491.860111,1322.840096,1505.820091,1618.440125,1461.400112,1596.320114,1472.500099,1567.580132,1515.240101
PS (36:1),0.096006256,4.751042021,0.484968316,0.48618045,0.999200575,790.5594 -> 605.5594,PS,2055.200141,1888.548135,9176.280666,2346.980156,2150.320141,1680.160126,1817.040127,1754.940117,2268.340137,1603.720123,1891.540146,2056.940151,2148.760155
PS (36:2),0.090642782,4.070224903,0.429670439,0.512150703,0.999200575,788.5437 -> 603.5437,PS,1605.852114,1481.724102,2984.440231,1530.040104,1744.480118,1334.020088,1661.040127,1437.020092,1564.740101,1614.160118,1555.580112,1493.380108,1503.420113
PS (36:3),0.010584409,3.794412782,0.005839915,0.939085485,0.999200575,786.5281 -> 601.5281,PS,1394.256101,1358.704092,1570.040108,1353.160084,1433.960102,1379.460102,1384.040096,1374.380104,1446.7201,1307.340084,1388.780106,1379.180084,1317.780102
PS (36:4),-0.00111396,3.82901139,6.48E-05,0.993578985,0.999200575,784.5124 -> 599.5124,PS,1443.504102,1419.032102,1420.880104,1600.160114,1450.340103,1382.080093,1470.220097,1452.220116,1335.100098,1299.660091,1445.380108,1361.040096,1516.480106
PS (36:5),0.0334048,3.802260767,0.058205949,0.809354314,0.999200575,782.4968 -> 597.4968,PS,1435.456102,1376.956097,1386.300087,1359.420094,1447.160103,1369.280094,1387.320099,1382.520096,1392.600109,1354.780094,1536.860104,1418.780106,1413.340096
PS (36:6),-0.101998403,3.82726803,0.542834782,0.46126027,0.999200575,780.4811 -> 595.4811,PS,1390.9361,1466.040104,1427.520107,1401.120102,1605.920113,1382.780098,1354.520088,1616.480106,1341.8801,1495.660103,1306.060101,1434.16011,1346.300098
PS (36:7),-0.015289784,4.857084009,0.012390798,0.911367384,0.999200575,778.4655 -> 593.4655,PS,2915.964206,2893.748204,3041.320217,3056.460228,3166.52021,2887.780186,2842.080196,3065.000233,2943.040211,2789.940182,2807.400208,2669.560192,2820.780205
PS (36:8),0.085050642,5.116569046,0.384330253,0.535294821,0.999200575,776.4498 -> 591.4498,PS,3635.116256,3368.008233,3424.880241,4358.22028,3844.340275,3635.84026,5126.000332,3092.200218,2989.120201,2971.700211,3286.340256,2782.080196,2929.780216
PS (38:0),0.044183731,3.905559855,0.102055379,0.749376903,0.999200575,820.6063 -> 635.6063,PS,1553.324107,1479.452107,1439.380096,1556.440117,1707.780117,1545.74012,1746.040134,1345.900097,1335.580093,1545.720108,1580.500099,1403.460094,1396.720093
PS (38:1),0.00137429,3.832858575,9.85E-05,0.992079416,0.999200575,818.5907 -> 633.5907,PS,1433.372102,1406.540098,1558.680115,1378.780087,1381.620106,1359.860092,1436.260098,1460.900108,1546.96011,1455.760109,1402.7201,1377.400093,1399.300098
PS (38:2),-0.044431798,3.827636269,0.102974919,0.748288407,0.999200575,816.575 -> 631.575,PS,1397.068097,1414.436099,1630.320126,1402.420094,1343.000099,1436.7001,1320.700085,1406.900097,1359.300095,1416.640102,1543.580105,1409.520103,1418.760101
PS (38:3),0.038405179,4.025641921,0.077021594,0.781374982,0.999200575,814.5594 -> 629.5594,PS,1491.852105,1427.056101,3217.4202,1464.260109,1538.620113,1268.380081,1432.160091,1525.400108,1620.560116,1462.3601,1425.000111,1414.880108,1442.920094
PS (38:4),-0.02721723,4.194557741,0.03881737,0.843810915,0.999200575,812.5437 -> 627.5437,PS,1650.124118,1651.440117,3532.240185,1775.520111,1647.480122,1443.380116,1474.400105,1711.960121,1780.300121,1700.90012,1810.720127,1625.440117,1537.720116
PS (38:5),-0.002899963,3.855272935,4.39E-04,0.98328197,0.999200575,810.5281 -> 625.5281,PS,1462.360101,1438.340102,1508.660099,1402.900105,1423.760094,1526.000114,1455.620106,1445.780102,1486.900112,1379.640095,1500.260098,1437.380096,1445.260098
PS (38:6),-0.063002024,3.846806341,0.207204971,0.648966995,0.999200575,808.5124 -> 623.5124,PS,1426.632098,1463.912106,1471.440102,1572.300114,1434.740097,1372.960094,1442.660103,1613.860123,1444.560089,1386.780098,1413.660095,1373.660103,1397.540104
PS (38:7),0.011947183,3.893837065,0.007458261,0.931179269,0.999200575,806.4968 -> 621.4968,PS,1508.876106,1470.000107,1556.140121,1425.300095,1448.680103,1360.080109,1532.400112,1578.340115,1545.840111,1506.420109,1527.180103,1479.860107,1490.280102
PS (38:8),-0.092442541,3.83930454,0.445619807,0.504422412,0.999200575,804.4811 -> 619.4811,PS,1366.748096,1431.204099,1803.840149,1416.060101,1446.320107,1417.780094,1318.040089,1343.840092,1382.380093,1625.500114,1367.3601,1352.840092,1319.640091
PS (38:9),0.035228808,3.826839239,0.064749074,0.799141443,0.999200575,802.4655 -> 617.4655,PS,1445.620103,1385.748096,1537.040123,1455.660095,1512.860092,1377.880093,1452.380104,1394.360096,1340.560097,1359.840099,1376.200104,1341.000095,1546.100117
PS (40:0),0.088584985,5.000354242,0.416842231,0.51851693,0.999200575,848.6376 -> 663.6376,PS,3578.140266,3308.452242,1324.820091,3199.440239,3538.860245,2609.600212,3947.040279,3635.880291,2931.66024,3591.260223,3823.420284,3506.080242,3649.72028
PS (40:1),-0.016821764,3.868353708,0.014781024,0.903233843,0.999200575,846.622 -> 661.622,PS,1476.93611,1467.820105,1445.620117,1465.780102,1470.680096,1398.900101,1475.06012,1457.46011,1403.760098,1438.700096,1427.640099,1578.260117,1607.540138
PS (40:2),-0.030273551,4.281369397,0.048255892,0.826126427,0.999200575,844.6063 -> 659.6063,PS,2016.868145,2021.548146,1416.840099,1849.760136,2052.700157,1984.620148,1921.800133,2216.980148,1912.380123,1837.80014,2127.740162,2218.580158,2069.72015
PS (40:3),0.040316712,3.884055967,0.08489107,0.770775452,0.999200575,842.5907 -> 657.5907,PS,1500.564104,1432.1841,1659.520134,1332.000092,1597.620113,1434.740112,1401.340096,1377.040104,1415.980095,1440.000095,1596.780113,1577.140099,1491.100101
PS (40:4),0.008045664,3.990914383,0.003385999,0.953597811,0.999200575,840.575 -> 655.575,PS,1563.608112,1526.800108,2085.72015,1617.600113,1685.000118,1427.340107,1480.260098,1705.020123,1595.20013,1411.8801,1550.340111,1472.160099,1507.240105
PS (40:5),0.081456835,4.272167405,0.34830834,0.555072304,0.999200575,838.5594 -> 653.5594,PS,1847.604126,1713.732118,3388.120216,1677.420116,1730.080128,1759.080112,1847.020119,1615.260117,1579.600109,1720.080124,2333.460152,1796.820122,1747.860123
PS (40:7),0.057109208,3.903180323,0.170473329,0.679691487,0.999200575,834.5281 -> 649.5281,PS,1553.22411,1466.472099,1472.46011,1430.620094,1491.900105,1489.060101,1580.220119,1382.340092,1578.920109,1595.080105,1532.080109,1435.260105,1583.000111
PS (40:8),-0.143166683,3.891808731,1.07084946,0.300753652,0.999200575,832.5124 -> 647.5124,PS,1442.292107,1564.716116,1407.780102,1829.880138,1477.340107,1472.580112,1367.800102,1502.920113,1430.700108,1514.840103,1422.30011,1503.360111,1513.32011
PS (40:9),0.007342994,3.836221519,0.002814785,0.957688448,0.999200575,830.4968 -> 645.4968,PS,1459.532104,1425.728106,1396.020107,1372.380093,1523.440098,1377.420105,1354.000103,1535.360115,1338.3801,1479.380119,1629.980114,1364.100098,1451.860107
PS (42:0),-0.050576146,3.766913547,0.133323326,0.715010883,0.999200575,876.6689 -> 691.6689,PS,1360.708097,1384.084095,1345.900093,1393.8801,1366.820095,1329.62009,1337.540096,1427.740097,1330.540108,1332.340092,1336.540092,1436.840096,1432.100094
