class and lipid,type,lipid,fold change-1hr,fold change-12hr,fold change-24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N4_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
PI > PI (32:0),PI,PI (32:0),1.047434736,1.027952499,1.032389857,3.161415953,3.180223425,3.136568411,3.126027479,3.163256846,3.122635249,3.220907951,3.183133156,3.177536531,3.15960933,3.156070409,3.159344607,3.171392955,3.173763035,3.1101923,3.12425639,3.13763261,3.126644363,3.208602601,3.191478992,3.140250306,3.149607062,3.115936558,3.170384974,3.122982214,3.127124277,3.143601824,3.109342299,3.117211649,3.1226287,3.184072222,3.159843833,3.131278568,3.139753213
PI > PI (32:1),PI,PI (32:1),1.039126469,1.005505927,1.015619418,3.161218249,3.170073901,3.202390254,3.130642521,3.145215088,3.17909776,3.178441688,3.179218505,3.149810122,3.205469657,3.19160752,3.176108663,3.144063369,3.178026817,3.143014834,3.130185794,3.135177224,3.171609489,3.170214794,3.128844996,3.1863969,3.175221829,3.205859135,3.135736774,3.123394282,3.172246741,3.150142189,3.152037509,3.170889257,3.13001198,3.162761531,3.172334363,3.167069128,3.161403971
PI > PI (32:2),PI,PI (32:2),0.975943902,0.963723895,1.03875597,3.151970185,3.172567939,3.149490109,3.154040365,3.13505632,3.150916041,3.106476506,3.159013473,3.159230243,3.13115015,3.18763354,3.136498637,3.138668962,3.161409966,3.133660272,3.159422836,3.125904,3.138675274,3.153808799,3.119414294,3.142821075,3.132874217,3.131580201,3.155700359,3.150129899,3.124582499,3.150068419,3.112055109,3.160636605,3.162743618,3.166915384,3.154807308,3.132163627,3.129006373
PI > PI (32:3),PI,PI (32:3),1.00303386,1.030506316,1.005801607,3.154399656,3.127227969,3.160114262,3.137417445,3.135495238,3.136073427,3.143994795,3.140432648,3.149496261,3.150056126,3.131894451,3.13627022,3.161386004,3.136536696,3.162038422,3.118912575,3.157221,3.152484068,3.140910129,3.161805104,3.163912416,3.140910126,3.123466186,3.117456939,3.143788999,3.137354141,3.157051628,3.140275465,3.157541413,3.160432544,3.124960482,3.142746045,3.111101168,3.118905966
PI > PI (32:4),PI,PI (32:4),1.013968614,1.027177991,0.971698326,3.124386862,3.124875786,3.164323136,3.120731858,3.134674282,3.120672653,3.139501306,3.150197513,3.143957379,3.143913732,3.131804693,3.124830175,3.126903837,3.148954179,3.126202895,3.138738386,3.119526444,3.138138454,3.141825923,3.157414486,3.16978611,3.129567479,3.125695949,3.177369131,3.158024606,3.146413368,3.174181994,3.135558812,3.141223978,3.134597835,3.135990874,3.165861369,3.1072575,3.141299263
PI > PI (32:5),PI,PI (32:5),0.965001785,1.002736172,0.995996134,3.140621186,3.155500036,3.14751559,3.14067145,3.141242799,3.137069162,3.122556656,3.141619104,3.118978619,3.126235368,3.129038636,3.134355666,3.136409822,3.142145372,3.149434696,3.147558878,3.123845141,3.12481063,3.142808568,3.175952296,3.149311536,3.118006685,3.104773848,3.169033423,3.123381204,3.12984454,3.158760439,3.130513913,3.134413035,3.12733164,3.132938177,3.135081774,3.129219289,3.133858155
PI > PI (34:0),PI,PI (34:0),1.039521423,0.885630127,0.955939227,3.16408509,3.168744939,3.244475076,3.188416617,3.146475365,3.208274732,3.180125906,3.214276805,3.215050382,3.180985613,3.206858274,3.186391251,3.218346441,3.247889867,3.195706004,3.214096461,3.141412175,3.162014498,3.166737917,3.165369016,3.177611554,3.130340232,3.192729127,3.161170309,3.183730979,3.178677757,3.167583175,3.175581418,3.201500936,3.137360471,3.15088536,3.150025383,3.136917098,3.144256572
PI > PI (34:1),PI,PI (34:1),1.266841256,0.894549737,1.126023574,3.530028026,3.477396249,3.574010452,3.484006445,3.331779475,3.542068206,3.599728128,3.658583746,3.645563771,3.474242522,3.647322349,3.403412277,3.415440835,3.370620429,3.434374096,3.291000153,3.313702777,3.400544928,3.477971671,3.391178704,3.40143504,3.356473347,3.379240269,3.283414345,3.208753018,3.351680406,3.331451624,3.356037372,3.427888438,3.385706376,3.352711105,3.33771879,3.370883046,3.340178327
PI > PI (34:2),PI,PI (34:2),1.041099976,0.960139544,1.000977654,3.312507429,3.309889843,3.296783651,3.266118789,3.217157474,3.26398624,3.25109291,3.422386299,3.314495053,3.217583982,3.301533514,3.184963875,3.210420222,3.186148019,3.209783045,3.138365892,3.194358946,3.187018482,3.250014825,3.167530033,3.197374331,3.131670014,3.191350424,3.174606361,3.230443845,3.188084405,3.183816316,3.232213197,3.257409788,3.220270294,3.191344836,3.148861702,3.190264478,3.172608799
PI > PI (34:3),PI,PI (34:3),1.125047877,0.923438409,0.899589649,3.191953798,3.144810782,3.238342254,3.311245151,3.171129462,3.267049667,3.244351385,3.360316956,3.223885179,3.225764049,3.174426201,3.243965236,3.285786804,3.296432657,3.270879085,3.203718106,3.279064385,3.200122452,3.161972633,3.241880076,3.182426099,3.191294513,3.255253231,3.241875096,3.247497031,3.253294408,3.185893336,3.223064841,3.232752257,3.179764322,3.141832192,3.167730782,3.168574116,3.220280756
PI > PI (34:4),PI,PI (34:4),1.103401705,0.939715484,1.11437506,4.020959304,3.975072303,3.966631651,4.034861811,3.943858444,4.03284595,3.875859658,4.035719469,4.07975272,4.101192887,4.062957865,4.016461736,4.107039644,3.985512726,4.105700243,4.005989158,4.039812174,3.979511069,3.910753523,4.098521234,4.082455784,3.991448517,4.092293891,3.77515884,4.062711344,4.024040506,3.894563084,4.057125786,4.133339622,3.990775622,4.071773082,4.035431373,3.914964824,4.065963458
PI > PI (34:5),PI,PI (34:5),1.104594649,0.950531253,1.095221305,3.455116041,3.436852548,3.425596197,3.432767351,3.467886234,3.537640337,3.417528192,3.470451682,3.53220387,3.463065433,3.438744845,3.467543023,3.505386097,3.481520054,3.400807317,3.461693601,3.439670554,3.315340502,3.345161952,3.528487361,3.502132053,3.447350347,3.424028569,3.27008232,3.412272373,3.459977219,3.431977803,3.528826783,3.542384722,3.391876858,3.423878042,3.467143257,3.309097649,3.587991456
PI > PI (34:6),PI,PI (34:6),0.987519073,1.02491417,1.020121995,3.141982546,3.152416811,3.138523766,3.143988555,3.14815212,3.113114095,3.168986336,3.150351144,3.13923034,3.123165403,3.112980185,3.130816078,3.134922641,3.157444711,3.10752204,3.136327337,3.105843898,3.152685787,3.149330015,3.149243784,3.155949114,3.120639759,3.14500365,3.165991778,3.131907275,3.113762945,3.136549384,3.116780394,3.133072466,3.134546864,3.155275324,3.169715602,3.141280445,3.11094646
PI > PI (36:0),PI,PI (36:0),0.895606363,0.940982933,1.009967934,3.245601524,3.208210204,3.189108378,3.207165654,3.242278016,3.220913171,3.12992827,3.177871136,3.164804793,3.156240165,3.220897506,3.206194235,3.187515111,3.217857569,3.167783905,3.149132887,3.160996476,3.197258529,3.154813388,3.159741628,3.19292414,3.115830131,3.165238415,3.131008844,3.151817122,3.179172505,3.174914202,3.145929487,3.138574278,3.173646584,3.135005398,3.127830206,3.146537351,3.228092272
PI > PI (36:1),PI,PI (36:1),1.094624207,0.80737487,0.989761394,3.569355206,3.481757871,3.698070981,3.619053693,3.364367141,3.556502737,3.556466566,3.745616566,3.664628845,3.407788505,3.700419888,3.449546307,3.43172395,3.544655836,3.430352481,3.351521917,3.455128227,3.392405009,3.469058785,3.315747931,3.396771081,3.387738575,3.546293396,3.246626618,3.429073696,3.340471911,3.39127397,3.381858462,3.432773763,3.344549482,3.447461961,3.33783053,3.424519064,3.338679593
PI > PI (36:2),PI,PI (36:2),1.167798401,0.877856625,0.995455178,3.800582399,3.800787192,3.829270342,3.828022839,3.53017923,3.794096132,3.742678039,4.097020514,3.813275371,3.587583047,3.921938165,3.70684919,3.718235915,3.779533027,3.648016373,3.627105642,3.726455012,3.688213333,3.730640212,3.75390467,3.673037539,3.515325366,3.789696351,3.431630723,3.641555434,3.548971397,3.55189142,3.58948271,3.690270556,3.579950454,3.633096652,3.465013876,3.582744994,3.616952115
PI > PI (36:3),PI,PI (36:3),1.131937176,1.046306939,1.058620165,3.542574011,3.530412346,3.60297325,3.548843777,3.377917943,3.576916986,3.61705702,3.734940605,3.55478952,3.330527439,3.614057367,3.527936533,3.58051674,3.551550053,3.507297163,3.417989577,3.494533074,3.627818376,3.529830618,3.560516392,3.606731695,3.498511825,3.625810297,3.39768982,3.38708717,3.466345589,3.387343572,3.509000821,3.489668882,3.542140502,3.498737771,3.5181822,3.468069559,3.427937082
PI > PI (36:4),PI,PI (36:4),1.013710346,1.016915395,0.948125418,3.815446271,3.939588169,3.913173622,3.876326434,3.749329681,3.89999115,3.927779853,3.911634836,3.847469033,3.733272744,3.869362024,3.908182545,3.786172005,3.89301903,3.885222118,3.798017755,3.842278432,3.89883706,3.808644407,3.810514816,3.916110623,3.897035198,3.864635692,3.573129347,3.721103008,3.861180654,3.841474627,3.877920518,3.738446024,3.839071879,3.755568491,3.720041851,3.7701109,3.818877534
PI > PI (36:5),PI,PI (36:5),1.020857682,1.009660356,1.043194237,3.163787339,3.19960713,3.175795868,3.185309819,3.164816675,3.171720636,3.202738935,3.240649104,3.171275872,3.142914835,3.147076277,3.159921972,3.191903549,3.138990732,3.166696498,3.170930281,3.144300188,3.127480626,3.197087526,3.161368034,3.186820805,3.172947226,3.139148383,3.143052321,3.148565669,3.155882388,3.153534417,3.167943249,3.153314784,3.159350624,3.180464262,3.150504721,3.213119168,3.141525057
PI > PI (36:6),PI,PI (36:6),1.01054643,0.973204073,1.007505046,3.117960345,3.127849622,3.14229562,3.107087835,3.117794818,3.133277006,3.111712739,3.144088306,3.107393183,3.137373133,3.123498869,3.140445225,3.165060269,3.170783756,3.127804319,3.182665719,3.148108888,3.132624681,3.15617348,3.144262801,3.145159128,3.105210363,3.126897356,3.139432002,3.119849532,3.140294331,3.135393497,3.131240044,3.110508935,3.143870079,3.147243386,3.134260033,3.136238487,3.122903679
PI > PI (36:7),PI,PI (36:7),0.972839597,0.969411466,1.001362779,3.158802629,3.142270579,3.14677902,3.119809985,3.153088937,3.129960466,3.138435366,3.142608468,3.127396425,3.122360102,3.179683929,3.130488189,3.153027883,3.131220785,3.165434299,3.124778048,3.131727741,3.139318577,3.125260024,3.147688719,3.143957385,3.109646062,3.13136202,3.112014849,3.147249577,3.152838541,3.121080344,3.115710371,3.128489766,3.111726171,3.154277896,3.127163161,3.108612402,3.135476163
PI > PI (36:8),PI,PI (36:8),1.01293269,1.006321896,0.978027987,3.200001901,3.157257284,3.150713501,3.160552587,3.144966325,3.167075039,3.182853893,3.179264497,3.149354645,3.163977923,3.152141551,3.143857607,3.139778398,3.162259672,3.129167683,3.153680777,3.130288757,3.162606251,3.136967792,3.171960383,3.148337338,3.136790337,3.178165151,3.155263173,3.131939327,3.164120807,3.148935679,3.162773467,3.15577318,3.137290831,3.128612519,3.139520207,3.135762192,3.168686039
PI > PI (38:0),PI,PI (38:0),1.009096743,1.009815562,0.970827028,3.160522584,3.198018956,3.159597301,3.179448406,3.14280857,3.152392345,3.156972974,3.16339996,3.16580801,3.217462916,3.154934994,3.18847853,3.159946016,3.167222817,3.176016004,3.149354647,3.145090727,3.152251672,3.167872435,3.154673492,3.241561455,3.143895024,3.185128376,3.192712411,3.162104213,3.143008582,3.18051585,3.158175497,3.137480743,3.177715403,3.148547161,3.17174988,3.157100027,3.135476164
PI > PI (38:1),PI,PI (38:1),1.00964913,0.964154553,0.979438774,3.172176629,3.196767403,3.147521774,3.169504005,3.135647801,3.149108243,3.201129396,3.17913226,3.183429325,3.126923293,3.14745374,3.141274167,3.171006447,3.162295533,3.166714253,3.13099599,3.141587752,3.14926226,3.149496265,3.120968599,3.148880199,3.104869371,3.171989618,3.154052549,3.213214871,3.136435199,3.143039824,3.123773294,3.128999917,3.157783076,3.144244107,3.161032446,3.1456066,3.138896121
PI > PI (38:2),PI,PI (38:2),1.196954855,0.885547561,0.952060234,3.30476191,3.311283329,3.328183852,3.20351701,3.204141728,3.381656509,3.312240878,3.433366575,3.370172506,3.236139093,3.493968057,3.392939558,3.272996669,3.281342525,3.27771924,3.215922981,3.284128344,3.209466789,3.213225503,3.353823975,3.335866961,3.256996637,3.388793701,3.227053324,3.204635435,3.315058873,3.287774896,3.295764988,3.251682042,3.217878609,3.226703022,3.289241053,3.316444275,3.28557984
PI > PI (38:3),PI,PI (38:3),1.067308069,0.928586711,0.870255115,3.827523087,3.889767718,3.891519648,3.843841759,3.734005727,3.867083142,3.878087312,3.99615256,3.856400208,3.70170269,4.125556116,4.017213735,3.89317346,3.977726379,3.975190956,3.889921069,3.952046217,3.918143647,3.866225916,3.987119058,3.976439886,4.006025987,4.130115632,3.742822531,3.796804635,4.000695209,3.888184023,4.016184832,3.896510818,3.876775397,3.77609219,3.896215304,3.96768651,3.877226197
PI > PI (38:4),PI,PI (38:4),0.890439115,1.015714708,0.899036593,4.435820195,4.534625355,4.492323394,4.457268037,4.320837734,4.34733824,4.515457921,4.511324997,4.398266166,4.153398993,4.553503428,4.575671802,4.541370813,4.678091742,4.580840424,4.546713661,4.597770224,4.566797534,4.54299043,4.573825107,4.622271265,4.607678893,4.596876961,4.300722438,4.490167597,4.635491617,4.577104244,4.649866234,4.480638976,4.514892164,4.430249609,4.527087053,4.583014387,4.49007234
PI > PI (38:5),PI,PI (38:5),0.832616369,0.96927716,0.966935913,4.154456257,4.14809963,4.205243383,4.173111676,4.00446844,3.991135689,4.133906651,4.181609268,4.017243781,3.94741121,4.105348736,4.191178753,4.124093892,4.247124492,4.188194233,4.083974671,4.208350007,4.1577269,4.185580711,4.10664369,4.127233155,4.066977842,4.19173768,3.860158294,4.047450912,4.091021576,4.026880426,4.132583721,4.04847679,4.139389159,4.033857863,3.957727006,4.082608772,4.027253389
PI > PI (38:6),PI,PI (38:6),0.987193124,0.985455905,0.956608754,3.439721047,3.432019566,3.36493731,3.476315649,3.313297659,3.363314862,3.422888491,3.458903659,3.417800436,3.345977232,3.369761203,3.310939618,3.296845043,3.388140322,3.410591696,3.342801564,3.362169489,3.370024338,3.314217075,3.324138385,3.428416703,3.266814785,3.324681606,3.234628657,3.260343362,3.392366302,3.331313934,3.388704984,3.347685141,3.31172423,3.281147067,3.316930213,3.283663024,3.27550027
PI > PI (38:7),PI,PI (38:7),0.91049387,1.0415557,0.950550423,3.269681054,3.403563201,3.465001964,3.337607028,3.453892972,3.267739495,3.394777308,3.45897914,3.311766601,3.296076992,3.316092045,3.379599208,3.280182162,3.383104151,3.305884267,3.291080147,3.24071398,3.410497198,3.433276902,3.320167097,3.283477658,3.343818109,3.4490277,3.394332617,3.388932066,3.349129853,3.353677806,3.363642092,3.254170928,3.395738676,3.328693518,3.36892998,3.486200906,3.285201655
PI > PI (38:8),PI,PI (38:8),1.011827948,1.014437438,1.028381094,3.125637418,3.171486603,3.152722451,3.166270253,3.185983904,3.170173703,3.167311461,3.169345243,3.124034494,3.194741866,3.16926878,3.1613261,3.156827719,3.158259968,3.135418932,3.135755839,3.195866494,3.159097788,3.154697826,3.151290187,3.162456897,3.11948027,3.126611916,3.156694525,3.156021895,3.142301875,3.135011762,3.119671534,3.150928314,3.14207023,3.191875627,3.131977786,3.14606602,3.127435286
PI > PI (38:9),PI,PI (38:9),1.01453959,0.976266202,0.99142799,3.170795483,3.188388473,3.147330018,3.116879954,3.14787414,3.129070901,3.215045092,3.173232932,3.153333098,3.128547914,3.195960537,3.206691011,3.133890066,3.176421227,3.18117452,3.125897494,3.172112355,3.142326916,3.185921639,3.159717578,3.149206823,3.143245982,3.204895622,3.174728364,3.142921088,3.178999988,3.173227106,3.124465125,3.192600934,3.156555241,3.14768872,3.123132698,3.186719109,3.153156095
PI > PI (40:0),PI,PI (40:0),1.031927233,0.978095278,1.014041421,3.158645928,3.176693094,3.187661735,3.188647326,3.133417578,3.177005246,3.220766905,3.162468846,3.172024684,3.178251588,3.158941194,3.208172555,3.192623228,3.222784111,3.162976435,3.231754978,3.171100183,3.185649825,3.18259156,3.174954848,3.167984545,3.22755768,3.18073934,3.214589587,3.211739789,3.133724112,3.145339419,3.164376682,3.155469677,3.178844658,3.131907271,3.182174924,3.243846352,3.178378331
PI > PI (40:1),PI,PI (40:1),1.027768221,0.960506899,0.972771035,3.143096058,3.116587852,3.14515913,3.121251195,3.133117213,3.150375723,3.138151093,3.145022311,3.140533212,3.14369542,3.149656301,3.160486569,3.146580738,3.155329991,3.168373751,3.148763048,3.139797287,3.149970042,3.136111525,3.141493701,3.124758499,3.122700737,3.176427017,3.157051632,3.126176912,3.115929905,3.206469695,3.183309744,3.135527032,3.161044437,3.139633578,3.133123603,3.158664013,3.153796612
PI > PI (40:10),PI,PI (40:10),0.887726469,0.991713907,0.882946233,3.187159628,3.300630292,3.196463622,3.194675294,3.377422853,3.165363083,3.253027717,3.24284943,3.182311944,3.182528804,3.215076854,3.251574989,3.163501313,3.23079625,3.188146357,3.226914266,3.179838959,3.20880673,3.292606054,3.20333758,3.173320353,3.18170645,3.184077909,3.519786036,3.275246873,3.16500087,3.262991871,3.236577596,3.188967869,3.226491671,3.188320915,3.157662262,3.368335271,3.254103197
PI > PI (40:2),PI,PI (40:2),0.947020256,1.030597121,0.897893883,3.220589241,3.206167223,3.21950597,3.170150225,3.25260552,3.176044961,3.178533828,3.193224838,3.237317517,3.164221986,3.13971544,3.243757173,3.224056323,3.192154735,3.209831266,3.220144744,3.179517351,3.19871209,3.31578151,3.204239429,3.221966896,3.171469049,3.227691384,3.410635567,3.157632054,3.201577389,3.245759385,3.286986131,3.207030868,3.212980899,3.216392921,3.209482873,3.217110059,3.21986212
PI > PI (40:3),PI,PI (40:3),1.003724725,0.925175166,1.009988646,3.134960841,3.216435139,3.181534935,3.143364623,3.21434044,3.157867627,3.145096946,3.210024106,3.207397396,3.17930473,3.248801835,3.18911962,3.150185226,3.225392028,3.230689024,3.2078013,3.156488611,3.177444177,3.191294511,3.152777442,3.170672372,3.195800083,3.188472899,3.126923293,3.156221974,3.170044546,3.181883623,3.149231462,3.143377116,3.144150631,3.18055597,3.15368078,3.179511604,3.179781544
PI > PI (40:4),PI,PI (40:4),1.050351045,1.055591443,0.905036408,3.475854194,3.50693238,3.405401039,3.459292986,3.387108545,3.400375665,3.539487635,3.498916795,3.397547261,3.498327127,3.468911283,3.393203072,3.472972843,3.484496329,3.535496688,3.368766513,3.472124321,3.461837575,3.49815063,3.423557175,3.552098546,3.457506488,3.484353974,3.357359246,3.392221991,3.441340045,3.41474949,3.506264174,3.463967636,3.290457594,3.331431371,3.423252461,3.419231906,3.382902776
PI > PI (40:5),PI,PI (40:5),0.998918255,1.101157657,0.936175534,3.69875109,3.681966292,3.685908292,3.668331896,3.623879625,3.593279449,3.764539294,3.735600523,3.685582349,3.543852115,3.639980304,3.662984394,3.588836239,3.726978133,3.812494925,3.794599598,3.780334631,3.740997121,3.752549361,3.668898222,3.82949292,3.72380202,3.693199179,3.606086754,3.572936658,3.725540885,3.649007583,3.857561677,3.628386915,3.662122952,3.57757455,3.67760881,3.73649693,3.679687696
PI > PI (40:6),PI,PI (40:6),0.952706506,0.913144417,1.011321541,3.438602494,3.587778325,3.58223617,3.493474816,3.401755445,3.4339202,3.480955053,3.580204008,3.557673215,3.330636981,3.543096649,3.546392149,3.484302717,3.598587018,3.495041797,3.544073039,3.52834586,3.518105803,3.470619237,3.500428632,3.530494281,3.414943315,3.496810719,3.354995369,3.326192463,3.502069185,3.409429285,3.463582484,3.367695056,3.453266377,3.370638936,3.389825033,3.558746994,3.424786964
PI > PI (40:7),PI,PI (40:7),0.894483496,0.963168665,0.936462657,3.265369809,3.346654171,3.32891351,3.257654612,3.209756252,3.263744955,3.176195508,3.287895772,3.252610371,3.185972585,3.263621897,3.230402965,3.224952421,3.226744243,3.211761126,3.259283243,3.188146361,3.209520406,3.280059126,3.236164301,3.183201517,3.209042964,3.284033512,3.296217538,3.211841126,3.221424705,3.179379449,3.243048006,3.217052096,3.205669851,3.229282457,3.189136476,3.224455396,3.19237789
