class and lipid,type,lipid,fold change_1hr,fold change_12hr,fold change_24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N4_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
TAG > TAG(50:3)_FA 18:2,TAG,TAG(50:3)_FA 18:2,1.010899562,0.975511127,0.945712952,3.05432959,3.116806946,3.087731768,3.160150305,3.118886149,3.083481152,3.080777987,3.148522482,3.11016534,3.176525371,3.102509201,3.1114709,3.123106525,3.132912593,3.123060728,3.095092631,3.162295537,3.097236511,3.062717358,3.132432633,3.128928919,3.036421313,3.066117147,3.071565404,3.090504973,3.130963873,3.167783905,3.122307675,3.088971999,3.077469681,3.067308997,3.060456108,3.151210477,3.053109217
TAG > TAG(50:4)_FA 18:2,TAG,TAG(50:4)_FA 18:2,1.016287096,1.019026993,0.988432093,3.107148921,3.098837504,3.064847213,3.090709429,3.062559453,3.091251833,3.093043293,3.152435155,3.082835652,3.076698713,3.067234599,3.134298295,3.0741726,3.05303235,3.068430809,3.06457781,3.083273255,3.103564306,3.067628745,3.161799117,3.060924398,3.03074544,3.043102838,3.051792905,3.033110018,3.080388385,3.111611986,3.084261643,3.058448831,3.054022903,3.019390524,3.078985801,3.085946733,3.071395944
TAG > TAG(52:0)_FA 18:2,TAG,TAG(52:0)_FA 18:2,0.997928003,0.968575107,1.003720895,3.009017265,3.014486966,3.054704987,3.033359443,3.051615553,3.050078035,3.056958213,3.02965161,3.032940965,3.029481209,3.137069161,3.040040353,3.022205627,2.994607494,3.013317666,3.02298071,2.997167905,3.070111813,3.029270149,3.011519725,3.010113337,3.036317464,3.015024292,3.046955387,3.069534942,3.038310154,3.024025707,2.992359111,3.050488051,3.013115453,3.022065307,3.045643723,3.04450059,3.016138808
TAG > TAG(52:0)_FA 20:0,TAG,TAG(52:0)_FA 20:0,0.956772108,1.028831642,1.094910146,3.05854752,3.079391134,3.093267578,3.069120292,3.07183051,3.076982537,3.040301661,3.088844591,3.037617733,3.070621494,3.105067176,3.102762937,3.021445695,3.064517916,3.063220766,3.02936757,3.093015253,3.065646959,3.06229615,3.068371448,3.117682221,3.058258988,3.048348594,3.087753062,3.110731116,3.121211773,3.090314529,3.079579197,3.143277203,3.1176226,3.080128451,3.19011873,3.121704286,3.111652291
TAG > TAG(52:0)_FA 20:4,TAG,TAG(52:0)_FA 20:4,0.972119451,1.018467243,0.998393429,3.033914097,3.063093093,3.020311579,3.029383807,3.045878238,3.047173614,3.034812916,3.036125681,3.037808856,3.016306149,3.05461309,3.040634011,3.019365606,3.030607848,3.03823858,3.018575721,3.017692661,3.076341864,3.031658899,3.057597679,3.036413321,3.028237707,3.077934513,3.019290834,3.036996006,3.002528932,3.045643719,3.022626326,3.041408508,3.037561971,3.017459102,3.027504568,3.038063558,3.033600683
TAG > TAG(52:1)_FA 18:2,TAG,TAG(52:1)_FA 18:2,1.01960619,0.984662297,0.996082361,3.01541847,3.022263393,3.083581478,3.081498563,3.054038237,3.118595398,3.024165402,3.062281102,3.047056724,3.084747847,3.056035422,3.03168312,3.074560498,3.033037571,3.041234764,3.079007527,3.046370313,3.046768253,3.022791193,3.084890745,3.060856457,3.0177427,3.04626882,3.093134428,3.038659928,3.008046331,3.058676539,3.01201849,3.061067807,3.03900148,3.027920165,3.077469683,3.013469263,3.023573458
TAG > TAG(52:1)_FA 20:4,TAG,TAG(52:1)_FA 20:4,0.993445437,1.01517144,1.056817679,3.035597849,3.037609773,3.018974997,3.008540586,3.017417384,3.026541465,3.028343504,3.043330864,3.040539084,3.004871447,3.039136429,3.004089147,3.075926378,3.001742394,3.041305852,3.056584754,3.063288344,3.07341775,3.019481889,3.042000303,3.045362135,3.020551899,3.036109699,3.023301888,3.006080815,3.018584035,3.033930173,3.013839617,3.026239042,3.045745361,3.044147649,3.048542824,3.055668813,3.047360584
TAG > TAG(52:1)_FA20:0,TAG,TAG(52:1)_FA20:0,1.066595209,1.029687256,0.988523153,3.082971998,3.051530707,3.032094744,3.076407429,3.030429729,3.095064721,3.082318553,3.092776799,3.090695331,3.094121627,3.029042732,3.041226861,3.028985862,3.033504201,3.06033518,3.047734274,3.04340947,3.105605579,3.063363416,3.027023283,3.05468201,3.018367612,3.077476948,3.019132943,3.060070525,3.07981777,3.059351359,3.050967218,3.012997451,3.037386682,3.048123185,3.085747146,3.062266052,3.060984787
TAG > TAG(52:2)_FA 18:2,TAG,TAG(52:2)_FA 18:2,1.061318299,1.090383249,0.955060616,3.056981066,3.030931519,3.045510772,3.043362306,3.059957054,3.08410423,3.103967862,3.05166954,3.058175428,3.104289068,3.05901787,3.019606448,3.039430016,3.046065759,3.088738398,3.05264781,3.115470747,3.077455149,3.085226369,3.114043594,3.088462162,3.052932403,3.067561844,3.114063635,3.067821975,3.100274055,3.064240818,3.029262024,3.046729254,3.013064883,3.043409467,3.057947465,3.110906091,3.044665204
TAG > TAG(52:2)_FA 20:0,TAG,TAG(52:2)_FA 20:0,0.968065389,0.994511763,0.997277809,3.110407901,3.081570549,3.015024294,3.026304439,3.008634261,3.031311525,3.011121994,3.061723859,3.04447707,3.069579337,3.070407348,3.045667177,3.074779913,3.052786283,3.054636062,3.057201927,3.06449546,3.063415959,3.02557622,3.083982545,3.045510771,3.059169487,3.061836871,3.027724638,3.057803017,3.060372972,3.018517457,3.105755398,3.067308995,3.021478764,3.032385058,3.116335429,3.056577131,3.027325167
TAG > TAG(52:2)_FA 20:4,TAG,TAG(52:2)_FA 20:4,1.003787287,1.019372478,0.97392348,3.029740838,3.011342065,3.021487031,3.08077799,3.019074757,3.057886643,3.039295149,3.057559641,3.02471551,3.032304438,3.031133692,3.029229549,3.016147174,2.993506804,3.050503516,3.010274537,3.025453363,3.025371441,3.035333692,3.004123566,3.015166908,3.070835529,3.02190842,3.040317493,3.032328624,3.079470712,3.044453549,3.013696564,3.049853521,3.037410589,3.016515249,3.009569894,3.014999119,3.026868185
TAG > TAG(52:3)_FA 18:2,TAG,TAG(52:3)_FA 18:2,1.089063598,1.004533705,0.985892467,3.061625889,3.092804859,3.071963,3.120290923,3.047882096,3.11993521,3.078427844,3.153198828,3.13367942,3.134483142,3.079673197,3.14144353,3.070281773,3.063491015,3.111269269,3.112946706,3.079275361,3.100425721,3.09042739,3.061090447,3.171111898,3.086117728,3.131008845,3.133264226,3.043574483,3.19889894,3.132182845,3.097625172,3.093806804,3.087894974,3.060622337,3.153571014,3.209279071,3.086017987
TAG > TAG(52:3)_FA 20:0,TAG,TAG(52:3)_FA 20:0,0.961631756,0.994621422,1.050586282,3.039810589,3.098629912,3.065348158,3.071322247,3.053078474,3.084476215,3.098622993,3.038270389,3.02412432,3.034524216,3.101547778,3.130153606,3.078732273,3.051630978,3.028327227,3.022098329,3.042418018,3.069223988,3.094869286,3.02932698,3.064308232,3.100735782,3.055508322,3.036109696,3.015711772,3.067940837,3.056439861,3.03750621,3.045925129,3.087525909,3.058979961,3.080604869,3.106823036,3.006731275
TAG > TAG(52:3)_FA 20:4,TAG,TAG(52:3)_FA 20:4,1.020163068,1.026875245,0.983521349,3.052893959,3.046198539,3.065422877,3.010520472,3.051306941,3.075430191,3.0209742,3.068556929,3.078377087,3.066296131,3.055852155,3.108659754,3.019033192,3.054674357,3.04310283,3.049187031,3.047415095,3.030186714,3.080777988,3.046354697,3.123001842,3.070584582,3.046245392,3.066914557,3.070045287,3.047415097,3.038151074,3.044218259,3.096305082,3.011798768,3.011638129,3.055309542,3.037673492,3.046534214
TAG > TAG(52:4)_FA 18:2,TAG,TAG(52:4)_FA 18:2,1.015678632,0.993563956,0.957087857,3.085454732,3.084433308,3.05857788,3.041392715,3.119790209,3.051769776,3.108754429,3.086416817,3.095866486,3.121008039,3.043032038,3.05812225,3.079166802,3.048325282,3.067584149,3.081951904,3.108565053,3.068022541,3.061128178,3.054022903,3.045854793,3.024715512,3.086010861,3.128728771,3.05848679,3.088455074,3.04162954,3.071521203,3.046417144,3.036620941,3.027969037,3.157178663,3.075064989,3.004390202
TAG > TAG(52:4)_FA 20:0,TAG,TAG(52:4)_FA 20:0,0.945669502,0.985019076,1.018347962,3.105734973,3.016757674,3.137227507,3.080669798,3.122491146,3.038103338,3.098020417,3.1551295,3.048768017,3.037338862,3.068897995,3.05547775,3.108754423,3.066854987,3.060773395,3.037474339,3.032908757,3.080785199,3.070724836,3.055431882,3.037737201,3.081383346,3.047835422,3.053531749,3.034668584,3.081080773,3.041179468,3.078195759,3.083180038,3.038222673,3.041818903,3.029400044,3.091681053,3.089770944
TAG > TAG(52:4)_FA 20:4,TAG,TAG(52:4)_FA 20:4,1.07426655,0.919481244,0.998710533,3.150068424,3.116056258,3.107501699,3.143289691,3.057932258,3.211264778,3.227140861,3.122772765,3.097708407,3.096944786,3.125936497,3.092566298,3.186210249,3.092299507,3.11438414,3.088971988,3.13958319,3.034989244,3.050402991,3.105966407,3.078275553,3.078464098,3.11013838,3.073542429,3.153808805,3.100439506,3.12517539,3.120047228,3.096061474,3.100177512,3.112095377,3.124510781,3.15967548,3.081685711
TAG > TAG(52:5)_FA 18:2,TAG,TAG(52:5)_FA 18:2,1.016264146,0.990510852,0.994864569,3.016941489,3.066892218,3.048395212,3.048449604,3.007338065,3.063055533,3.017158629,3.018484158,3.073711051,3.088632169,3.034098829,3.081563349,3.045049043,3.0206513,3.024994403,3.009374429,3.016281052,3.022733495,3.060871553,3.017951101,3.05340119,3.021420893,3.052901648,3.013755473,3.028091177,3.072139597,3.06581121,3.026042752,3.029578589,3.015535816,3.035965801,3.072610161,3.064660144,3.019996483
TAG > TAG(52:5)_FA 20:0,TAG,TAG(52:5)_FA 20:0,1.003128204,1.041369059,1.021846614,3.040539085,3.019290834,3.087653692,3.071314877,3.005558022,3.036804522,3.031287278,3.077527816,3.095336788,3.030713067,3.051368684,3.028221431,3.019656258,3.017342276,3.058782761,3.036756639,3.040230408,3.074070069,3.05719432,3.045236923,3.048799067,3.051654118,3.03536572,3.055722293,3.065878382,3.056081226,3.024428224,3.029132089,3.033254856,3.060221773,3.054720308,3.069053613,3.033190492,3.064098455
TAG > TAG(52:5)_FA 20:4,TAG,TAG(52:5)_FA 20:4,1.005360892,1.025166284,0.930363981,3.056630504,3.063325883,3.170232402,3.096791899,3.06920177,3.089332765,3.067599016,3.120416011,3.141850992,3.09488325,3.035725866,3.118529289,3.075970132,3.027960892,3.097305941,3.075583485,3.083273259,3.045753181,3.043708031,3.101499648,3.143352136,3.080799622,3.069949181,3.031416574,3.171141182,3.174710936,3.094568975,3.058570287,3.066430322,3.025559843,3.076028465,3.085889714,3.094065674,3.07318297
TAG > TAG(52:6)_FA 18:2,TAG,TAG(52:6)_FA 18:2,0.953576765,1.032589324,1.027338346,3.066854987,3.042914031,3.052740135,3.08504788,3.026762024,3.039564839,3.058258984,3.056653375,3.02489599,3.031384251,3.037745166,3.061912192,3.024116107,3.035405754,3.01810942,3.018667251,3.049365379,3.035885837,3.073256352,3.0269988,3.072264638,3.021834087,3.03082635,3.028229568,3.052031835,3.045956386,3.018084426,3.010545904,3.052909337,3.028782682,3.079752722,3.052039542,3.015686642,3.017609264
TAG > TAG(52:6)_FA 20:0,TAG,TAG(52:6)_FA 20:0,1.016696577,1.021876019,0.995362114,3.053470314,3.02521575,3.020046258,3.099114131,3.040293751,3.050433927,3.083337789,3.11917671,3.003184729,3.051877701,3.075459391,3.084840738,3.086074986,3.015527437,3.054628404,3.035101421,3.077535083,3.127661926,3.092924096,3.037099686,3.028912729,3.038866477,2.998973885,3.07081339,3.055485396,3.070089646,3.026982475,3.032546269,3.042063375,3.02177626,3.059434696,3.047251529,3.011680408,3.055378362
TAG > TAG(52:6)_FA 20:4,TAG,TAG(52:6)_FA 20:4,0.961723317,1.026037563,1.015756246,3.044633852,3.012955299,3.036884318,3.111659009,3.063723588,3.047087896,3.020187229,3.088207022,3.025936398,3.045096023,3.069890027,3.045166477,3.033496161,3.021933199,3.045784445,3.012170547,3.079752722,3.084182942,3.028237712,3.017675979,3.043323001,3.040357073,3.075495894,3.043165747,3.032151209,3.040475783,3.101767718,3.025248528,3.040539085,3.064031,3.055974341,3.082699254,3.063641074,3.046721453
TAG > TAG(54:0)_FA 18:2,TAG,TAG(54:0)_FA 18:2,0.992692394,1.058838379,1.001555388,3.065251008,3.038858534,3.049070675,3.023877753,3.028953359,3.067353623,3.02878269,3.004553539,3.050310166,3.075838856,3.066139521,2.99436118,2.996397858,2.999904471,3.070606727,3.00048617,3.033134158,3.051414981,3.075189193,3.04609701,3.031513519,3.042323475,3.035397744,3.019930121,3.019182812,2.997988936,3.045940755,3.021511827,3.007653946,3.023491187,3.017567557,3.016832882,3.023532326,3.04599545
TAG > TAG(54:0)_FA 20:0,TAG,TAG(54:0)_FA 20:0,0.988599267,1.133437025,1.095659805,3.078978562,3.084762138,3.086680127,3.069623732,3.044500593,3.061279059,3.073131601,3.034050647,3.106007237,3.10183643,3.067576713,3.074040774,3.078920621,3.09990156,3.055867435,3.026525127,3.108077719,3.095106589,3.141336908,3.132227686,3.176126027,3.076975259,3.074575131,3.055630609,3.048410755,3.074977292,3.038779096,3.03113369,3.088292083,3.085932478,3.088178664,3.142821075,3.083158516,3.064802325
TAG > TAG(54:0)_FA 20:4,TAG,TAG(54:0)_FA 20:4,1.000994072,0.997044063,0.985632947,3.020502187,3.043346583,3.015032687,3.022560363,3.040697288,3.056439858,3.043472343,3.037697381,3.013418733,3.032675186,3.050085774,3.03114986,3.016523611,3.1012383,2.993991453,3.036852397,3.045385607,3.077084371,3.050194116,3.038882357,3.019465278,2.997403891,3.048092079,3.018026101,3.062890238,3.08188717,3.028188873,3.060780944,3.055997249,3.01944036,3.037673483,3.100060252,3.02313721,3.018400916
TAG > TAG(54:1)_FA 18:2,TAG,TAG(54:1)_FA 18:2,0.976675745,0.983015076,0.993838905,3.004708224,3.01600488,3.066229018,3.07014138,3.024633451,3.031198364,3.026320791,3.041763679,3.039493464,3.034564321,3.037131584,3.035021301,3.029830048,3.018525778,3.068453068,3.033592648,3.035357714,3.034852993,3.034331642,3.031610445,3.030583567,3.012820392,3.053101534,3.019249287,3.008429857,3.056561879,3.047742056,2.997491261,3.050774067,3.004768368,3.057437895,3.013502946,3.026900839,3.005292106
TAG > TAG(54:1)_FA 20:0,TAG,TAG(54:1)_FA 20:0,0.983168343,1.011383793,0.989391937,3.116846772,3.094464174,3.100136132,3.0694165,3.064824771,3.081455358,3.091272953,3.099197092,3.112088665,3.065363106,3.129735027,3.080734715,3.072205801,3.061022526,3.08990514,3.106823038,3.142007599,3.106897733,3.04838745,3.088107752,3.081541752,3.102179808,3.098020418,3.08391095,3.031537757,3.145028533,3.056027787,3.027928312,3.052809363,3.043660913,3.025133783,3.087184948,3.123361591,3.078674303
TAG > TAG(54:1)_FA 20:4,TAG,TAG(54:1)_FA 20:4,1.042083873,1.05382172,1.038212194,3.041321646,3.014016262,3.00524062,3.008012228,3.001101738,3.082785396,2.999356801,3.066400508,3.031868803,3.014570964,3.070215274,3.029886811,3.032280248,3.028896474,3.016899717,2.995950958,3.033021475,3.070119208,3.090222802,3.014999123,3.059411966,3.040523259,3.04605014,3.012238105,3.011130459,2.999808899,3.074106689,3.007705148,3.030996225,3.061769067,3.052293729,2.996301514,3.044124114,3.053109222
TAG > TAG(54:2)_FA 18:2,TAG,TAG(54:2)_FA 18:2,0.972614766,1.067882442,1.044481845,3.100032661,3.091005373,3.065938087,3.146041194,3.083968226,3.120073574,3.04485325,3.105482967,3.094541034,3.101554651,3.117914002,3.120541066,3.056767716,3.132515866,3.041447985,3.098996589,3.081923135,3.115524011,3.12496048,3.132253311,3.205761797,3.078594585,3.070828143,3.085040739,3.096312044,3.117774947,3.127771966,3.028945233,3.06163343,3.118284598,3.14420672,3.11234357,3.145879824,3.046604436
TAG > TAG(54:2)_FA 20:0,TAG,TAG(54:2)_FA 20:0,0.935069584,1.080899767,0.966245077,3.112377103,3.07430437,3.081476959,3.04599545,3.018933425,3.070518129,3.03614966,3.047913213,3.025215748,3.05127607,3.074421479,3.027202816,3.017709341,3.000303928,3.064907059,3.039271343,3.092945131,3.069357278,3.093442731,3.049318861,3.056325433,3.0658336,3.050093513,3.007833121,3.105687303,3.101595893,3.067145311,3.048674847,3.078819215,3.029805724,3.075619974,3.027439345,3.031392334,3.043747305
TAG > TAG(54:2)_FA 20:4,TAG,TAG(54:2)_FA 20:4,0.985729253,1.005270364,1.020583156,3.054682015,3.028896471,3.053999893,3.053109219,3.009212893,3.057544427,3.014848056,3.060592114,3.021685381,3.052770899,3.07653853,3.046549817,3.014596165,3.013528201,3.039445875,3.058646186,3.028620081,3.048387443,3.040357073,3.026451581,3.068794221,3.051468993,3.014881628,3.011198186,3.036924209,3.049179276,3.028668866,3.02246964,3.06326582,3.000286573,3.049380879,3.00028657,3.053777396,3.03880293
TAG > TAG(54:3)_FA 18:2,TAG,TAG(54:3)_FA 18:2,0.949599085,0.96745227,1.016636327,3.059654315,3.134546861,3.091540372,3.098851337,3.040032435,3.072338172,3.088058118,3.049342122,3.101698999,3.044774906,3.074640962,3.043236518,3.023762646,3.074157949,3.115929904,3.046994368,3.078529348,3.060267141,3.032900708,3.055294246,3.067383381,3.0018289,3.068831288,3.060146154,3.055622967,3.057354184,3.097167074,3.017250461,3.045925126,3.00282244,3.049442894,3.120560799,3.066877327,3.098948174
TAG > TAG(54:3)_FA 20:0,TAG,TAG(54:3)_FA 20:0,0.97862954,1.061569445,0.998223813,3.068645922,3.08670147,3.053301328,3.046245392,3.134973572,3.072279341,3.041905666,3.108504169,3.078188504,3.086017985,3.091209595,3.132899797,3.069075843,3.020568463,3.071285393,3.103132989,3.099708288,3.055928527,3.092699629,3.116508157,3.123694905,3.155845986,3.062747429,3.095796821,3.127435288,3.10857858,3.092629456,3.049287847,3.168556439,3.091075806,3.067740235,3.07958643,3.048814593,3.061927257
TAG > TAG(54:3)_FA 20:4,TAG,TAG(54:3)_FA 20:4,0.972255201,0.976420011,1.041714888,3.110064232,3.127435281,3.085640184,3.025658106,3.07831182,3.070193106,3.072213153,3.089622584,3.127253892,3.051121674,3.124680283,3.055569471,3.068586591,3.022791199,3.024559581,3.082476623,3.066139521,3.111296154,3.021032127,3.006739829,3.051993304,3.059881384,3.102756077,3.034002459,3.079166796,3.041661108,3.023820202,3.018974993,3.140501783,3.08615335,3.040705196,3.05351639,3.047056719,3.027708343
TAG > TAG(54:4)_FA 18:2,TAG,TAG(54:4)_FA 18:2,0.975445676,0.928905365,1.035576508,3.077200724,3.023639271,3.08854009,3.072837904,3.037641629,3.03771331,3.057924657,3.08236167,3.037011957,3.070555046,3.055164222,3.067033673,3.113314875,3.091146226,3.029310747,3.093953746,3.05297085,3.021801045,3.043480201,3.062153149,3.043299421,3.043378027,3.051476707,3.045393431,3.018667246,3.050124477,3.046261013,3.065930621,3.050619496,3.063363415,3.061867005,3.053800416,3.026108188,3.101107558
TAG > TAG(54:4)_FA 20:0,TAG,TAG(54:4)_FA 20:0,1.019787404,0.970598167,1.03942265,3.036589012,3.053347419,3.059737588,3.059714874,3.082620266,3.045174305,3.127746077,3.039652053,3.093344658,3.062529371,3.042221032,3.082383222,3.114617687,3.059192229,3.051600128,3.044218262,3.045964201,3.048379674,3.059442271,3.040459955,3.085483264,3.043205071,3.014973945,3.042756627,3.035677869,3.052432317,3.002425297,2.997569886,3.049008611,3.044774904,3.034010491,3.028107464,3.063243291,3.021850605
TAG > TAG(54:4)_FA 20:4,TAG,TAG(54:4)_FA 20:4,1.005563394,0.983660486,0.967749922,3.046190734,3.03815903,3.070776495,3.049497151,3.051507565,3.057148629,3.031263032,3.044139807,3.094198548,3.078739519,3.179189765,3.042465282,3.080106785,3.017091831,3.081397752,3.035165508,3.092531199,3.048224243,3.047975435,3.031909159,3.137822369,3.046159495,3.038190849,3.049303354,3.056668624,3.059677027,3.113642614,3.065967934,3.048977575,3.027797972,3.052062654,3.070503362,3.078833701,3.014990728
TAG > TAG(54:5)_FA 18:2,TAG,TAG(54:5)_FA 18:2,1.01460005,0.987515502,0.973428745,3.029400044,3.017450763,3.077309787,3.028522486,3.030162407,3.027406725,3.040958206,3.063716092,3.080373948,3.041897783,3.081959093,3.064600268,3.039525189,3.039509333,3.113187718,3.031117522,3.039072932,3.056760091,3.040989821,3.08238322,3.080886149,3.040238329,3.044618182,3.062160672,3.03011378,3.101678381,3.065706695,3.033238771,3.04396715,3.063205748,3.005017436,3.05988895,3.081887173,3.004648077
TAG > TAG(54:5)_FA 20:0,TAG,TAG(54:5)_FA 20:0,0.948723358,1.069200419,0.997063196,3.093148449,3.09588738,3.121395712,3.082009435,3.07227199,3.07430437,3.051800621,3.110650338,3.067948264,3.084762138,3.16196665,3.074135982,3.076276286,3.041858344,3.089982815,3.090476766,3.061452508,3.12770076,3.116348713,3.124138934,3.199502895,3.076997084,3.039358622,3.084683526,3.081152837,3.051738939,3.180504387,3.042087027,3.108889638,3.067985401,3.115417481,3.064742467,3.07296275,3.045479482
TAG > TAG(54:5)_FA 20:4,TAG,TAG(54:5)_FA 20:4,1.009729199,1.12171986,0.905005546,3.112698851,3.172340208,3.131695661,3.037800894,3.058456423,3.097160126,3.158651963,3.081196067,3.117231539,3.129812333,3.093288605,3.083939593,3.0688387,3.066132066,3.082972005,3.073263695,3.129844539,3.120323839,3.062077864,3.191283328,3.17867776,3.077309787,3.099915357,3.118344136,3.106469716,3.174088926,3.157493067,3.104405189,3.140633756,3.094457186,3.051623266,3.081498561,3.0554013,3.06696667
TAG > TAG(54:6)_FA 18:2,TAG,TAG(54:6)_FA 18:2,1.018000779,0.978392221,0.965609742,3.005240616,3.063115621,3.03175579,3.045721907,3.02979761,3.085597398,3.048325282,3.021891907,3.014470164,3.080893362,3.045753177,3.037051839,3.018126083,3.090497923,3.036021767,3.077106194,3.026132724,3.095155431,3.020957646,3.011206646,3.079680431,3.013620808,3.110138379,3.063213255,3.02814817,3.081455358,3.061113088,3.018234373,3.056035424,3.023795534,3.06042588,3.069216583,3.032102812,3.025960943
