Lipid name,MRM,Ab-medium_12h_N1_acy-carnitines,Ab-medium_12h_N2_acy-carnitines,Ab-medium_12h_N3_acy-carnitines,Ab-medium_12h_N4_acy-carnitines,Ab-medium_12h_N5_acy-carnitines,Ab-medium_12h_N6_acy-carnitines,Ab-medium_1h_N3_acy-carnitines,Ab-medium_1h_N4_acy-carnitines,Ab-medium_1h_N5_acy-carnitines,Ab-medium_1h_N6_acy-carnitines,Ab-medium_1h_N7_acy-carnitines,Ab-medium_24h_N2_acy-carnitines,Ab-medium_24h_N3_acy-carnitines,Ab-medium_24h_N4_acy-carnitines,Ab-medium_24h_N5_acy-carnitines,Ab-medium_24h_N6_acy-carnitines,Ab-medium_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-medium_12h_N1_acy-carnitines,Veh-medium_12h_N2_acy-carnitines,Veh-medium_12h_N3_acy-carnitines,Veh-medium_12h_N4_acy-carnitines,Veh-medium_12h_N5_acy-carnitines,Veh-medium_12h_N6_acy-carnitines,Veh-medium_1h_N3_acy-carnitines,Veh-medium_1h_N4_acy-carnitines,Veh-medium_1h_N5_acy-carnitines,Veh-medium_1h_N6_acy-carnitines,Veh-medium_1h_N7_acy-carnitines,Veh-medium_24h_N2_acy-carnitines,Veh-medium_24h_N3_acy-carnitines,Veh-medium_24h_N4_acy-carnitines,Veh-medium_24h_N5_acy-carnitines,Veh-medium_24h_N6_acy-carnitines,Veh-medium_24h_N7_acy-carnitines,control_medium_acy-carnitines
,444.4 -> 382.396,3965.560268,3519.560242,3736.980274,3460.060226,3575.12027,4932.500355,4273.160313,4030.060303,4601.600327,4222.180305,4523.400318,4652.96035,3892.160286,4076.840294,3466.040257,3765.54026,3577.760246,3337.26022,4370.340302,3444.840237,4100.140301,4535.580311,4032.200291,4244.420296,4332.180313,5084.360394,4261.080326,4754.560329,4988.640354,3906.660271,4926.52034,4408.200287,3921.940292,3576.900269,4305.440296,3786.980259
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",444.4 -> 85.1,28662.06207,24612.22181,30394.98206,30542.04206,29253.46201,30329.94206,26202.58189,25403.24179,27870.56211,28194.04212,24069.22178,28296.68206,19284.72136,26059.96188,26444.38195,25748.84196,8689.280663,4853.920338,28429.062,28094.2621,20445.40136,25022.02181,25596.48178,25243.44199,27886.7018,26088.36198,26050.20191,28414.56211,26850.86195,29812.30212,24410.00164,24018.26175,26283.48191,27747.84183,22815.98167,18393.58128
,448.3 -> 386.296,3560.740276,3462.800243,3458.780247,3473.300251,3658.940262,3533.560242,3836.180241,3472.940247,3720.280273,3825.580242,3791.180275,3493.620255,3621.240273,3594.060238,3413.920238,3454.460251,3200.880222,3155.860222,3854.460266,3475.060249,3514.580265,3571.940269,3686.680267,3651.200279,3340.480255,3573.74025,3358.060246,3417.620243,3336.80024,3579.640259,3663.04026,3695.080257,3216.160236,3261.980232,3383.920242,3909.220276
O-arachidonoylcarnitine,448.3 -> 85.1,22153.38155,21112.8015,24181.6417,23009.22167,24098.92165,22421.46175,20201.28146,19597.56144,21193.88162,21584.48151,20086.2615,22674.02163,16236.40119,22265.28147,21470.14156,20085.28138,7384.400501,6952.720478,21654.94162,21600.5217,18271.2613,17094.50123,21177.18146,20164.38147,21379.10144,19234.96138,20118.60136,21200.66137,20810.5614,22922.04171,18201.56134,18694.1212,19851.94125,20036.92133,18648.08128,16495.08122
,452.4 -> 390.396,3615.760258,3283.520222,3475.340248,3441.700264,3157.340225,3626.960266,3620.700249,3419.580242,3288.34024,3595.180275,3467.560238,3333.960224,3338.560234,3343.200241,3488.420261,3482.320244,3026.900211,3271.160225,3460.840237,3511.820221,3453.040249,3375.280243,3195.220215,3317.980232,3493.000256,3309.920223,3303.980213,3290.420254,3282.840229,3481.320236,3189.000229,3647.380257,3261.06023,3141.680237,3238.280231,3226.620228
"(11Z,14Z)-eicosadienoylcarnitine",452.4 -> 85.1,27778.98206,24074.66175,25179.94173,25815.24199,25406.70182,34548.04245,31509.20203,29609.682,32800.0825,29524.80218,29686.92219,33561.18225,22370.38152,28279.50206,24217.40166,20862.50143,8923.460678,4959.000362,28623.34193,23553.42176,25166.04151,28904.38197,28461.64198,31272.64242,30999.12226,27935.20201,32505.82223,33253.56238,33651.08245,27684.34188,28869.44213,28155.46199,23639.08159,23608.64181,22740.74168,18150.20129
,454.4 -> 392.396,3621.600262,3661.420258,3654.100258,3351.100231,3699.080273,3600.500278,4050.960308,3674.76025,3530.780243,3896.100285,3681.600243,3395.040237,3690.680233,3583.920265,3556.860256,3382.820244,3078.760212,3228.76022,3795.020283,4486.540318,3434.920261,3373.100224,3567.760273,3474.920235,3797.160248,3955.580288,3818.440254,3519.860252,3500.900223,3876.680256,3585.460236,3503.380226,3353.540218,3515.640251,3382.140224,3179.860233
(11Z)-eicoseneoylcarnitine,454.4 -> 85.1,123206.6283,162081.6715,67120.58475,73363.60516,59394.90415,52958.70386,136663.8696,149449.3112,61858.28483,65361.0644,56918.08357,130993.7491,78513.4856,60112.82417,57940.16415,57561.00381,15588.34108,6120.620483,146678.05,194790.673,59716.22432,64136.1048,63709.34409,60006.10419,156499.1305,129667.2687,67168.44437,76527.0654,61743.96418,151774.611,117129.2485,58239.72447,63558.42465,60370.86451,44165.62313,43664.22296
,456.4 -> 394.396,3284.260212,3376.000233,3596.840256,3775.04026,3313.660233,3503.840248,3654.440254,3645.040249,3522.360237,3457.500248,3240.980232,3404.860233,3219.76022,3300.280235,3443.740227,3544.980247,3165.720219,3216.880219,3498.120243,3304.720238,3550.780251,3511.940243,3569.400257,3464.500259,3448.480247,3415.82024,3416.24025,3400.82024,3421.120251,3480.30022,3261.700222,3452.680218,3369.300236,3333.180237,3273.58025,3413.300247
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",456.4 -> 85.1,24529.10173,24688.44164,22926.34182,22061.84149,22922.60139,23637.18181,26772.60187,24339.1617,23742.26165,21481.0415,20676.96161,26563.62183,19085.96129,21435.3217,21356.68155,20687.06148,7105.400494,5012.820366,27350.28184,26576.66195,19128.92144,21361.00147,20038.14148,19767.7014,25240.90173,24888.68151,23228.10162,23762.80161,24021.18149,26127.50193,24311.10186,20274.90139,21009.44141,21664.50146,19489.50146,16656.22114
,458.3 -> 396.296,3280.520226,3374.500256,3261.040234,3439.680248,3524.880253,3431.820236,3319.080227,3335.380219,3511.700241,3235.520229,3380.520226,3395.540245,3240.980228,3336.280235,3357.920246,3434.760254,3232.560215,3175.820232,3478.360256,3701.340252,3389.940239,3288.020218,3463.42025,3329.700226,3418.420265,3381.960243,3456.120232,3077.720219,3199.200233,3495.260254,3359.660221,3348.380226,3594.640266,3382.860226,3101.460217,3369.300255
O-(17-carboxyheptadecanoyl)carnitine,458.3 -> 85.1,24387.74175,20087.54155,24299.30157,24926.96181,25533.4817,25748.12164,23734.26152,19873.60132,21532.28142,23897.46175,22154.9016,23673.58161,15758.70119,21851.64157,23564.66145,21117.94148,7188.880489,6591.820423,21565.84158,21118.34125,18323.16135,20808.18132,21319.54156,20979.22147,22011.16169,22044.06176,23248.90168,24057.92163,20517.12142,22141.96154,19586.66138,19406.5415,22354.86156,21468.30145,17879.02128,16209.1212
,464.3 -> 402.296,3526.960262,3288.060234,3614.220242,3232.940247,3524.760262,3561.640263,3563.320251,3353.060249,3311.220234,3850.360279,3377.480244,3464.740238,3609.540276,3543.160236,3473.160233,3458.44025,3330.70023,3269.980225,3732.480255,3289.140224,3424.420238,3333.900215,3943.660275,3599.220253,3509.140263,3511.700237,3662.100258,3520.100254,3408.880253,3412.440243,3402.920242,3295.240238,3719.560242,3556.76025,3357.600235,3270.740215
3-hydroxyarachidonoylcarnitine,464.3 -> 85.1,17588.58124,14397.70104,15822.42107,16231.60122,17166.24121,18029.16124,17621.76122,19970.62138,19803.8815,17679.76133,15922.06109,20019.54135,13295.12094,16632.34119,16173.08112,16028.84107,6467.060474,4740.300323,17632.62133,16851.90123,13866.92108,16875.68121,17030.36113,17651.3213,19326.30123,18184.20121,17644.6213,18738.30139,18465.70129,18900.28129,18827.96131,13730.46087,15255.00108,16719.8812,14683.90097,18214.88128
,472.4 -> 410.396,3396.300232,3335.140228,3352.76022,3233.300247,3304.460236,3307.180237,3463.160233,3159.820217,3341.960251,3510.320259,3569.400265,3415.560238,3315.500221,3250.800224,3565.880257,3291.780247,3167.220234,3054.600227,3460.160225,3420.220253,3263.460232,3402.800232,3299.840229,3240.820221,3288.320236,3373.04023,3283.180229,3149.980225,3327.640224,3367.72023,3447.96022,3466.360252,3429.200256,3246.480232,3229.280235,3399.320229
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",472.4 -> 85.1,32384.90197,30459.68229,27154.34191,27587.68203,26931.82195,30976.66238,34811.64249,31017.0821,29401.60221,27940.32177,28011.42205,34915.86235,23307.46165,26159.42163,26883.64162,26727.42173,9103.72065,4953.080349,33863.36224,29998.80229,25416.44193,25541.08181,27805.92208,27478.64183,34536.50251,33098.88228,28780.30214,28193.54199,29634.7421,32712.42233,31550.96212,25339.68176,25145.46184,24835.14164,26673.56174,19475.82143
,474.4 -> 412.396,3661.520267,3481.500256,3414.280251,3228.720207,3394.90023,3267.320232,3233.980225,3485.080235,3508.620247,3340.080227,3282.460239,3245.620216,3334.980228,3158.720222,3259.380226,3374.680244,3258.56023,3119.360226,3484.220249,3183.820217,3499.180267,3325.600224,3463.360237,3496.120247,3596.920235,3279.040241,3460.720257,3195.740219,3270.560226,3436.06023,3172.000233,3612.240276,3449.460251,3213.520214,3339.160255,3462.960251
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",474.4 -> 85.1,28245.04174,23745.70173,25976.46191,26136.54182,24786.60181,32006.04242,27290.36176,26215.16183,26569.44184,28290.12181,26008.24186,30380.94193,20885.50146,25426.16194,24032.34191,23122.44164,8555.300625,4463.700325,28988.50198,22710.76156,21477.0016,25589.82183,23675.94176,26718.30194,25822.36188,25430.78194,26353.802,27687.80185,29637.62197,27170.40193,25495.78185,25147.74185,24660.08178,24859.58172,22838.74152,20358.06134
,476.4 -> 414.396,3726.620262,4628.880314,3923.120258,3709.280266,3554.040257,3422.380238,3996.74028,4383.38031,3656.980267,3933.800282,4213.040264,4013.440273,3653.540272,3972.360279,3817.680283,3935.560265,3218.820202,3180.220219,4598.140327,4474.880322,3959.720261,3856.540264,3589.780254,3822.760281,4258.020287,4414.840305,3940.18029,3955.440273,3606.640247,4499.940327,4176.500271,3703.700275,4545.500298,4036.440292,3472.220234,3739.880268
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",476.4 -> 85.1,23177.38171,19379.72125,21783.12155,21012.50154,22023.20169,26024.9019,24049.92194,19880.46141,23252.94153,23077.60163,20402.68148,22688.44168,16942.42114,21433.48145,19543.02149,18386.52126,7751.100582,4688.940319,20966.70157,19335.12146,17401.62139,20890.60147,21124.52163,22240.20156,22628.10169,21092.2615,22326.04168,24254.18185,23930.54155,22503.4015,19218.86135,20393.24155,20891.98144,20128.10149,18042.18134,14992.68096
,480.4 -> 418.396,3253.480225,3255.820225,3414.800247,3182.60022,3416.340248,3293.300236,3409.360249,3268.120247,3371.840225,3191.760231,3512.280224,3302.200218,3479.220222,3353.40023,3219.060219,3486.820225,3094.100216,3148.620235,3468.020241,3349.260242,3342.340233,3219.300228,3344.800243,3273.380222,3389.700233,3402.900238,3340.680248,3367.70026,3145.120224,3484.900238,3382.060234,3233.140228,3335.940247,3375.700256,3207.540234,3214.360241
"(13Z,16Z)-docosadienoylcarnitine",480.4 -> 85.1,19068.68127,16261.88123,17475.88125,17746.98126,15105.00106,21234.56146,20026.80149,18594.84148,19242.58127,18701.36129,17814.38131,21897.70166,15556.86111,17939.94138,15534.50113,15074.34108,6011.140381,5582.280357,17917.80127,18085.24126,16960.68114,17927.96135,18541.9413,18043.2812,20359.26159,18404.04129,19468.20113,21252.06156,20274.02139,18350.8013,16535.4411,16288.00109,15305.74112,14923.66105,14864.08107,13769.84087
,484.4 -> 422.396,8788.840645,10192.58062,5121.540382,5180.040371,5253.140369,4574.780331,9804.840637,9524.880646,5498.460388,5467.500385,4798.180332,10142.50079,6184.700474,5276.660378,5343.320358,5355.680393,3250.420246,3186.940228,9903.20068,11039.12078,4792.360329,5320.740406,5488.540379,5192.660389,8797.82069,8382.80056,4898.180363,5332.980392,4823.400314,9481.040657,8538.600601,4869.580372,5311.780399,5905.760414,4137.200283,4385.300308
O-behenoylcarnitine,484.4 -> 85.1,2081364.064,2946798.689,743216.635,780944.5541,663491.3726,485883.2921,2459294.978,2662740.824,676009.8273,683874.7861,599711.6839,2289988.248,1344468.657,651063.0831,658266.9678,646163.0476,65593.26452,4787.620319,2513759.198,3403869.752,694997.5546,733633.6727,744742.0329,662160.4702,2582533.758,2245103.369,695355.9455,852566.5282,637189.566,2538997.618,1981129.722,641288.6253,742438.509,713118.27,456965.3136,535811.4404
,540.5 -> 478.496,3266.000233,3275.680218,3275.200233,3142.940228,3349.600231,3110.120228,3170.360222,3051.30022,3103.580223,3224.480217,3341.520229,3313.12022,3159.44022,3354.420238,3359.900238,3284.500229,3069.080223,3132.540222,3538.420242,3347.360249,3206.300213,3264.800228,3156.800236,3382.660259,3388.460247,3264.300224,3257.960224,3340.500233,3295.800232,3329.360241,3278.660229,3250.860233,3277.020241,3108.300232,3280.780205,3144.320198
Hexacosanoyl carnitine,540.5 -> 85.1,26751.92192,24536.54168,23980.4617,24237.86165,21299.74149,26670.42194,28116.78193,28574.70205,27345.9221,26619.20203,24379.12183,27994.80191,20185.40154,27938.44205,20806.06142,22812.80155,7490.300541,4200.760277,26224.782,27839.84189,22473.60143,25815.84192,25598.14177,26879.54188,28725.58188,28392.08209,27374.24183,26741.76187,28238.98197,28143.92188,25855.04188,23568.28162,23430.36165,24240.32178,20631.84152,16322.78117
Lipid name,MRM,Ab-medium_12h_N1_CE,Ab-medium_12h_N2_CE,Ab-medium_12h_N3_CE,Ab-medium_12h_N4_CE,Ab-medium_12h_N5_CE,Ab-medium_12h_N6_CE,Ab-medium_1h_N3_CE,Ab-medium_1h_N4_CE,Ab-medium_1h_N5_CE,Ab-medium_1h_N6_CE,Ab-medium_1h_N7_CE,Ab-medium_24h_N2_CE,Ab-medium_24h_N3_CE,Ab-medium_24h_N4_CE,Ab-medium_24h_N5_CE,Ab-medium_24h_N6_CE,Ab-medium_24h_N7_CE,Blank_CE,Veh-medium_12h_N1_CE,Veh-medium_12h_N2_CE,Veh-medium_12h_N3_CE,Veh-medium_12h_N4_CE,Veh-medium_12h_N5_CE,Veh-medium_12h_N6_CE,Veh-medium_1h_N3_CE,Veh-medium_1h_N4_CE,Veh-medium_1h_N5_CE,Veh-medium_1h_N6_CE,Veh-medium_1h_N7_CE,Veh-medium_24h_N2_CE,Veh-medium_24h_N3_CE,Veh-medium_24h_N4_CE,Veh-medium_24h_N5_CE,Veh-medium_24h_N6_CE,Veh-medium_24h_N7_CE,control_medium_CE
12:0 Cholesteryl ester,586.5219 -> 369.1,8850.340641,9685.120659,9391.800659,9504.700676,9365.340645,9831.480698,9347.54068,9208.380665,9599.240654,9763.320724,10150.98072,9759.96069,8540.740585,8058.300575,9175.52066,9109.060669,9524.340679,7535.860531,8833.640629,9116.540665,9317.860672,8943.320621,8934.360611,8889.100616,10214.2007,9876.200661,9367.620644,9625.360664,10081.02068,9482.060658,8869.500633,9369.660664,9109.100647,8770.4006,8532.100643,7637.360546
14:1 Cholesteryl ester,612.5376 -> 369.1,4785.720333,4834.800339,5066.780369,5094.600349,5581.300377,5145.740372,5118.30035,5072.100357,4730.040337,5535.120384,5308.420383,5039.780369,4566.960365,4410.920315,4938.760376,4795.640339,4883.400364,3599.920265,4793.16032,5209.140373,4412.040337,4333.480312,5113.000347,5167.500359,5247.600334,5337.62035,4578.020294,5745.140415,5031.900368,5213.700367,5033.780357,4755.900345,4628.500328,5220.900333,4664.440334,3972.420284
14:0 Cholesteryl ester,614.5532 -> 369.1,6065.520432,7968.640587,8623.700634,8679.640625,7982.600586,6820.240467,9292.560566,8395.700592,9465.940601,8728.560608,8883.860664,8297.360588,6190.020466,6176.840431,9479.120716,10366.22075,7740.280582,3788.540276,7671.800541,8160.400623,7040.020527,7444.080479,7522.960545,8599.540665,7128.220482,7550.640564,8405.120602,8997.700619,8538.560585,7898.64053,6734.440502,7168.700489,10130.08067,9290.600685,6867.860466,6822.580498
15:1 Cholesteryl ester,626.5532 -> 369.1,4811.380333,5829.860416,5736.160419,6490.02047,6601.140461,6103.560421,5923.240444,5243.620388,4936.840336,5968.840454,5660.400383,5043.880341,5141.660374,5468.420395,5433.300407,5382.800385,5627.360378,4445.060314,5197.460358,5294.700367,5313.960373,6626.380447,7611.360561,5259.220413,8525.800533,4986.420345,6921.240479,5710.460384,5252.940384,5225.940357,5722.060417,5181.820362,5095.260368,5437.000416,4572.700321,5171.060345
15:0 Cholesteryl ester,628.5689 -> 369.1,7450.180496,6174.800407,8392.460583,7137.660545,8137.64056,7539.840561,8684.780651,8270.760582,7623.18055,8328.280613,8265.220566,7198.460526,6201.660389,5247.240398,7986.580544,8206.940578,6358.580463,4329.180313,7701.240555,7247.520512,5655.420399,7609.820534,6730.940483,7230.320518,6705.940449,8632.980618,7724.820496,7099.740501,6983.340466,6914.42049,6615.440472,6368.84045,8313.380596,8538.480614,8001.640533,5608.980415
16:3 Cholesteryl ester,636.5376 -> 369.1,4778.300346,5563.460403,5617.500397,6220.74044,5541.680393,5035.900349,5414.760372,5199.940369,6015.520447,5536.420418,5701.640438,5128.900364,4460.240311,5200.960369,6267.360428,6020.640408,6167.740425,3422.700241,5345.600357,5178.380379,5257.460358,4982.340363,5630.180397,5192.580353,4978.560368,5082.660351,6046.020416,5688.840427,5063.560364,5536.84042,5665.400417,4817.900341,6111.180431,5667.820412,4439.660339,4820.520344
"16:2 Cholesteryl ester, zymosteryl palmitoleate",638.5532 -> 369.1,6426.82048,6714.940517,8437.600594,8647.060574,9411.720642,6625.920494,7737.360569,7676.30056,8234.780609,8162.460617,8789.060654,7128.880444,6974.680504,6462.180443,9909.640636,9361.520672,7033.860504,3482.360252,7780.560585,7557.720608,7847.540516,7009.880486,8369.820633,8066.540546,7546.680531,7109.800503,7600.700539,9187.140602,7325.560543,8145.500557,6533.960438,8026.080593,9097.680637,10350.38071,5992.260468,7223.320518
16:1 Cholesteryl ester,640.5689 -> 369.1,21774.52151,34082.02235,47740.14352,48779.58342,51998.72362,23373.58175,42656.24308,43385.60307,51040.30356,48477.62337,55971.64404,37547.64257,27423.24193,23402.14166,67112.02474,74125.42549,34366.96233,4794.02034,38026.40278,41014.88299,41748.7833,37842.64274,34013.82244,45297.36337,33991.98251,33918.30219,37170.70261,47213.12309,34510.4824,44633.92332,30637.22199,39548.54295,65534.44449,63459.58433,26717.322,39554.12283
15:1 Campesteryl ester_simulated,640.6002 -> 369.1,22956.22168,36427.98257,47095.08313,46567.90324,55086.66389,22894.86157,42509.583,46043.46301,51606.84339,50174.60348,57250.68416,40398.50281,28780.92204,23488.3216,67876.54451,74241.32518,34220.98251,4791.720337,39889.32287,40792.8229,45041.22331,38819.98285,34239.44269,44924.08298,35844.58268,34506.04222,34866.84244,48366.14358,37102.60262,46298.48322,30096.98207,39349.72284,64389.94441,70385.7451,26771.04184,37140.36263
16:0 Cholesteryl ester,642.5845 -> 369.1,24227.9618,35867.36239,43942.08331,38873.50298,42298.04288,23630.64175,42670.56291,40189.42288,41909.94292,42902.16319,48925.44348,33862.16269,26461.34171,24363.08183,54741.7439,60182.58406,29397.26187,5354.300404,37114.62263,35116.6825,40484.40294,36323.50259,29830.2022,45148.763,33841.60226,33854.54247,32941.70232,43914.34314,35423.9424,43421.76309,29348.34193,35549.74258,54580.98366,58611.48402,24538.12184,34403.10266
15:0 Campesteryl ester_simulated,642.6002 -> 369.1,22615.70162,33934.98238,43141.38306,38616.8627,41149.10294,19683.98132,40230.64284,41158.16293,45063.36302,45809.50322,48622.86328,35036.0225,26050.84186,24072.24167,56733.00397,59772.16426,31184.22208,5291.400372,38578.42288,34881.62245,37486.4626,34298.36256,29349.4023,46351.56339,33655.10237,29625.16186,33501.86255,44800.70308,33592.42253,40676.76277,30607.46202,35092.16244,55452.28351,56375.96378,23688.12171,36904.08295
16:3 Campesteryl ester,650.5532 -> 369.1,4236.360287,4311.7803,4130.640301,4381.480305,4001.14027,4214.640301,4047.040279,4063.140293,4093.38031,4175.900291,4179.520294,4380.260303,4276.380299,4097.680279,4258.060303,4253.520317,4076.34029,3594.020233,4143.200306,3999.480278,4207.060295,4211.780319,4457.640327,4139.540318,4335.380295,4335.500286,3913.000267,4274.380299,4159.300293,3976.460278,3808.360294,4158.620319,3926.180275,4675.820343,4023.940269,3838.220268
16:2 Campesteryl ester,652.5689 -> 369.1,5649.680386,6632.280449,8145.900562,8730.82058,7083.700535,7365.020512,9179.96064,9054.44067,10058.26071,8317.980618,10083.2207,7311.480545,6765.820511,5772.860413,7953.480541,7607.260506,7099.160477,3480.100262,7385.780499,7114.96051,7285.800541,7209.100525,6573.080448,8198.480579,9515.880661,7874.720589,8359.280605,9273.240665,8864.940632,7025.580524,6100.640415,6250.440422,7346.520496,6982.700527,5927.780445,5759.080383
17:1 Cholesteryl ester; 16:1 Campesteryl ester,654.5845 -> 369.1,19551.20139,26575.50189,34052.58239,33277.76243,37359.78277,22055.34156,33697.54229,31599.92232,34126.26241,33810.28234,37448.84254,29339.44205,23974.88169,20984.72147,43704.68304,48129.42338,26246.48187,8055.36055,29013.26203,28328.80188,30417.04211,29806.62217,27153.86187,37698.0428,28604.82212,28142.08201,29002.88218,36484.30256,27828.86202,32449.90221,25908.46192,29820.42223,41453.7229,45586.56327,21530.96155,29084.52211
17:0 Cholesteryl ester,656.5845 -> 369.1,25126.50167,10416.36074,11806.06081,13525.24097,11310.40079,21813.46164,21171.34145,20422.88147,26028.88173,24335.82169,22434.9816,23168.4816,22660.14169,20177.9616,12214.24083,12009.10089,23322.62168,4054.4203,25398.42189,11328.58083,19424.82135,23690.00161,23988.22184,25761.762,21929.5416,18529.16135,19670.48145,22712.80154,23287.44168,15402.94111,19214.7014,23598.7817,11587.54078,14504.801,13913.50094,20259.60143
16:0 Campesteryl ester,656.6002 -> 369.1,25147.56161,10973.82077,12913.68093,11626.34082,11218.34079,20414.26138,20687.16157,20039.18151,23911.54177,24322.2617,21867.20152,23152.02163,23185.20181,21172.5815,11567.82085,11656.40084,23719.54165,3935.880276,26422.86184,12857.04084,17921.2813,24075.26174,22770.44176,24269.62167,23548.28166,18463.88115,19181.88133,23723.68184,25367.04173,15895.52106,20402.28144,25122.64174,12250.58092,13605.04099,14702.10111,19459.86142
16:3 Stigmasteryl ester,662.5532 -> 369.1,6757.600479,8235.100559,11714.96081,11277.06084,11303.58077,8243.460556,8106.240524,8752.420605,9749.580761,9151.960632,9852.660744,8394.620544,7810.140553,8695.320656,10968.60085,10985.94071,9420.220638,3318.820236,8150.50058,8776.240601,7431.36055,7183.100502,9905.100716,8645.560581,8195.700607,7658.08054,7911.280571,9404.460632,8868.760624,8508.980591,7658.94054,7848.160576,9568.060722,10893.86071,6533.460484,7804.340542
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",664.5689 -> 369.1,14596.80109,24263.14161,34867.02261,34081.38246,38023.02268,12827.32097,31294.82243,28722.50203,33079.50234,33301.42242,37163.96265,25138.60163,18284.82121,16599.00114,45897.10365,48941.9035,24366.40169,3657.100243,24924.42155,27910.34194,29078.72216,23251.74178,26386.62189,30866.78219,24019.82174,22626.06159,23793.90169,31239.68214,22747.62165,30857.60224,21644.24147,29155.98196,40278.50275,44620.50325,18017.7613,24383.36166
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",666.5845 -> 369.1,53233.54407,97627.96664,156471.0311,141933.1702,161740.8305,51010.48358,130977.2288,131964.0491,149450.8701,147416.1705,167473.7128,103945.6279,77078.74538,64680.90433,215577.6552,253678.1993,86891.02579,4674.240337,102946.9272,116645.6884,125972.9883,109368.6079,94255.66672,134602.0098,97893.60712,91158.38699,97521.7477,139990.7292,93550.7867,134272.0492,91198.56641,122183.7284,210191.955,220808.896,70952.86497,118039.0885
17:1 Campesteryl ester_simulated,668.5845 -> 369.1,45717.50319,88279.94611,127743.9098,118359.5676,127422.5698,48648.64339,118918.9482,118072.3483,134209.0091,131683.2889,148214.1511,88478.96606,71380.90541,51417.84376,193802.0944,228488.6568,79786.82527,4946.64035,96160.5874,93391.30659,111335.9077,101929.6673,81433.98535,135804.0303,89602.90671,81699.54639,87176.42593,125089.7281,89027.26657,122228.368,81788.30565,103760.1471,188883.9342,196155.9343,61044.76413,118168.6679
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",668.6002 -> 369.1,47536.44319,90017.7059,131090.1491,121116.0479,131589.5689,47693.98344,121248.6086,117677.0288,131942.9893,130410.1695,146665.3708,89867.68604,68830.32503,54242.10376,193078.9326,227680.1572,79384.82597,5071.400368,100172.107,98587.18666,109899.7879,95731.92697,79213.96637,133762.6497,91329.06624,84046.12605,86152.84657,127843.6492,91725.80655,120096.6883,81146.14609,103378.7674,187038.7123,197397.6122,61742.02386,113066.8879
17:0 Campesteryl ester_simulated,670.6002 -> 369.1,12599.90083,13759.58099,16558.66112,14855.8611,14719.74104,12286.9008,19151.26126,16346.10112,18235.64124,17680.80128,16765.62115,15239.94101,12035.78084,13864.6009,18785.38125,20643.98137,15691.34114,4094.140312,14663.00098,14666.82103,13984.42094,15353.84109,13905.58091,17579.56133,16316.98117,14259.32088,15019.72116,17797.14132,13948.96112,13472.92096,14040.941,16735.80114,17431.88129,20331.94145,12618.08098,14996.04112
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",670.6158 -> 369.1,13829.96099,14235.82101,16205.64108,16111.96118,15076.70103,12452.80085,17916.30122,16880.48129,18943.42126,17489.88125,17885.74123,14526.30104,12957.42086,14051.56102,19515.02137,18814.06135,14914.60112,4017.220295,15399.92116,14262.80104,13922.72095,14900.24104,15724.78114,16303.68114,16780.06119,13994.00104,15075.02103,17206.40124,15181.26107,16311.72119,13597.40099,15364.46113,19341.90141,19478.88139,11747.46085,16866.14123
STD_18:1(d7) Chol Ester,675.64 -> 369.1,18120.28129,21367.08149,29527.28197,28839.32198,33557.82234,16267.02124,20723.00148,19594.10142,21007.98161,21558.08157,21906.88155,18721.32135,18653.96134,23124.82173,27892.122,30259.92217,22331.88161,3722.600266,16221.54118,24978.34157,21169.4015,19048.76138,22604.82169,16758.52123,19440.78133,17943.0412,17077.98132,21359.94163,17976.68137,20162.78134,17662.42125,20664.58153,24071.76173,32808.3222,17192.50117,26691.80192
18:3 Campesteryl ester,678.5845 -> 369.1,4945.320343,4533.940323,5133.300381,5644.460426,5432.260365,5006.940376,5273.400352,4991.760368,6176.200439,5828.980415,5778.380413,6127.540443,5869.240395,4883.460361,5925.100399,6473.440464,5796.860386,3410.380241,4811.120354,5303.100372,5191.320362,5892.340393,6556.180431,6300.840473,5827.060417,5799.440407,6019.800411,6228.080425,6039.300449,4950.400345,4771.26033,5794.200386,5449.800388,5493.840374,4300.760288,4793.260372
