,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
123,Cer(d18:0/20:0(2OH)),612.6 -> 266.4,cer,3054.500221,,,,,3102.580204,2823.02021,2856.4002,2841.600182,3097.080223,2974.540226,2776.740208,3201.760216,3089.30024,2938.220207
124,Cer(d18:0/20:0),596.6 -> 266.4,cer,2554.940186,,,,,5863.640438,6477.640476,5916.560413,7024.560501,6364.900475,6587.680439,6222.540485,5789.620449,6988.220482,7382.460529
125,Cer(d18:0/22:0(2OH)),640.6 -> 266.4,cer,3615.26025,,,,,2816.320202,3019.720222,2451.700172,2617.740181,2937.980202,2562.020184,2676.340199,3040.040234,2850.720207,2827.720184
126,Cer(d18:0/22:0),624.6 -> 266.4,cer,2528.220169,,,,,5159.240334,4876.060341,4910.060352,5529.720417,5617.860352,6451.440372,5121.240383,4853.640339,5839.280453,5542.580383
127,Cer(d18:0/24:0),652.7 -> 266.4,cer,2629.680168,,,,,4947.880352,4820.420345,4586.120335,4278.6003,4473.100307,5080.160404,4268.400276,4324.22031,5000.180355,4239.440281
128,Cer(d18:0/26:0),680.7 -> 266.4,cer,2519.160187,,,,,3694.320267,3344.640232,3336.060249,3425.680233,4005.940304,3493.020252,3147.380226,3521.360252,3055.380234,3165.560215
129,Cer(d18:0/h24:0),668.7 -> 266.4,cer,2508.880161,,,,,2832.380196,3039.940208,2948.540211,2878.640202,2712.360195,2728.920193,2850.280231,2624.940193,2894.620213,2880.120216
130,Cer(d18:0/h26:0),696.7 -> 266.4,cer,2528.02018,,,,,2763.000202,2762.180183,2780.440197,2824.740196,2596.260181,2621.740189,2613.080173,2642.860188,2540.340195,2699.840191
131,Cer(d18:1/12:0),482.5 -> 264.3,cer,2600.460194,,,,,2628.740173,2684.060188,2722.540195,2696.760189,2739.660194,2659.560196,2770.020191,2646.520199,2912.100197,2742.820213
132,Cer(d18:1/16:0),538.5 -> 264.3,cer,2860.600208,,,,,7891.020569,6948.840496,6466.500473,7106.700478,6445.760468,7715.400578,7512.960545,8315.82061,7207.540531,7944.18058
133,Cer(d18:1/18:0),566.6 -> 264.3,cer,2551.120178,,,,,3533.920261,2714.140198,3060.820225,3024.520203,3156.120205,3379.80022,3655.220261,2992.460205,2935.560211,3621.160255
134,Cer(d18:1/18:1(9Z)),564.5 -> 264.3,cer,2617.140186,,,,,3117.240227,2855.040192,2977.0802,3034.560211,2810.140198,2586.360184,2692.920204,3039.400219,2946.480206,3085.580212
135,Cer(d18:1/2:0),342.3 -> 264.3,cer,2661.460175,,,,,3266.320229,3308.480236,3400.300262,2944.840199,3195.420208,3274.82021,3326.520195,3517.16024,3196.520237,3491.960247
136,Cer(d18:1/20:0),594.6 -> 264.3,cer,2601.540192,,,,,6941.300476,5538.660416,5402.140354,6933.900528,6708.640491,5791.440437,5825.180408,6211.600437,6336.840462,6366.440456
137,Cer(d18:1/22:0),622.6 -> 264.3,cer,2553.160183,,,,,5232.760353,5101.380367,5182.940399,4804.700352,5566.660419,5166.120319,4659.960323,4813.680302,5236.200424,5076.320351
138,Cer(d18:1/24:0),650.6 -> 264.3,cer,2960.760204,,,,,5857.580391,6123.140381,4887.580315,4956.500347,5156.280354,6283.400394,5174.760406,4871.900318,5483.220367,6101.020466
139,Cer(d18:1/24:1(15Z)),648.6 -> 264.3,cer,2857.880211,,,,,3361.180237,3300.020226,3381.840256,3470.700218,3546.820267,3493.860233,3249.0802,3900.080257,2972.760204,3666.580265
140,Cer(d18:1/26:0),678.7 -> 264.3,cer,2517.880192,,,,,3541.200253,3067.940228,3222.040215,3241.900215,3578.500259,2969.080227,3331.380241,2880.080196,3233.380234,3431.380241
141,Cer(d18:1/26:1(17Z)),676.7 -> 264.3,cer,2416.940178,,,,,2691.740181,2810.140198,2506.060173,2839.660225,2690.220192,2514.020164,2729.700191,2867.580208,2657.840191,2856.160202
142,Cer(d18:2/14:0),508.5 -> 262.4,cer,2425.620159,,,,,2729.680187,2674.760204,2570.680172,3011.920219,2531.060192,2794.640209,2702.540195,2694.220184,2844.640202,2782.940201
143,Cer(d18:2/16:0),536.5 -> 262.4,cer,2448.640167,,,,,2856.640198,2934.340202,2766.340176,3148.560234,2943.420208,3046.580212,2597.220169,2811.260216,2598.300179,2740.100193
144,Cer(d18:2/18:1),562.5 -> 262.4,cer,2593.180187,,,,,2816.880203,2859.940212,2582.440178,2563.70018,2578.300179,2561.720173,2666.500206,2624.600189,2803.980198,2529.180187
145,Cer(d18:2/20:0),592.6 -> 262.4,cer,2733.600197,,,,,4022.820282,4152.500305,4727.12038,4097.420311,4370.300301,4047.52026,4511.760281,3939.66032,4065.440292,4159.860291
146,Cer(d18:2/20:1),590.6 -> 262.4,cer,2624.80019,,,,,2842.940189,2672.500168,2547.120174,2619.080193,2676.36018,2619.820183,2749.440197,2731.2202,2629.900166,2606.28017
147,Cer(d18:2/22:0),620.6 -> 262.4,cer,2534.780178,,,,,3972.400261,3486.020252,3663.200264,4097.6003,4347.840343,3929.06028,3633.20026,3346.060234,3512.280239,4026.100273
148,Cer(d20:0/26:0(2OH)),724.7 -> 292.4,cer,2612.900192,,,,,2910.940216,2718.600193,2931.760204,2862.160194,2763.080193,2909.340214,2764.500198,2966.860214,2827.360195,2793.940197
149,Cer(d20:0/26:0),708.7 -> 292.4,cer,2536.000191,,,,,3001.240215,2649.120193,2745.740177,2734.860195,2629.740173,2664.960186,2849.640209,2672.180199,2692.060192,2793.680214
150,Cer(t18:0/16:0(2OH)),572.5 -> 282.4,cer,2562.620197,,,,,3864.500244,4282.340286,4008.040302,4413.040318,2975.200218,3203.94022,3377.560238,3383.220219,3079.520214,3075.5802
151,Cer(t18:0/18:0(2OH)),600.6 -> 282.4,cer,2600.480179,,,,,3933.520309,3992.660271,3725.06028,3606.620251,3093.720207,3231.960232,2926.260201,3154.420212,4136.620304,4164.50029
152,Cer(t18:0/20:0(2OH)),628.6 -> 282.4,cer,2624.060192,,,,,3695.400246,2882.84021,2800.860226,2787.700184,3022.520191,2833.720207,2805.68021,2825.880177,2830.080185,2823.080193
153,Cer(t18:0/22:0(2OH)),656.6 -> 282.4,cer,7291.140526,,,,,3182.78022,3250.760235,3290.280224,2844.220196,3074.440212,3245.160229,3154.160225,3340.960251,3346.240231,3095.720211
154,Cer(t18:0/24:0(2OH)),684.7 -> 282.4,cer,3771.920242,,,,,3325.640244,3186.000229,3063.860229,2941.760223,3750.720257,3013.800224,2918.160213,3046.640202,3264.700226,3236.940247
155,Cer(t18:0/26:0(2OH)),712.7 -> 282.4,cer,2660.120186,,,,,2690.420185,2703.060196,2581.86018,2576.820194,2830.540195,2696.000179,2533.600189,2657.500198,2494.300186,2734.340199
156,Cer(t20:0/26:0(2OH)),740.7 -> 310.4,cer,2529.420177,,,,,2830.340206,2501.320171,2443.400173,2695.540203,2600.460175,2605.220192,2448.400173,2620.24017,2604.080189,2621.240181
157,CerP(d18:0/16:0),620.5 -> 266.4,cer,2492.520176,,,,,3002.040203,2925.20023,2842.660202,2726.280197,2645.440178,2830.140194,2568.340183,2669.600185,2684.260189,2881.120193
158,CerP(d18:1/12:0),562.4 -> 264.3,cer,2452.10017,,,,,3077.260239,2819.700207,2721.180168,2658.540195,2828.980209,2974.980225,2891.340221,2851.760201,2854.940193,3070.800201
159,CerP(d18:1/14:0),590.5 -> 264.3,cer,2610.620182,,,,,3380.040276,3130.380219,3660.120266,3120.800228,3080.800217,3590.620262,3336.56023,3375.940239,3416.800285,3111.860222
160,CerP(d18:1/16:0),618.5 -> 264.3,cer,2565.440189,,,,,3021.720238,2832.9002,2809.220215,2940.940205,2889.300194,2835.0802,2804.820206,2731.820198,2878.780193,2764.200191
161,CerP(d18:1/18:0),646.5 -> 264.3,cer,2658.620197,,,,,2951.700211,2860.740215,2886.020203,2842.940197,2808.440201,2864.140202,2686.340179,2790.340202,2772.540184,2760.320198
162,CerP(d18:1/2:0),422.3 -> 264.3,cer,2573.440189,,,,,2841.200203,3062.340206,2729.36018,2758.280174,2538.000168,2528.940208,2847.000175,3066.720219,2816.760212,2802.540199
163,CerP(d18:1/20:0),674.5 -> 264.3,cer,2713.960175,,,,,2886.000206,2789.860207,2905.920193,3123.48024,2763.820198,2797.380192,2790.860195,2860.140179,2687.240181,2796.220184
164,CerP(d18:1/22:0),702.6 -> 264.3,cer,2617.680187,,,,,2889.920204,2931.480217,2846.120201,2625.460201,2777.920193,2673.360199,2558.480194,2565.420174,2558.980179,2965.840218
165,CerP(d18:1/24:0),730.6 -> 264.3,cer,2451.000175,,,,,2682.560181,2696.360184,3013.220192,2518.980186,2701.560188,2630.700176,2706.560192,2575.420181,2493.580189,2693.980206
166,CerP(d18:1/24:1(15Z)),728.6 -> 264.3,cer,2551.620182,,,,,2763.180183,2774.660191,2508.78017,2503.800182,2628.640186,2890.520203,2792.480194,2657.680214,2803.500217,2741.980186
167,CerP(d18:1/26:0),758.6 -> 264.3,cer,2529.120178,,,,,2621.480167,2738.600201,2760.560177,2519.320171,2488.580177,2621.440186,2555.060184,2593.780178,2531.480183,2551.200184
168,CerP(d18:1/26:1(17Z)),756.6 -> 264.3,cer,2557.180183,,,,,2594.660175,2481.660172,2452.620186,2489.960175,2587.080193,2549.720184,2633.580181,2498.760181,2466.540169,2773.480202
169,CerP(d18:1/8:0),506.4 -> 264.3,cer,2585.300175,,,,,3879.440277,3591.940228,3781.320255,3304.580246,3901.520287,3146.560234,4284.540321,3587.220238,3441.820244,3780.520267
170,C12:0,199.2 -> 199.2,FFA,24207.46178,,,,,152780.0106,153904.8118,154836.9097,157741.3515,162862.3306,170416.1717,171294.7729,163977.1324,165822.9126,166519.832
171,C12:1,197.2 -> 197.2,FFA,16754.88113,,,,,95438.00633,94099.24654,95713.96645,90589.16689,103351.347,103551.0876,107669.0484,96442.18689,104189.7278,100975.6673
172,C14:0,227.3 -> 227.3,FFA,60444.38452,,,,,678254.5483,714176.8883,696628.8478,725513.9762,762170.0294,744373.4353,819496.998,785193.9182,787480.9376,813251.8239
173,C14:1,225.2 -> 225.2,FFA,45931.26303,,,,,316522.1234,292564.6605,289586.8391,294582.2204,303082.562,302966.8631,306907.7204,322531.6607,318684.5655,300812.8598
174,C15:0,241.3 -> 241.3,FFA,53257.42375,,,,,1175022.787,1188292.886,1219096.108,1191808.684,1325590.074,1257970.381,1300587.245,1250029.253,1266517.364,1323213.577
175,C15:1,239.3 -> 239.3,FFA,66221.46466,,,,,1085683.473,989140.0526,981380.7814,1033645.609,1103145.541,1033882.408,1060100.718,1100970.903,1061427.499,1053673.709
176,C16:0,255.3 -> 255.3,FFA,807194.8112,,,,,25501593.25,27676761.12,27932631.32,26602126.91,28580480.52,27611140.16,30469477.02,29514385.35,31802843.8,30284064.65
177,C16:1,253.3 -> 253.3,FFA,29582.26213,,,,,782336.5543,821737.1143,895679.9828,852990.6621,845664.1576,909077.5849,858429.0381,829595.1006,933895.5647,841601.9335
178,C17:0,269.3 -> 269.3,FFA,70772.08475,,,,,1309573.387,1355862.293,1354010.706,1335273.212,1418521.658,1428744.983,1520598.696,1465373.521,1486074.35,1465846.784
179,C17:1,267.3 -> 267.3,FFA,29242.36201,,,,,267247.3597,285192.8404,299518.1806,276152.6403,309279.9606,292152.0186,303162.5206,301344.9023,291780.5593,295740.1189
180,C18:0,283.3 -> 283.3,FFA,859046.3831,,,,,25548993.28,27323641,27463678.2,26100151.6,26612354.61,27715431.79,29157921.31,29328948.28,31160644.22,29021273.68
181,C18:1,281.3 -> 281.3,FFA,66694.92464,,,,,1334778.218,1402765.206,1385696.24,1411354.316,1434688.95,1402304.718,1628715.025,1449338.679,1457519.58,1529111.344
182,C18:2,279.3 -> 279.3,FFA,23350.44178,,,,,122922.5281,130526.0481,122623.7487,126661.3085,125080.1883,132490.4706,148820.6705,135206.7098,138286.8107,143075.8908
183,C18:3,277.3 -> 277.3,FFA,16292.34127,,,,,139325.9295,141888.35,144752.8301,144727.6707,149902.2108,146662.7708,153761.9507,154441.3511,151889.3498,144061.9104
184,C18:4,275.3 -> 275.3,FFA,16800.14114,,,,,295657.8216,324187.7238,291758.0195,313442.2226,301491.0816,335768.9648,365571.3463,342799.8421,298370.8423,364258.847
185,C19:0,297.3 -> 297.3,FFA,132988.1299,,,,,1566142.134,1612821.652,1587808.876,1540852.636,1591058.263,1586446.293,1737275.993,1696353.509,1704798.3,1648985.785
186,C20:0,311.3 -> 311.3,FFA,307055.0004,,,,,1062550.014,1059329.917,1078065.995,1006268.133,975798.1346,994980.2478,1057147.04,1027916.055,1061374.838,1026783.433
187,C20:1,309.3 -> 309.3,FFA,29749.04217,,,,,284819.9989,296393.6625,296664.9806,289291.8793,314583.9634,288614.6205,326818.6646,304857.5429,304547.8809,307558.483
188,C20:3,305.3 -> 305.3,FFA,36630.90263,,,,,170403.8326,176234.5727,159149.8704,181183.8728,157819.1912,172791.9724,178536.2921,170481.473,170049.6922,186869.5319
189,C20:4,303.3 -> 303.3,FFA,19692.30137,,,,,234979.8163,235105.1959,229954.1565,248836.7375,190893.5125,195727.8542,227235.1961,200656.7156,265751.378,262786.6613
190,C20:5,301.3 -> 301.3,FFA,43585.48311,,,,,212621.0354,217469.4156,212625.5541,219166.5352,205118.3144,201287.6138,222849.8162,225433.0357,223899.5762,229252.7166
191,C22:0,339.3 -> 339.3,FFA,190928.454,,,,,900894.0655,912537.8503,939821.5109,895821.2801,894776.1222,882405.6276,911302.2448,863604.9,990217.6658,875430.6389
192,C22:1,337.3 -> 337.3,FFA,39254.00281,,,,,328500.1426,325800.8818,364770.7861,348915.9444,368924.4259,341883.0665,336893.6243,329042.6254,352478.9641,338461.3053
193,C22:4,331.3 -> 331.3,FFA,37027.26273,,,,,117028.5676,117149.5488,120303.2085,124076.5084,118037.4883,122021.6488,124908.7491,127086.7693,136379.7304,121332.2286
194,C22:5,329.3 -> 329.3,FFA,32948.46242,,,,,280039.6208,278443.6013,283087.842,285709.4219,275065.5803,259979.4768,274551.2176,268482.4768,302603.7799,279439.5811
195,C22:6,327.3 -> 327.3,FFA,48043.82324,,,,,355543.9445,357781.6447,359469.2437,378895.3865,340601.1851,323574.5816,363044.2059,328573.6228,378660.9475,372606.0062
196,C24:0,367.3 -> 367.3,FFA,156360.6902,,,,,1403027.804,1506219.04,1526045.941,1404171.779,1542886.56,1461050.383,1378981.555,1394185.682,1430973.522,1363098.655
197,C24:1,365.3 -> 365.3,FFA,30146.96207,,,,,1420623.099,1534609.272,1489981.409,1518489.096,1668535.44,1327739.024,1337261.316,1256830.71,1290598.74,1280888.99
198,C24:5,353.3 -> 353.3,FFA,50897.54383,,,,,627958.6049,641534.8239,669493.3489,637196.0012,692694.8712,664267.8115,641186.6487,647385.8869,681162.2077,622975.746
199,C24:6,355.3 -> 355.3,FFA,46765.24342,,,,,347467.0058,383554.4674,375931.2867,363818.8465,379945.425,395679.2277,344530.7064,369937.784,380820.3862,345830.3439
200,C26:0,395.3 -> 395.3,FFA,76516.90511,,,,,914848.0666,1014872.625,982587.6067,961013.4485,1023564.659,881793.2839,902143.0211,846049.3857,856356.1168,832518.8223
201,C26:1,393.3 -> 393.3,FFA,31316.76229,,,,,1556502.309,1733007.758,1591260.263,1681798.04,1686700.023,1392143.33,1377688.54,1211752.072,1305834.658,1346208.383
202,C28:0,423.4 -> 423.4,FFA,42216.40306,,,,,755665.1336,753845.0299,934006.7641,718513.0316,867709.4206,746369.1305,660124.9457,653477.2671,826260.3775,610608.9055
203,C30:0,451.4 -> 451.4,FFA,28527.50211,,,,,501374.1172,518324.4567,570875.6607,500150.6156,539644.4543,564562.6988,481132.7944,488253.9939,534205.0202,458914.0138
204,C32:0,479.4 -> 479.4,FFA,25028.48163,,,,,279511.159,286947.9001,317455.8814,286302.0204,304868.1203,297507.3581,260276.2567,268510.9172,301190.5399,247131.3785
205,C34:0,507.5 -> 507.5,FFA,18926.46126,,,,,352843.6658,369345.1476,419674.971,341091.762,398823.2661,392570.4694,332226.9819,341520.5656,408415.6096,330165.5845
206,PC (30:0),706.5 -> 184.1,PCandSM,6065.100365,,,,,54234.18397,64351.54472,48633.50357,52287.18385,46360.46324,59681.78423,67988.00539,65747.92558,48567.04392,60252.14349
207,PC (30:1),704.5 -> 184.1,PCandSM,24192.88176,,,,,366831.2829,408345.5317,305993.6019,348201.6691,288763.6602,406889.3458,409300.8908,430016.4885,301858.6805,406923.0454
208,PC (30:2),702.5 -> 184.1,PCandSM,3630.80027,,,,,51326.30364,59960.90424,44662.60326,50288.92319,42680.46272,61409.84385,57776.36407,60626.62465,44988.16301,58124.28435
209,PC (32:0),734.6 -> 184.1,PCandSM,13310.04095,,,,,150398.2492,174170.9507,138847.4298,158097.6109,133532.8699,185892.2726,191171.8946,195094.1739,143076.2108,185321.5924
210,PC (32:1),732.6 -> 184.1,PCandSM,11752.90082,,,,,132802.0896,156613.8891,123656.7083,136263.4305,117981.8279,156817.4106,166875.6939,174321.5114,124431.83,165509.4508
211,PC (32:2),730.5 -> 184.1,PCandSM,3583.380257,,,,,29708.3419,33502.38221,26960.86218,31012.16226,27450.12206,37642.84294,34748.14238,33455.32245,28451.66195,34578.64217
212,PC (32:3),728.5 -> 184.1,PCandSM,1515.440102,,,,,3184.720226,3075.060265,2786.880199,3279.480244,2710.580235,3122.300224,3427.260269,3618.280296,3132.160233,3362.200226
213,PC (32:4),726.5 -> 184.1,PCandSM,1506.580109,,,,,2055.820148,2404.48019,1929.400139,1949.960148,2285.500149,2066.980129,2268.100155,2092.080143,1982.600136,2259.600166
214,PC (32:5),724.5 -> 184.1,PCandSM,1454.760105,,,,,6030.260433,5220.400349,5291.120426,5260.840366,4635.360336,6096.08046,4470.220341,5550.000416,4677.000332,4261.18034
215,PC (34:0),762.6 -> 184.1,PCandSM,7850.040604,,,,,107266.8271,124623.6078,98381.56683,112628.0887,103916.6868,131417.9891,139694.5506,144844.1113,99800.78693,138543.8096
216,PC (34:1),760.6 -> 184.1,PCandSM,37059.8427,,,,,711088.4735,897416.0652,669817.6483,783311.3087,698774.1138,926904.1007,953059.5137,1006576.376,696172.2681,980486.0682
217,PC (34:2),758.6 -> 184.1,PCandSM,5052.520378,,,,,91437.10723,109132.5274,84419.1658,97054.16595,89884.32661,114725.9685,120237.769,124077.2096,89931.28588,121209.7692
218,PC (34:3),756.6 -> 184.1,PCandSM,1570.180103,,,,,9254.640682,10135.38066,8309.880543,8992.940575,8483.440613,10695.16082,10986.36077,10679.64071,8843.480621,10651.86075
219,PC (34:4),754.5 -> 184.1,PCandSM,2147.860153,,,,,28739.5619,26563.24225,23562.92175,28039.30217,24937.90173,30387.74235,32502.02224,31831.48229,24838.12191,30605.28199
220,PC (34:5),752.5 -> 184.1,PCandSM,1649.100124,,,,,8019.840477,8712.000633,8170.900581,7636.120548,7031.520454,9348.940701,9090.18071,8915.560524,7864.460636,8820.620594
221,PC (34:6),750.5 -> 184.1,PCandSM,1583.380104,,,,,4042.600285,4638.800323,4213.440296,4560.900349,4438.960255,4973.700348,5550.980358,6721.040459,4254.660309,5932.240425
222,PC (36:0); PCp(38:6),790.6 -> 184.1,PCandSM,9075.880627,,,,,113951.8085,142650.9718,104669.4481,122213.6881,109138.2069,146371.7112,146996.1708,153610.11,115085.5287,155283.1316
223,PC (36:1),788.6 -> 184.1,PCandSM,28641.94207,,,,,463753.0763,571410.2563,434523.7134,494159.2574,424362.0526,583564.1471,608081.667,638300.0885,463338.2733,610584.4793
224,PC (36:2),786.6 -> 184.1,PCandSM,13582.24102,,,,,223937.4161,274419.3803,213702.2954,235560.4364,211790.3745,289713.8008,288775.1398,312749.9815,226337.3571,292185.4202
225,PC (36:3),784.6 -> 184.1,PCandSM,4657.700356,,,,,79948.88641,97880.8472,77324.64642,94252.48604,84335.50532,104061.8267,108760.2279,111602.9478,81769.1263,111016.447
226,PC (36:4),782.6 -> 184.1,PCandSM,3977.24028,,,,,78849.606,102378.507,77291.72521,84745.14578,77954.20583,105298.7872,106839.227,109101.6472,82999.18538,105781.0882
227,PC (36:5),780.6 -> 184.1,PCandSM,1762.280121,,,,,11072.42079,13793.04099,10875.44072,12225.94086,11897.86096,14972.00114,15386.36097,16733.74113,11507.06078,14215.28088
228,PC (36:6),778.5 -> 184.1,PCandSM,1593.780106,,,,,4919.800411,4942.380337,5905.600464,5113.120377,4690.040333,5798.520409,5229.760334,6437.04039,4457.220318,6244.820465
229,PC (36:7),776.5 -> 184.1,PCandSM,2392.220188,,,,,15456.64103,17147.20132,14215.20089,16837.34138,15277.98109,19715.08139,20363.54156,19828.28136,15085.62112,19893.88138
230,PC (36:8),774.5 -> 184.1,PCandSM,4818.480331,,,,,56492.70384,72003.52561,52004.54361,59583.00484,56708.36366,71045.72426,69978.0059,77051.605,57406.20386,64254.96493
231,PC (38:0),818.7 -> 184.1,PCandSM,2018.220116,,,,,15227.94119,17923.88126,15223.46096,16371.72111,16192.1412,18505.18141,18542.74139,21901.6616,14617.62108,19839.90142
232,PC (38:1),816.6 -> 184.1,PCandSM,7057.560535,,,,,59968.70428,67799.82434,52789.34358,59529.40399,53319.00385,70606.08481,75166.92493,78734.06538,55121.68382,69172.38446
233,PC (38:2),814.6 -> 184.1,PCandSM,14920.50105,,,,,151262.8922,178854.2533,137065.7291,158028.1909,130910.6695,180626.7121,182587.1116,194161.6535,134617.6709,184144.9738
234,PC (38:3),812.6 -> 184.1,PCandSM,9205.500629,,,,,181882.0933,221742.8392,174260.9919,198879.7139,176567.2523,234994.8181,240347.4576,255881.3367,177066.5141,248841.4981
235,PC (38:4),810.6 -> 184.1,PCandSM,8577.440548,,,,,219561.1944,283283.8173,212298.3526,245458.2387,233328.018,292443.7014,298469.261,316724.3619,220285.8152,308619.9196
236,PC (38:5),808.6 -> 184.1,PCandSM,5822.720413,,,,,163340.3105,203250.8917,158248.1702,180984.6717,171667.0532,211831.6322,220644.2558,232293.0959,154483.1513,209590.473
237,PC (38:6),806.6 -> 184.1,PCandSM,3562.360222,,,,,96090.38735,117478.1681,89452.26759,101801.368,97022.30734,124312.8489,125805.2888,134897.9704,83821.74604,114332.8285
238,PC (38:7),804.6 -> 184.1,PCandSM,1755.480103,,,,,10944.82072,11166.50091,9492.500774,9717.500595,10264.2408,10554.60067,12812.2808,11775.28076,9464.740646,10316.52071
239,PC (38:8),802.5 -> 184.1,PCandSM,3692.600269,,,,,27862.42187,31031.6025,25267.34175,27794.2819,24670.90176,32085.80255,32378.18209,35868.90331,23995.94173,32079.7823
240,PC (38:9),800.5 -> 184.1,PCandSM,3521.540249,,,,,27424.48164,31997.28232,24594.7815,29340.40207,26792.82167,34700.44209,32352.88209,34648.08224,25534.18174,36539.54231
241,PC (40:0),846.7 -> 184.1,PCandSM,1693.16013,,,,,38672.54231,45285.26381,41496.94311,46635.94345,49461.08311,52061.44318,55055.2634,56148.70375,47642.68319,59545.86405
242,PC (40:1),844.7 -> 184.1,PCandSM,1580.100109,,,,,3502.180233,5275.000313,3918.420254,3839.800266,3904.360283,5445.460423,4723.780361,5102.380352,4402.14032,4659.640305
243,PC (40:10),826.5 -> 184.1,PCandSM,1909.160133,,,,,7940.280586,9231.940628,6436.100372,8324.220604,7519.580532,8261.000637,8865.080624,9425.600651,6772.960518,9696.28072
