,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1054,TAG(54:7)_FA 16:0,894.8 -> 621.8,TAG1,1086.980076,,,1210.840084,1134.800083,1186.300076,1014.360069,1302.060108,1124.860077,1213.720097,1174.640072,1036.640079,1221.620079,1107.90007,1143.840092
1055,TAG(54:7)_FA 16:1,894.8 -> 623.8,TAG1,986.1800766,,,1059.560074,1099.120075,1024.000084,1088.060074,1063.300072,1042.360077,1086.800079,1022.360077,1122.300072,1130.600075,1019.200073,1019.620079
1056,TAG(54:7)_FA 18:0,894.8 -> 593.8,TAG1,1102.700085,,,1082.740074,1052.960079,1103.420067,996.9400673,1011.080074,1226.060081,1139.800083,1078.740078,1151.020081,1174.260078,1058.060081,1109.760078
1057,TAG(54:7)_FA 18:1,894.8 -> 595.8,TAG1,997.6800804,,,1167.300079,999.2400818,1027.06007,1150.260071,1115.120075,1127.88007,1027.480072,1050.600082,1047.540066,999.480072,1073.360077,1008.100075
1058,TAG(54:8)_FA 16:0,892.7 -> 619.7,TAG1,1127.200081,,,1218.840096,1178.540081,1213.000092,1213.00008,1130.940083,1040.180077,1234.800083,1512.900116,1048.360065,1262.000084,1032.000069,999.2600746
1059,TAG(54:8)_FA 16:1,892.7 -> 621.7,TAG1,989.340065,,,1183.240078,1230.040085,1075.780075,1093.880081,1242.760086,1124.520088,1154.580097,1108.640076,1402.680088,1101.200077,1318.94009,1137.580074
1060,TAG(54:8)_FA 18:0,892.7 -> 591.696,TAG1,1001.880066,,,1216.560074,1342.480106,1207.940094,1060.860077,1126.660072,998.4400711,1365.240101,1108.180077,1119.220081,1214.82008,1028.300072,1200.720097
1061,TAG(54:8)_FA 18:1,892.7 -> 593.7,TAG1,999.8600693,,,1046.020081,1035.960068,1109.260086,1123.720078,1068.980072,1075.680077,1161.600079,1060.820084,1140.10009,1235.680084,1056.120075,968.900074
1062,TAG(56:0)_FA 16:0,936.9 -> 663.9,TAG1,1131.440079,,,15438.38103,10621.5006,11278.18073,9747.360714,9264.940617,14103.00104,18344.80107,21241.14149,19922.98188,19902.7813,6424.24036,7732.660622
1063,TAG(56:0)_FA 16:1,936.9 -> 665.9,TAG1,1006.060074,,,1754.400139,1672.080101,1469.500111,1549.500103,1438.800098,1512.780109,2127.020153,2294.020161,2624.12019,2862.000198,1106.100079,1682.920128
1064,TAG(56:0)_FA 18:0,936.9 -> 635.9,TAG1,1072.520077,,,1103.440075,1119.800083,1067.560081,1068.500072,1191.500084,1087.240067,1128.620075,1130.340084,1187.380077,1220.860092,1057.100075,1162.920082
1065,TAG(56:1)_FA 16:0,934.9 -> 661.9,TAG1,1037.24007,,,1243.440086,1388.300102,1359.000095,1150.300068,1186.040089,1300.100086,1275.140091,1295.180084,1208.120079,1289.920086,1082.16008,1126.600071
1066,TAG(56:1)_FA 16:1,934.9 -> 663.9,TAG1,1208.080086,,,8956.08062,6688.240456,6120.40052,5923.380451,5890.300457,7584.580421,11584.24081,12969.10102,13604.50103,13582.84098,4625.160309,5449.140316
1067,TAG(56:1)_FA 18:0,934.9 -> 633.9,TAG1,1078.100063,,,1037.360065,1067.460075,1105.280083,1059.760078,1046.720081,1118.780079,1205.920094,1062.640087,1101.900085,1047.440075,1028.260071,1140.680088
1068,TAG(56:2)_FA 16:0,932.9 -> 659.9,TAG1,1002.800083,,,1293.300087,1541.640121,1441.940098,1597.860111,1261.200089,1267.540096,1314.500095,1257.16008,1243.540085,1272.460079,1451.160099,1189.420086
1069,TAG(56:2)_FA 16:1,932.9 -> 661.9,TAG1,1064.460079,,,1128.500084,1252.960094,1112.040077,1143.920082,1122.820087,1163.080082,1288.260098,1180.660084,1214.26009,1199.560093,1030.580074,1194.300087
1070,TAG(56:2)_FA 18:0,932.9 -> 631.9,TAG1,1115.66008,,,1023.940071,1106.100079,1091.820072,1094.060081,1209.000084,1113.000076,1085.220081,1087.120079,994.2400703,1100.420078,1027.580074,1135.900078
1071,TAG(56:3)_FA 16:0,930.8 -> 657.8,TAG1,1061.100082,,,1187.400085,1054.060074,1153.360085,1159.580086,1053.360073,1095.100079,1199.180088,1145.840076,1015.120064,1114.820076,1039.980072,1036.320068
1072,TAG(56:3)_FA 16:1,930.8 -> 659.8,TAG1,1042.760078,,,1518.380119,1848.300117,1481.460102,2071.760143,1520.12011,1728.880116,1643.760128,1380.480103,1362.94009,1448.220097,1829.760159,1650.720116
1073,TAG(56:3)_FA 18:0,930.8 -> 629.8,TAG1,1082.840073,,,1095.18008,1041.200073,1031.880077,1147.500072,1029.56007,1076.200073,1252.080082,1054.140076,1155.600075,1100.420071,1024.300076,1083.04007
1074,TAG(56:4)_FA 16:0,928.8 -> 655.8,TAG1,1119.400074,,,1137.400082,1198.2001,1222.060085,1105.140083,1297.860088,1068.760082,1221.080086,1209.60009,1270.380093,1244.300076,1162.600086,1133.420078
1075,TAG(56:4)_FA 16:1,928.8 -> 657.8,TAG1,1046.780071,,,1050.460068,1043.420071,1112.460083,1060.940079,1056.660072,1072.900085,1079.32008,1101.260075,1131.300068,1109.080074,1126.06007,1131.640068
1076,TAG(56:4)_FA 18:0,928.8 -> 627.8,TAG1,1085.920082,,,1030.800079,1191.12009,1119.220081,1191.280075,1095.120075,1168.820072,1168.980083,1084.820084,1020.480076,1226.120083,1170.000095,1392.380112
1077,TAG(56:5)_FA 16:0,926.8 -> 653.8,TAG1,1076.640076,,,1698.760132,1690.16013,1556.480106,1486.800098,1844.680122,1648.400112,1396.3801,1481.240105,1574.920116,1579.220108,1557.220112,1419.340103
1078,TAG(56:5)_FA 16:1,926.8 -> 655.8,TAG1,1163.400082,,,1228.700096,1171.400089,1114.780079,1293.360085,1051.500084,1474.460114,1268.920086,1125.240074,1159.000076,1096.900085,1367.640095,1264.060085
1079,TAG(56:5)_FA 18:0,926.8 -> 625.8,TAG1,1083.880066,,,1352.900101,1161.38007,1205.420082,1018.800076,1082.360065,1145.920086,1223.540081,1187.16008,1105.600067,1102.980076,1119.380077,1174.220085
1080,TAG(56:6)_FA 16:0,924.8 -> 651.8,TAG1,1070.66008,,,1369.300087,1312.700096,1413.640099,1276.7201,1780.580132,1309.800087,1399.660107,1291.520088,1534.740105,1323.660084,1341.080109,1056.340088
1081,TAG(56:6)_FA 16:1,924.8 -> 653.8,TAG1,1003.500072,,,1878.040134,2161.500164,1746.940113,1865.080112,1525.380112,1981.460136,1799.700142,1528.260117,1514.760113,1702.440144,1449.080109,1574.340115
1082,TAG(56:6)_FA 18:0,924.8 -> 623.8,TAG1,1001.360073,,,1192.300079,1097.480087,1124.260075,1045.600079,1102.340076,1081.560078,1109.020081,1173.600079,1206.120083,1106.84008,1138.880093,1147.780087
1083,TAG(56:7)_FA 16:0,922.8 -> 649.8,TAG1,1135.520069,,,1261.360085,1063.340073,1151.420086,1102.080082,1147.380074,1195.620079,1038.380077,1228.960079,1362.28009,1165.000088,1142.960075,1044.940075
1084,TAG(56:7)_FA 16:1,922.8 -> 651.8,TAG1,1049.120083,,,1074.280067,1050.980076,1011.88007,1118.120087,1078.600082,1027.82008,1032.320076,1021.020077,1207.860085,1137.48008,1022.820068,1016.680069
1085,TAG(56:7)_FA 18:0,922.8 -> 621.8,TAG1,1123.420078,,,1070.220078,1105.840061,1054.260067,1183.940075,1136.280079,1135.620083,1320.500084,1153.26009,1124.400085,1146.920082,1142.680069,973.9600754
1086,TAG(56:8)_FA 16:0,920.8 -> 647.8,TAG1,1040.000076,,,1097.000072,1166.080078,1022.500069,1254.160091,1128.180077,1088.580082,1107.200081,1205.880089,1102.420071,1290.260071,1159.900089,1029.220066
1087,TAG(56:8)_FA 16:1,920.8 -> 649.796,TAG1,986.4200706,,,1043.22007,1078.300076,1008.240067,965.4600639,1029.300068,970.9400673,1046.180069,1059.180073,980.3200645,1177.500084,994.1800652,1016.580067
1088,TAG(56:8)_FA 18:0,920.8 -> 619.8,TAG1,1017.280071,,,1235.500088,1075.920086,983.2800713,1042.080078,1028.160076,1100.320084,979.6600723,1179.040089,1049.420067,1303.100086,1057.74007,955.7800636
1089,TAG(58:0)_FA 16:0,964.9 -> 691.9,TAG1,1120.000076,,,1061.920082,1115.100082,1105.300076,1076.760075,1132.080074,1111.680077,1200.180088,1086.600075,1083.84008,1067.240078,1052.420078,1100.080082
1090,TAG(58:0)_FA 16:1,964.9 -> 693.9,TAG1,1051.700077,,,1025.840069,1059.300076,1054.240078,1027.500057,1046.060074,1071.580086,1076.460075,1094.720085,1103.760082,1024.060074,1016.620075,1014.280083
1091,TAG(58:0)_FA 18:0,964.9 -> 663.9,TAG1,1098.480076,,,10594.62063,7224.740623,7261.500519,6318.820435,6728.560532,10747.38071,13729.42102,14447.50113,12980.88081,13413.54099,5359.900414,6093.380363
1092,TAG(58:1)_FA 16:0,962.9 -> 689.9,TAG1,1069.720078,,,1083.580074,1036.660076,1151.18008,1106.420082,1103.620075,1095.860073,1090.040066,1162.540077,1078.780079,1087.120075,1096.520073,1074.120071
1093,TAG(58:1)_FA 16:1,962.9 -> 691.9,TAG1,1056.040066,,,1098.300076,1049.240059,1053.940075,1029.820065,1041.34008,1078.48008,1116.780079,1100.380074,1052.960064,1077.060078,1048.520077,1031.700069
1094,TAG(58:1)_FA 18:0,962.9 -> 661.9,TAG1,1119.360081,,,1176.880089,1320.800095,1391.940086,1164.880074,1463.560097,1578.920109,1559.320129,1246.780083,1171.720074,1310.500099,1243.220081,1266.060097
1095,TAG(58:10)_FA 16:0,944.8 -> 671.8,TAG1,1029.060074,,,1105.020077,1156.520081,1148.94009,1074.660084,1048.080074,1132.10009,1115.580082,1103.660069,1073.320087,1126.400089,1059.440071,1035.940071
1096,TAG(58:10)_FA 16:1,944.8 -> 673.8,TAG1,1081.380085,,,1024.060066,1116.120083,1050.140076,1070.16008,1000.200077,1065.380066,1048.500072,1052.080078,1078.160076,1039.540073,1041.280067,1037.140076
1097,TAG(58:10)_FA 18:0,944.8 -> 643.8,TAG1,1029.34008,,,1002.380062,1115.040073,1058.000072,1139.140076,1086.280083,1103.640068,1212.900089,1007.820061,1029.880074,1137.460068,1146.780079,1075.020084
1098,TAG(58:2)_FA 16:0,960.9 -> 687.9,TAG1,1131.640079,,,1108.960083,1464.48011,1691.840115,1459.360111,1396.960094,1192.640068,1489.560101,1548.280125,1120.420074,1576.600109,1297.860085,1131.16008
1099,TAG(58:2)_FA 16:1,960.9 -> 689.9,TAG1,990.1600723,,,1083.260075,1038.34008,1044.800076,1073.340076,1101.660072,1090.140072,1161.200081,1135.240078,1039.420063,1121.080078,1017.020073,1028.260067
1100,TAG(58:2)_FA 18:0,960.9 -> 659.9,TAG1,1025.560066,,,1757.34013,2282.380165,1414.820095,1389.120094,1846.100159,1809.760124,1281.840088,1051.940083,1467.780106,1426.960094,1447.460117,1438.560101
1101,TAG(58:3)_FA 16:0,958.9 -> 685.9,TAG1,1074.220074,,,4336.360275,3497.980251,3725.620255,3235.880238,4212.940269,3062.640198,5350.640335,5350.500378,3550.160255,4516.040306,3039.44022,2764.060177
1102,TAG(58:3)_FA 16:1,958.9 -> 687.9,TAG1,1056.360073,,,1373.260094,1140.08009,1076.040081,1245.400082,1090.780075,1110.860081,1321.080082,1116.440079,1179.140087,1133.840092,1036.960079,1159.68008
1103,TAG(58:3)_FA 18:0,958.9 -> 657.9,TAG1,1044.260063,,,1056.840076,1099.740086,1213.920078,1048.68008,1079.84008,1027.160072,1004.080074,1117.380085,1066.080082,1087.940071,1023.340073,1039.620083
1104,TAG(58:4)_FA 16:0,956.9 -> 683.9,TAG1,1135.980087,,,1144.200085,1115.04007,1062.600082,1156.32008,1086.040066,1068.120075,1219.520096,1101.120083,1144.16008,1021.500076,1064.82008,1065.000072
1105,TAG(58:4)_FA 16:1,956.9 -> 685.9,TAG1,1040.900074,,,2782.540173,2726.660172,2216.200142,3216.640224,2554.70018,2269.700134,3565.180279,3229.560215,2552.520195,2974.200184,1812.260109,1853.800156
1106,TAG(58:4)_FA 18:0,956.9 -> 655.9,TAG1,998.7600708,,,1113.280075,1191.440075,1105.000084,1142.98008,1187.980091,1149.08009,1129.540089,1209.100094,1053.580078,1072.940067,1105.08007,1070.740086
1107,TAG(58:5)_FA 16:0,954.8 -> 681.8,TAG1,992.0800781,,,1112.720074,1228.560097,1053.760078,1002.340069,1100.420071,1158.380085,1198.000084,1296.76009,1098.060074,1077.18008,1052.00008,1063.280064
1108,TAG(58:5)_FA 16:1,954.8 -> 683.8,TAG1,1040.880074,,,1161.900082,1052.600067,1112.800076,1092.900082,1054.920078,1055.120064,1202.900089,1056.460072,1070.460079,1093.400063,1065.040073,1035.920067
1109,TAG(58:5)_FA 18:0,954.8 -> 653.8,TAG1,1079.620087,,,1526.800125,2241.240166,1727.500118,2017.300163,1710.520123,1883.060158,1598.600117,1616.520119,1589.380138,1654.540112,1503.920116,1707.540134
1110,TAG(58:6)_FA 16:0,952.8 -> 679.8,TAG1,1004.460068,,,1153.520084,1513.900105,1393.780113,1093.700073,1153.540081,1403.860104,1571.060131,1398.14011,1049.300064,1312.360088,989.0000725,1088.340073
1111,TAG(58:6)_FA 16:1,952.8 -> 681.8,TAG1,985.7200813,,,1054.260067,1109.260082,1052.160069,1120.920082,1131.700085,1214.680084,1233.040092,1208.600082,1199.220074,1205.10009,1070.58009,1078.080078
1112,TAG(58:6)_FA 18:0,952.8 -> 651.8,TAG1,1056.200077,,,1221.020081,1255.980083,1191.200081,1165.920086,1291.960087,1200.900085,1077.380077,1191.820091,1226.020092,1249.920094,1156.220089,1197.780075
1113,TAG(58:7)_FA 16:0,950.8 -> 677.8,TAG1,1255.58009,,,1201.760082,1071.940083,1078.200081,1115.920067,1187.080078,1077.220078,1147.660084,1112.960068,1170.260086,1244.840099,1144.740074,1182.580086
1114,TAG(58:7)_FA 16:1,950.8 -> 679.8,TAG1,1047.860069,,,1241.580093,1218.980087,1320.680092,1156.08009,1245.440086,1252.860077,1442.200096,1088.840076,1240.480099,1473.120098,1099.720085,1086.020069
1115,TAG(58:7)_FA 18:0,950.8 -> 649.8,TAG1,1099.080063,,,1132.200089,1139.400085,1176.680077,1043.220089,1081.580074,1137.580074,1118.620068,1158.460079,1023.580078,1143.060078,1088.640083,1105.100071
1116,TAG(58:8)_FA 16:0,948.8 -> 675.8,TAG1,1033.940063,,,1230.820095,1567.400116,1187.120083,1091.620087,1207.680096,1115.720078,1161.220085,1104.500076,1090.160084,1172.100075,1010.600071,1046.340065
1117,TAG(58:8)_FA 16:1,948.8 -> 677.8,TAG1,1022.620075,,,1078.740078,1035.460075,1055.080074,1005.040066,1134.540081,1149.300079,1170.380081,1136.280094,1024.520084,1060.460079,1066.780079,1133.300072
1118,TAG(58:8)_FA 18:0,948.8 -> 647.8,TAG1,1134.920078,,,1215.62009,1256.420086,1014.500069,1044.800072,1088.400074,1069.540073,1181.180073,1171.320084,1007.300072,1105.480072,1031.080074,1106.460079
1119,TAG(58:9)_FA 16:0,946.8 -> 673.8,TAG1,1134.920074,,,1164.460083,1124.200077,1147.840084,1163.460072,1126.460072,1224.940086,1240.500092,1224.160088,1123.640076,1224.240078,1185.120079,1038.620071
1120,TAG(58:9)_FA 16:1,946.8 -> 675.8,TAG1,983.62006,,,1150.900078,1223.820099,1089.820072,1068.32008,1104.220078,1101.940071,1170.120087,1030.760071,1167.020084,1116.340076,1080.48008,1086.060081
1121,TAG(58:9)_FA 18:0,946.8 -> 645.8,TAG1,1054.320076,,,1119.480072,1138.640076,1107.16008,1095.720085,1078.680077,1060.760071,1096.540073,1013.38007,1147.50008,1185.720074,1033.920074,1032.440075
1122,TAG(60:0)_FA 16:0,992.9 -> 719.9,TAG1,994.4000778,,,1075.300076,1059.900082,1131.220074,1119.640079,1096.980068,1045.740082,1044.380066,1006.300087,1055.140079,959.7400665,1078.56007,973.3600731
1123,TAG(60:0)_FA 16:1,992.9 -> 721.9,TAG1,1016.000076,,,1005.720066,1017.90007,1002.500076,1004.420071,1005.500076,1004.040081,1068.360073,989.1400833,1021.74007,967.5400696,1021.820072,1015.660072
1124,TAG(60:0)_FA 18:0,992.9 -> 691.9,TAG1,1048.360069,,,1031.420078,1153.080082,1059.040077,980.6400757,1031.600067,1019.440071,1240.880093,1084.440079,1118.380081,1019.440071,1131.940086,1070.040081
1125,TAG(60:1)_FA 16:0,990.9 -> 717.9,TAG1,1017.920063,,,1146.260078,1099.140072,1198.540092,1086.240086,1099.340069,1125.360092,1094.820087,1182.140087,1063.140079,1066.54007,1063.400082,990.2600708
1126,TAG(60:1)_FA 16:1,990.9 -> 719.9,TAG1,1093.900074,,,1108.220081,1041.860077,1126.780087,1001.560074,991.3800697,1001.320076,1104.90007,1087.82008,1067.380074,1104.780071,1105.520081,1016.060081
1127,TAG(60:1)_FA 18:0,990.9 -> 689.9,TAG1,1078.740074,,,1235.360092,1198.300083,1178.06007,1153.320084,1152.860088,1114.820076,1240.94009,1054.100079,1102.040081,1094.120079,1168.680092,1061.460075
1128,TAG(60:10)_FA 16:0,972.9 -> 699.9,TAG1,1045.040077,,,1034.220078,1147.000088,1089.040077,1026.740078,1034.880077,1031.88007,1170.56007,1068.960072,1060.860069,1132.760082,1211.120087,993.8600655
1129,TAG(60:10)_FA 16:1,972.9 -> 701.9,TAG1,1026.380074,,,994.8800621,1059.680069,1111.420074,1028.980083,1128.960083,1102.72007,1209.28009,1208.100075,1014.260071,1118.640072,1158.140087,1080.440083
1130,TAG(60:10)_FA 18:0,972.9 -> 671.9,TAG1,1053.660072,,,1168.340084,1177.640083,1062.680069,1042.980072,1107.34008,1043.840073,1072.460072,1007.360073,1035.260075,1042.440079,1057.060074,1025.06007
1131,TAG(60:11)_FA 16:0,970.9 -> 697.9,TAG1,1045.000065,,,1064.140079,1059.380074,1097.900082,1107.600071,1145.260086,1033.120064,1240.820087,1110.460087,1138.720081,1054.520073,1045.920078,1081.620079
1132,TAG(60:11)_FA 16:1,970.9 -> 699.9,TAG1,1046.540077,,,1036.760075,1060.480076,1144.580082,1037.260071,1088.620079,1047.860069,1079.540085,1091.160072,1081.200073,1038.000065,1040.540073,1024.840073
1133,TAG(60:11)_FA 18:0,970.9 -> 669.9,TAG1,1048.22007,,,1044.980072,1036.100067,1094.700085,1088.000076,1056.840073,1015.200062,1169.720074,1032.980076,1029.240067,1078.920082,1046.760071,1022.100071
1134,TAG(60:12)_FA 16:0,968.9 -> 695.9,TAG1,991.8200684,,,1157.800091,1070.160076,1187.700092,1069.040077,1058.260071,1109.800079,1146.720078,1022.080078,1056.140072,1198.700081,1035.16008,1071.420071
1135,TAG(60:12)_FA 16:1,968.9 -> 697.9,TAG1,1055.54007,,,1087.020084,1162.820095,1037.680084,1068.680073,1226.800072,1050.600079,1228.080074,1018.340069,1116.380089,1070.700066,1002.200077,1062.420082
1136,TAG(60:12)_FA 18:0,968.9 -> 667.9,TAG1,1028.74007,,,1047.000069,1059.060066,1135.560081,1105.640076,1132.18008,1141.080074,1154.680077,1209.100079,1062.18008,1068.90007,1019.860077,1112.080082
1137,TAG(60:2)_FA 16:0,988.9 -> 715.9,TAG1,1080.480076,,,1037.540066,1072.920063,1041.560074,1072.180084,1050.24007,1111.68008,1074.960072,1186.200089,1244.240082,1076.04007,1075.920082,1007.380066
1138,TAG(60:2)_FA 16:1,988.9 -> 717.9,TAG1,1012.200069,,,1016.420067,1069.700092,1086.880081,1023.980068,1192.100067,1003.140068,1127.840088,1024.060066,1100.020073,1052.700073,1020.900066,987.9400711
1139,TAG(60:2)_FA 18:0,988.9 -> 687.9,TAG1,1058.680088,,,1506.400101,1490.880104,1557.160114,1406.440102,1297.740089,1489.040096,1409.400105,1456.740112,1205.800076,1367.520096,1533.760113,1388.680099
1140,TAG(60:3)_FA 16:0,986.9 -> 713.9,TAG1,1125.920086,,,1103.700069,1103.740082,1024.94009,1199.180084,1120.480083,1084.920071,1107.900078,1153.060081,1162.260082,1166.100086,1059.88007,998.6200752
1141,TAG(60:3)_FA 16:1,986.9 -> 715.9,TAG1,1079.480072,,,1046.220081,1055.820072,1020.880085,1055.200073,1034.400082,1020.200066,1162.160084,1066.840076,1046.320076,1174.820091,1003.860069,1032.920067
1142,TAG(60:3)_FA 18:0,986.9 -> 685.9,TAG1,1038.06007,,,4236.340244,3274.280247,3240.980259,3199.080265,3144.700203,3821.400234,5346.000401,4074.640282,2917.300198,4019.000309,2543.240185,2689.360199
1143,TAG(60:4)_FA 16:0,984.9 -> 711.9,TAG1,1103.720081,,,1018.700066,1084.300079,1027.340069,1035.360077,1161.800076,1040.68008,1113.640076,1068.480072,1006.800072,1112.940075,1043.480072,1026.440067
1144,TAG(60:4)_FA 16:1,984.9 -> 713.9,TAG1,1023.22007,,,1057.520077,1035.800083,1044.260075,1016.260071,1084.800072,1007.940083,1190.360081,1047.100082,1040.920074,1034.380066,1049.98008,1029.58007
1145,TAG(60:4)_FA 18:0,984.9 -> 683.9,TAG1,1148.940075,,,1061.880074,1129.620083,1177.280075,1142.300083,1082.100071,1120.940083,1206.240074,1086.620087,1036.460075,1089.060081,1066.900074,1027.700077
1146,TAG(60:5)_FA 16:0,982.9 -> 709.9,TAG1,1009.820065,,,1047.520077,1185.380093,1089.620079,1086.68008,1097.440094,1060.560074,1222.600079,1063.960072,1125.660076,1126.080078,1034.060074,1070.660069
1147,TAG(60:5)_FA 16:1,982.9 -> 711.9,TAG1,1005.940063,,,1109.580074,1186.580082,1048.160072,1016.400074,1077.920071,1020.940075,1120.720078,1127.400078,1081.140072,1153.440075,1044.880081,1005.680073
1148,TAG(60:5)_FA 18:0,982.9 -> 681.9,TAG1,1116.020073,,,1234.50008,1174.380077,1079.240067,1054.180069,1148.660069,1271.720089,1247.940075,1406.540104,1232.680092,1303.880089,1035.000061,1133.660084
1149,TAG(60:6)_FA 16:0,980.9 -> 707.9,TAG1,1159.560081,,,1157.080074,1101.440067,1210.460091,1047.34008,1074.840073,1102.340084,1129.020073,1110.600086,1094.200085,1039.400074,1101.460087,1058.320072
1150,TAG(60:6)_FA 16:1,980.9 -> 709.9,TAG1,1075.080078,,,1027.400066,1061.660072,1093.060074,1032.88007,1059.800072,1030.980068,1105.860085,1058.020069,1081.300072,1038.060066,1041.560074,1029.360077
1151,TAG(60:6)_FA 18:0,980.9 -> 679.9,TAG1,1100.220074,,,1383.120102,1284.220089,1539.080109,1101.280079,1282.040092,1340.640095,1510.540112,1319.640091,1545.540108,1451.220097,1253.800091,1130.440086
1152,TAG(60:7)_FA 16:0,978.9 -> 705.9,TAG1,1055.900078,,,1099.040081,1129.500084,1051.880085,1063.020084,1181.640091,1101.220074,1120.060085,1107.080086,1074.440071,1064.400078,1037.000072,1060.820076
1153,TAG(60:7)_FA 16:1,978.9 -> 707.9,TAG1,1054.700069,,,993.6000748,1087.50008,1058.920078,1091.74007,1026.260067,1016.640068,1076.100082,1085.080059,1018.140079,1045.700085,990.9000664,1016.260071
1154,TAG(60:7)_FA 18:0,978.9 -> 677.9,TAG1,1004.960075,,,1051.620079,1064.760071,1009.420067,1134.08009,1056.240074,1108.380085,1184.700089,1096.640079,1125.720081,1027.980064,1082.860077,1036.340076
1155,TAG(60:8)_FA 16:0,976.9 -> 703.9,TAG1,1042.080074,,,993.4400787,1030.260071,1080.480068,1123.40007,1000.560066,1035.320072,1105.060074,1115.960075,1126.360077,1212.800083,1049.360069,1061.500072
1156,TAG(60:8)_FA 16:1,976.9 -> 705.9,TAG1,1034.82008,,,1066.480072,1072.380081,1030.460072,1014.260071,1049.300068,1131.000072,1112.360077,1047.340073,1143.940083,1102.980083,1085.460075,1049.260078
1157,TAG(60:8)_FA 18:0,976.9 -> 675.9,TAG1,1080.360065,,,1118.960083,1127.820091,1127.620083,1092.580074,1283.220093,1149.480061,1124.500069,1100.880085,1022.900078,1133.040081,1037.760078,1018.020069
1158,TAG(60:9)_FA 16:0,974.9 -> 701.9,TAG1,1062.120071,,,1009.54007,1106.68008,1069.740078,1070.880081,1114.18008,1090.780094,1315.60009,1166.200077,1175.020081,1033.920074,1126.280087,1118.560074
1159,TAG(60:9)_FA 16:1,974.9 -> 703.9,TAG1,1061.760078,,,1092.800072,1084.200081,1040.620071,1071.080074,1055.300072,1071.100067,1135.880077,1194.500076,1125.140083,1079.420067,1109.500088,1066.420082
1160,TAG(60:9)_FA 18:0,974.9 -> 673.9,TAG1,1064.800076,,,1073.280075,1105.800079,1132.840076,1130.660076,1032.160072,1117.600079,1081.080082,990.7800751,1139.340084,1068.340084,1039.560081,1084.72007
1161,STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 570.8,TAG2,1039.160072,,,9934.600746,8429.700661,10353.78066,9667.940681,10304.26071,11909.5206,10184.46074,13760.30093,15499.38107,13391.12103,10047.28079,8778.600616
1162,TAG(48:0)_FA 18:2,824.8 -> 527.796,TAG2,1063.420082,,,1068.760075,1078.020073,1026.400074,1149.980095,983.4600792,1051.66008,1115.800087,1008.620071,1077.420071,1113.460075,1024.380081,1072.180069
1163,TAG(48:1)_FA 18:2,822.8 -> 525.8,TAG2,1025.300076,,,1042.860077,1094.160076,1129.760078,1049.000084,1024.960072,1089.900085,1049.300079,1046.540066,1004.780067,1129.520077,1075.100075,1008.300076
1164,TAG(48:2)_FA 18:2,820.8 -> 523.8,TAG2,1127.260082,,,1099.620083,1210.200085,1104.740089,1084.800083,1057.800079,1057.060074,1174.18008,1097.720078,1031.420067,1098.420078,1027.360077,1081.100082
1165,TAG(48:3)_FA 18:2,818.8 -> 521.8,TAG2,1102.840092,,,1026.400078,1085.900066,1034.280067,1012.820068,1045.260078,1029.960083,1115.780064,1121.900078,1165.300083,1122.06007,1022.080067,1070.480076
1166,TAG(50:1)_FA 18:2,852.8 -> 555.8,TAG2,990.0400658,,,1145.460079,1035.360081,1013.620064,1210.800079,1091.620083,1067.580078,1111.720078,1283.600098,1086.760082,1080.220074,1072.280075,1119.240078
1167,TAG(50:2)_FA 18:2,850.8 -> 553.8,TAG2,1072.020073,,,1152.720097,1098.940079,1077.200077,1034.800064,1124.120075,1066.540085,1149.960075,1159.700092,1107.180073,1089.680088,1065.020077,1065.860073
1168,TAG(50:3)_FA 18:2,848.8 -> 551.8,TAG2,1024.440067,,,1164.440083,1227.360096,1179.140087,1195.280079,1231.700089,1167.640087,1351.960094,1149.360077,1471.580097,1416.480099,1325.280094,1130.080074
1169,TAG(50:4)_FA 18:2,846.8 -> 549.8,TAG2,1045.680077,,,1104.340088,1144.060078,1126.660076,1132.460083,1079.220081,1045.660069,1203.340088,1199.460087,1293.040077,1218.840096,1214.120083,1178.68008
1170,TAG(52:0)_FA 18:2,880.8 -> 583.8,TAG2,1012.200077,,,1035.200069,1123.280064,1114.180073,1030.660076,1173.640106,1052.120075,1092.220074,1110.820084,1056.880066,1107.90007,982.56007,1037.860081
1171,TAG(52:0)_FA 20:0,880.8 -> 551.8,TAG2,996.3800621,,,1117.760078,1390.840099,1223.920086,1311.060097,1290.42009,1202.620079,1321.94009,1549.240101,1231.160091,1323.44009,1201.100082,1293.160084
1172,TAG(52:0)_FA 20:4,880.8 -> 559.8,TAG2,1031.82008,,,1196.560089,1100.040077,1045.420071,1090.340065,1088.920078,1041.020069,1005.840069,1065.38007,1110.820072,1091.600079,1053.480076,1080.440071
1173,TAG(52:1)_FA 18:2,878.8 -> 581.8,TAG2,1034.060081,,,1112.420082,1150.98008,1239.180092,1093.960094,1093.100086,1066.40007,1018.700058,1195.280083,1144.660084,1031.500072,1028.060066,1055.780067
