Lipid name,MRM,Ab-cl_12h_N1_acy-carnitines,Ab-cl_12h_N2_acy-carnitines,Ab-cl_12h_N3_acy-carnitines,Ab-cl_12h_N4_acy-carnitines,Ab-cl_12h_N5_acy-carnitines,Ab-cl_12h_N6_acy-carnitines,Ab-cl_1h_N1_acy-carnitines,Ab-cl_1h_N2_acy-carnitines,Ab-cl_1h_N3_acy-carnitines,Ab-cl_1h_N4_acy-carnitines,Ab-cl_1h_N5_acy-carnitines,Ab-cl_1h_N6_acy-carnitines,Ab-cl_1h_N7_acy-carnitines,Ab-cl_24h_N1_acy-carnitines,Ab-cl_24h_N2_acy-carnitines,Ab-cl_24h_N3_acy-carnitines,Ab-cl_24h_N4_acy-carnitines,Ab-cl_24h_N5_acy-carnitines,Ab-cl_24h_N6_acy-carnitines,Ab-cl_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-cl_12h_N1_acy-carnitines,Veh-cl_12h_N2_acy-carnitines,Veh-cl_12h_N3_acy-carnitines,Veh-cl_12h_N4_acy-carnitines,Veh-cl_12h_N5_acy-carnitines,Veh-cl_12h_N6_acy-carnitines,Veh-cl_1h_N1_acy-carnitines,Veh-cl_1h_N2_acy-carnitines,Veh-cl_1h_N3_acy-carnitines,Veh-cl_1h_N4_acy-carnitines,Veh-cl_1h_N5_acy-carnitines,Veh-cl_1h_N6_acy-carnitines,Veh-cl_1h_N7_acy-carnitines,Veh-cl_24h_N1_acy-carnitines,Veh-cl_24h_N2_acy-carnitines,Veh-cl_24h_N3_acy-carnitines,Veh-cl_24h_N4_acy-carnitines,Veh-cl_24h_N5_acy-carnitines,Veh-cl_24h_N6_acy-carnitines,Veh-cl_24h_N7_acy-carnitines
TAG(56:1)_FA 20:0,934.9 -> 605.896,1090.720078,1021.320068,1064.680077,1139.600071,1062.180073,1113.48008,1131.400074,1104.960075,1132.380081,1104.200066,1097.980076,1046.320076,1076.760082,1186.020092,1056.140076,1081.180077,1085.280067,1158.700085,1062.880074,1087.360085,1141.640087,1102.420082,1086.960072,1108.90007,1057.560074,1181.300083,1075.100071,1258.520096,1059.560066,1085.100075,1111.220085,1056.640068,1061.760078,1109.98008,1074.820076,1080.140079,1235.740097,1167.360096,1051.880074,1198.600082,1062.700069
TAG(56:1)_FA 20:4,934.9 -> 613.9,1027.34008,1023.720078,1091.740074,1043.900074,1061.480076,1025.520069,1091.380074,1096.120071,1048.460075,1137.380077,1189.720097,1034.940075,1053.960079,1131.360077,1122.580086,1049.38007,1073.500069,1111.500084,1120.620075,1095.960075,1087.600086,1106.060081,1122.780079,1136.480083,1121.260078,1135.740078,1179.280087,1078.16008,1048.920078,1122.580074,1044.96006,1141.300079,1058.280067,1069.540073,1053.240074,1071.380074,1084.920074,1051.280067,1143.820068,1066.020069,1084.080078
TAG(56:1)_FA 18:1,934.9 -> 635.9,1033.580074,1100.760075,1177.800091,1051.960083,1165.620071,1184.58009,1238.700085,1081.220078,1133.880081,1094.740074,1142.520084,1009.180073,1142.700085,1153.880093,1170.040089,1140.660088,1214.120094,1079.200073,1133.220089,1030.260082,998.6000786,1221.440083,1087.620079,1072.240078,1255.800076,1144.560078,1063.080074,1082.100075,1143.740082,1104.50008,1190.460075,1201.220078,1226.26009,1234.320087,1157.920074,1126.140072,1086.740078,1125.480068,1231.100086,1260.600086,1139.940079
TAG(56:1)_FA 18:2,934.9 -> 637.896,1816.280128,1633.980125,1730.960136,1219.080097,1793.200138,1578.020111,1432.920097,1672.740116,1378.960091,1439.060089,1477.400101,1336.020092,1675.7001,1497.000107,1509.660118,1589.46011,1361.500099,1365.420094,1297.680088,1352.740093,1079.900082,1172.140076,1594.200127,1506.080093,1443.060108,1723.780094,2049.400158,1959.320133,2021.800152,1441.020096,1734.140102,1602.400127,2014.500141,1746.560116,1609.560123,1351.080101,1598.300114,1117.060074,1584.980103,1497.440098,1588.140114
TAG(56:0)_FA 20:0,936.9 -> 607.9,1179.880077,1132.32008,1117.820087,1170.34008,1234.7001,1250.460083,1197.900078,1074.320076,1031.060078,1089.600071,1090.060078,1103.740086,1234.260086,1134.68008,1162.860081,1145.840084,1045.980076,1095.520073,1126.480091,1174.400082,1126.120071,1062.760078,1105.700069,1217.66008,1154.240093,1365.560085,1347.400078,1110.66008,1210.500088,1087.200073,1175.980076,1127.320076,1078.020077,1058.680069,1100.200089,1263.380085,1075.540073,1206.560089,1119.660084,1137.060097,1093.940071
TAG(56:0)_FA 20:4,936.9 -> 615.9,1081.780083,1052.520077,1044.540081,1014.900074,1101.200069,1005.080082,1073.920082,1048.16008,1032.540073,1054.000072,1096.360081,1065.620083,1056.100063,1083.920071,1104.12009,1012.620071,1080.940075,1044.280079,1178.820072,1013.72007,1037.760078,1044.440067,1054.300079,1093.000084,1043.54007,1047.280067,1055.080074,1102.580078,1062.800076,971.3600731,1063.460087,1109.940086,1073.180073,1129.440086,1088.800079,1085.560074,1079.440083,1102.600071,1078.340084,1064.940079,1079.120068
TAG(56:0)_FA 18:1,936.9 -> 637.896,1740.16011,1984.580112,1703.520126,1277.620079,1475.660095,1669.280109,1727.500118,1835.90012,1307.400085,1500.080105,1799.760105,1341.000103,1567.420116,1479.800083,1209.60009,1456.920113,1081.260067,1285.660095,1500.240108,1345.720089,1137.220066,1365.500088,1386.960117,1357.10009,1303.500088,1493.800121,1507.12011,1207.920086,1706.100117,1274.800098,1384.460094,1784.68013,1363.840092,2141.180153,1545.720104,1545.320114,1636.260117,1479.560093,1231.560081,1362.340092,1585.980091
TAG(56:0)_FA 18:2,936.9 -> 639.896,1124.020081,1238.720078,1072.460079,1142.300079,1103.760075,1049.920078,1194.68008,1153.680077,1214.520088,1143.98008,1056.800079,1100.600079,1089.340069,1219.300098,1294.640091,1037.760075,1026.340073,1095.380074,1062.280079,1027.18008,1125.520081,1168.700077,1281.980083,1220.520084,1198.240093,1176.680084,1096.300068,1296.100094,1218.900082,1125.680077,1038.54007,1138.800087,1136.400082,1462.240089,1117.920086,1192.780087,1086.40007,1068.760075,1063.700089,1137.32008,1077.800072
TAG(58:10)_FA 20:0,944.8 -> 615.8,1082.660072,1043.280075,1060.200077,1058.960068,1062.40007,1137.900085,1116.66008,1054.980068,1146.960083,1048.640072,1103.560078,1071.540073,1076.040073,1020.080082,1078.780079,1027.420082,1069.940079,1086.880077,1035.080082,1113.880074,1061.200081,1085.360077,1090.640087,1138.020077,1196.640087,1067.300068,1150.600079,1043.38007,1118.160069,1038.120071,1061.360069,1213.740082,1065.840069,1185.780083,1064.120075,1038.16008,1066.340073,1097.600079,1062.260086,1100.900082,1031.220081
TAG(58:10)_FA 20:4,944.8 -> 623.8,1050.040077,1094.900082,1210.50008,1050.720074,1085.18008,1180.760098,1213.500084,1139.520084,1029.200073,1050.140079,1008.960068,1019.32008,1057.280075,1169.200077,1035.880066,1062.200077,1090.000088,1115.100079,1093.400078,1095.640079,1111.420078,1060.420086,1130.520077,1098.340076,1194.220089,1098.980072,1049.480072,1049.56007,1091.040073,1028.240063,1162.160084,1083.420074,1035.460072,1123.200073,1102.880081,1060.620075,1087.480072,1057.920071,1017.840069,1066.280075,1114.840073
TAG(58:10)_FA 18:1,944.8 -> 645.8,1100.440075,1005.400066,1071.880077,1189.080097,1124.300079,1040.320076,1082.300076,1163.780067,1082.82008,1071.300072,1241.400085,1102.580082,1200.760086,1102.820084,1053.860073,1049.900074,1112.920074,1136.700073,1108.84008,1032.54007,1001.74007,1178.760082,1176.280083,1097.980076,1041.880074,1084.380081,1091.900085,1113.84008,1107.620079,1066.320068,1093.240086,1117.840084,1054.060074,1225.340084,1108.18008,1056.700069,1083.200073,1123.120071,1151.560066,1108.84008,1037.840057
TAG(58:10)_FA 18:2,944.8 -> 647.8,1136.220074,1187.020077,1195.680088,1106.820084,1187.320076,1091.360069,1173.380089,1053.460068,1117.720078,1094.420074,1063.940083,1039.800068,1036.300072,1225.960091,1053.56007,1195.620087,1059.500076,1193.00008,1140.740082,1042.880077,1059.960064,1040.740078,1062.800068,1115.080086,1159.940079,1116.82008,1190.160091,1134.060085,1184.360081,1093.720074,1186.400097,1057.800076,1332.660099,1077.340084,1060.340076,1199.460087,1263.820084,1088.620071,1066.04007,1061.960068,1061.300076
TAG(58:9)_FA 20:0,946.8 -> 617.8,1071.140076,1041.560074,1047.560074,1031.800079,1083.980076,1068.000069,1031.000072,1140.080078,1109.60009,1132.480083,1098.060089,1090.360077,1104.380081,1044.240078,1097.580086,1056.560074,1088.900078,1093.880077,1046.66008,1164.68008,1055.940075,1021.800064,1063.120071,1126.220074,1185.580074,1202.860088,1038.920078,1108.120075,1158.700085,1003.960072,1141.440083,1064.640079,1059.540073,1162.280075,1018.640076,1100.540073,1053.340069,1033.560078,1079.940075,1088.980068,1073.600082
TAG(58:9)_FA 20:4,946.8 -> 625.8,1192.920082,1037.720081,1118.84008,1064.540077,1159.040081,1086.240067,1157.84008,1116.020077,1070.060074,1075.740086,1118.120071,1077.620079,1104.480083,1087.980083,1060.220081,1053.400078,1188.560085,1170.840092,1102.300068,1057.080074,1140.880085,1115.080078,1042.620083,1185.080082,1216.640083,1098.180073,1103.40007,1059.000084,1136.360081,1019.980068,1070.520069,1035.080074,1017.120068,1065.120075,1123.240074,1140.600079,1109.660069,1098.720089,1096.080067,1079.700073,1045.820076
TAG(58:9)_FA 18:1,946.8 -> 647.8,1335.420086,1472.660099,1263.460098,1415.600113,1363.940102,1461.2001,1384.560093,1433.860092,1284.640095,1440.700081,1327.860092,1440.260113,1044.160072,1214.320091,1182.060085,1300.50008,1032.920078,1139.520077,1297.000092,1138.600075,1052.04007,1255.800079,1444.12009,1200.880089,1211.600094,1267.980091,1458.660114,1251.520092,1217.140091,1268.960098,1208.360096,1407.76009,1196.960079,1370.080097,1480.020096,1130.08009,1335.560101,1536.620121,1335.360092,1296.400085,1036.740067
TAG(58:9)_FA 18:2,946.8 -> 649.8,1068.220078,1021.120079,1105.980076,1178.200066,1082.360081,1057.400085,1129.520077,1094.98008,1040.22007,1110.160076,1182.580086,1024.760078,1054.440075,1099.180073,1092.880074,1115.620079,1133.960079,1057.700085,1147.560081,1075.480072,1010.660061,1059.140076,1000.04007,1163.420074,1200.620094,1103.660069,1060.600075,1099.100079,1183.360073,1042.400074,1088.580074,1151.360073,1065.400078,1081.180069,1029.740078,1085.460083,1108.460075,1053.240074,1112.080078,1196.020081,1045.520069
TAG(58:8)_FA 20:0,948.8 -> 619.796,1445.120098,1527.460121,1411.900112,1433.460098,1324.240108,1080.160072,1339.680099,1374.000092,1361.140102,1350.060093,1383.280083,1322.960094,1160.060085,1236.280083,1269.060085,1170.680096,1240.980083,1267.980095,1605.140087,1178.300087,1132.84008,1262.420097,1374.7001,1243.180084,1506.620113,1347.400097,1355.040092,1263.600071,1493.280106,1389.100101,1462.940109,1264.140087,1287.320084,1545.000111,1469.940105,1529.240101,1388.320099,1469.100105,1365.940098,1257.180092,1285.160099
TAG(58:8)_FA 20:4,948.8 -> 627.8,1018.840069,1213.340099,1271.860096,1103.460072,1076.420067,1023.660061,1045.820076,1124.640087,1054.660065,1146.98008,1017.740067,1081.540085,1202.400082,1089.980076,1215.12009,1242.780083,1110.760078,1055.90007,1091.380066,1133.300091,1009.480068,1111.900082,1139.500084,1135.780083,1317.980099,1054.900082,1035.620079,1129.260078,1162.700073,1062.26009,1122.140087,1044.020088,1081.340076,1143.420082,1133.560089,1050.100075,1039.500069,1081.700069,1088.340076,1051.680077,1018.160069
TAG(58:8)_FA 18:1,948.8 -> 649.8,1080.90007,1103.380085,1210.320087,1081.360088,1218.080097,1071.420074,1140.920082,1173.020081,1054.180073,1082.660076,1156.960083,1057.860081,1161.740086,1273.120083,1035.720078,1122.740086,1243.960079,1139.620079,1089.920067,1070.440067,1101.360077,1159.940079,1125.600075,1235.100086,1094.120083,1065.740063,1158.48008,1113.480076,1087.48008,1029.760075,1227.480095,1078.16008,1065.340073,1082.100075,1100.740082,1185.200081,1142.140068,1096.860081,1208.480087,1108.320072,1004.280075
TAG(58:8)_FA 18:2,948.8 -> 651.8,1036.960079,1023.680065,1060.420078,1106.240078,1119.720074,1098.060081,1060.68008,1102.480064,1062.040073,1131.260075,1042.400078,1087.720074,1064.060078,1057.080074,1061.760075,1073.020073,1109.98008,1140.280087,1104.000088,1045.520069,1098.120075,1098.220074,1014.74007,1153.900085,1176.720085,1044.780075,1034.280071,1084.640079,1038.100075,1086.140072,1081.840076,1154.900078,1126.920082,1069.180073,1051.460079,1085.820072,1035.260071,1058.380074,1086.280079,1078.460079,995.1200752
TAG(58:7)_FA 20:0,950.8 -> 621.8,1376.060097,1740.180126,2033.880146,1804.420113,1748.700119,1372.340103,1525.2001,1545.760101,1429.140102,1500.780117,1761.200111,1282.020092,1058.84008,1966.200142,1634.420116,1737.780128,1322.580105,1474.420094,1414.380096,1398.480099,1046.600067,1358.160084,1846.420116,1541.120087,1715.780109,1897.540138,1490.740116,1336.600094,1600.340107,1544.500107,1478.560112,1414.900108,1429.240108,1817.680149,1305.380081,2014.700165,1925.600128,1405.220104,2030.780128,1592.540119,1665.340126
TAG(58:7)_FA 20:4,950.8 -> 629.8,1053.000076,1060.420074,1096.180084,1034.720058,1072.620068,1088.740074,1126.760078,1030.780075,1134.140095,1063.020077,1048.100063,1062.780079,1071.100075,1101.22007,1050.780079,1089.000072,1053.600075,1057.940063,1037.90007,1104.140087,1057.380074,1037.040066,1116.360077,1069.440079,1119.56007,1051.540073,1043.420074,1100.180084,1053.020081,1015.04007,1044.800083,1127.780079,1020.04007,1106.760086,1032.460072,1081.420074,1112.940086,1001.760075,1081.620075,1084.020084,1018.780075
TAG(58:7)_FA 18:1,950.8 -> 651.8,1142.640079,1282.500099,1418.100098,1278.740082,1194.580093,1023.90007,1075.680073,1231.400082,1079.900082,1148.860088,1192.880081,1164.480076,1126.460087,1145.680077,1096.820076,1047.480068,1137.500088,1112.240086,1005.500069,1163.60009,1073.680073,1239.440083,1094.900074,1210.240074,1281.040092,1226.540081,1133.620079,1063.700073,1185.94009,1064.420078,1034.84008,1162.50008,1094.900082,1087.120079,1020.68008,1074.020084,1188.040089,1088.160072,1070.720074,1188.600067,1096.140083
TAG(58:7)_FA 18:2,950.8 -> 653.8,1320.800098,1304.380093,1242.10009,1104.880081,1423.060112,1105.98008,1100.520069,1160.300079,1097.560085,1178.340088,1212.060085,1094.600082,1072.840073,1060.100075,1100.540066,1230.180099,1080.020073,1118.00008,1102.760078,1063.140079,1040.90007,1067.380066,1233.780087,1197.780087,1120.740067,1144.780079,1159.620079,1264.380085,1194.260086,1024.600075,1178.740078,1105.340076,1093.720074,1067.680073,1074.900078,1260.960079,1194.560093,1172.960083,1111.400082,1112.000084,1095.060078
TAG(58:6)_FA 20:0,952.8 -> 623.8,1196.540073,1060.50008,1141.560085,1176.360081,1057.440071,1059.400074,1124.380081,1138.140079,1062.020077,1172.520077,1116.98008,1068.040066,1015.800072,1143.76009,1117.040081,1184.740078,1102.140076,1207.180088,1088.860077,1078.540081,1032.640076,1038.960075,1169.18008,1153.50008,1049.480076,1040.960064,1062.700073,992.8600731,1187.580082,1055.920078,1170.220093,1061.020073,995.2600708,1221.360092,1092.220085,1101.660072,1213.960094,1097.66008,1173.60009,1088.460079,1064.820076
TAG(58:6)_FA 20:4,952.8 -> 631.8,1032.360073,1021.600075,1152.140083,1069.920074,1043.500061,1057.440071,1161.500072,1102.740074,1086.720078,1110.960079,1000.780067,1078.98008,1071.440083,1087.900074,1085.200077,1055.460083,1104.920074,1098.160076,1089.840076,1036.480076,1127.480091,1039.620079,1148.960079,1129.300079,1090.520081,1083.960072,1076.460079,1101.120064,1079.660065,1046.900074,1123.360085,1095.560074,1080.100079,1143.580067,1057.760075,1069.380081,1027.58007,1087.840073,1051.080078,1131.90007,1043.100071
TAG(58:6)_FA 18:1,952.8 -> 653.8,1546.880096,1268.860096,1533.24012,1670.240093,1932.860119,1311.920097,1451.020115,1670.460114,1280.000103,1306.360096,1421.740105,1305.080086,1261.520088,1450.120094,1374.320099,1693.280113,1196.460091,1366.08009,1662.880112,1320.140083,1078.100082,1542.100105,1519.320091,1586.400116,1603.300129,1282.180096,1747.300125,1332.12011,1518.940109,1477.640091,1495.120113,1572.980133,1796.580124,1454.600098,1485.800102,1469.940105,1543.780117,1399.960106,1317.580082,1588.260098,1572.720135
TAG(58:6)_FA 18:2,952.8 -> 655.8,1078.260078,1045.58007,1051.000072,1176.060085,1081.140068,1041.920074,1128.900078,1177.360081,1133.940079,1076.480068,1190.08009,1080.940075,1096.300076,1142.320076,1055.740074,1059.580074,1151.280083,1073.380074,1100.000084,1103.460079,1031.440071,1033.040073,1143.720074,1172.040085,1242.220093,1146.200096,1099.180077,1183.540089,1137.940086,1095.060081,1151.260082,1012.120075,1115.980072,1116.220081,1026.360077,1073.040081,1035.300079,1209.380066,1078.78009,1210.660091,1087.520081
TAG(58:5)_FA 20:0,954.8 -> 625.8,1069.000084,1131.020081,1037.620075,1081.600075,1070.460068,1056.680077,1146.200092,1107.740074,1035.820076,1160.680069,1093.980076,1097.280083,1054.58007,1015.740074,1090.540081,1117.040073,1080.520081,1071.260063,1018.24007,1047.620079,1079.84008,1083.920086,1083.380077,1108.200069,1110.780079,1057.32008,1058.900078,1031.960068,1066.560085,1079.700073,1034.420082,1043.840073,1050.980072,1038.660072,992.0600815,1013.700069,1048.260075,1036.380077,1082.060074,1104.720078,1107.740082
TAG(58:5)_FA 20:4,954.8 -> 633.8,1076.460083,1084.960068,1043.980068,1111.74007,1128.380081,1054.120079,1054.040077,1151.620087,1120.820087,1033.90007,1130.760086,1093.700077,995.5400658,1079.220078,1100.820076,1112.100075,1209.580093,1074.560081,1001.620079,1008.780064,1024.060074,1060.360073,1067.84008,1070.000076,1012.500072,1086.840073,1155.180069,1073.400078,1162.060085,1006.600071,1222.220089,1121.840076,1044.020081,1094.820068,1054.680069,1005.940071,1093.080074,1081.420071,1081.460075,1079.340076,1019.480072
TAG(58:5)_FA 18:1,954.8 -> 655.8,1017.460072,1214.600086,1115.100082,1095.160088,1236.340096,1283.260086,1342.940098,1060.920082,1142.100079,1121.04007,1159.740078,1071.260082,1029.900074,1161.300072,1152.260086,1131.060081,1107.460079,1249.640091,1214.10009,1078.520077,1083.280071,1332.160095,1240.920086,1079.260082,1306.780098,1224.580078,1148.140076,1048.800072,1326.120102,1083.060078,1191.180096,1194.160088,1088.16008,1079.380074,1224.540085,1088.700073,1195.940075,1202.420094,1153.580086,1147.420082,1258.060104
TAG(58:5)_FA 18:2,954.8 -> 657.8,1111.820072,1017.480072,1055.54007,1073.020077,1128.040085,1126.620079,1211.400074,1052.600075,1083.660076,1165.200073,1128.940086,1068.920071,1151.90007,1070.400074,1038.320084,1022.360081,1093.420082,1035.540077,1085.860077,1101.260086,1070.700073,1040.640076,1121.700066,1095.800076,1145.68008,1037.180077,1041.640076,1069.700081,1059.940071,1213.200089,1178.020084,1049.500084,999.4600677,1063.940083,1108.780083,1060.460079,1072.940071,1108.700073,1037.740078,1108.840076,1044.260075
TAG(58:4)_FA 20:0,956.9 -> 627.9,1088.920074,989.4000702,1105.260082,1095.620075,1112.32008,1019.320076,1076.660076,1097.940079,1088.860073,1055.060081,1144.840076,1048.580082,1033.200081,1187.400074,1114.360069,1037.940079,1072.540073,1090.020077,1092.860077,1079.140079,1068.34008,1123.280075,1076.380074,1099.480076,1090.460079,1038.200081,1219.720078,1056.420078,1167.520088,1101.800079,1120.280079,1143.84008,1038.260075,1194.880085,1120.460083,1056.360073,1034.280067,1040.900074,1058.820068,1113.140076,1129.48008
TAG(58:4)_FA 20:4,956.9 -> 635.9,1267.360096,1096.240082,1091.280067,1115.180084,1249.340092,1099.980083,1238.480083,1023.640072,1063.460075,1066.500072,1151.080082,1193.520069,1179.740074,1064.560074,1063.800072,1108.380074,1054.040073,1127.080082,1270.900085,1115.020081,1057.360073,1134.940083,1220.260086,1176.580078,1136.080078,1138.200081,1311.540089,1097.420078,1053.980072,1039.260071,1102.040081,1116.080063,1214.080093,1071.840076,1122.000072,1029.880077,1159.400082,1108.44009,1122.300083,1217.50008,1152.16008
TAG(58:4)_FA 18:1,956.9 -> 657.9,1092.100067,1178.680084,1222.60009,1152.700081,1080.640079,1057.940067,1158.280079,1039.740074,1070.960083,1088.760075,1089.600079,1082.080078,1074.840076,1056.880077,1024.660076,1132.740074,1126.180084,1193.020084,1021.840069,1032.140072,1053.740067,1069.100071,1084.860065,1199.480083,1254.920082,1075.400085,1032.980068,1076.560074,1170.560089,1141.500092,1093.320076,1167.560085,1045.580078,1042.04007,1017.120068,1089.460075,1122.420074,1062.220074,1072.720085,1128.140079,1094.800072
TAG(58:4)_FA 18:2,956.9 -> 659.9,1030.200077,1066.080082,1269.840096,1091.160084,1104.06007,1063.56007,1145.800076,1141.240093,1089.460072,1118.040081,1177.700085,1081.900085,1103.760082,1079.00008,1113.720078,1180.300079,1038.240078,1134.520088,1255.040089,1112.360085,1079.480072,1187.100082,1105.200073,1186.360092,1089.420074,1032.820072,1106.380077,1070.640068,1035.660069,1181.820099,1204.280079,1046.640072,1064.280079,1343.620094,1095.16008,1066.880089,1070.00008,1207.520081,1148.060081,1191.520077,1125.460087
TAG(58:3)_FA 20:0,958.9 -> 629.9,996.5200691,1161.400089,1019.340073,1117.680077,1097.220081,1089.400074,1156.780083,1090.200073,1037.580082,1047.760082,1131.340076,1057.460075,1124.020077,1133.900093,1108.960079,1045.160069,1024.260071,1082.380074,1116.140083,1129.460083,1091.940083,1050.620068,1133.940079,1075.500088,1103.06007,1055.000069,1049.760067,1058.060066,1077.40007,1045.160065,1089.600063,1064.540062,1039.700077,1075.040073,1145.360077,1054.960072,1092.440071,1123.560074,1011.700066,1097.500088,1047.800072
TAG(58:3)_FA 20:4,958.9 -> 637.9,1387.480106,1648.600117,1285.400097,1349.880104,1242.480095,1447.160107,1454.120102,1253.640102,1097.940075,1365.660099,1268.260101,1210.060081,1285.400097,1198.720089,1361.100098,1478.820099,1189.520092,1194.580078,1395.640091,1343.040092,1105.560085,1541.020115,1326.740089,1172.800091,1268.220085,1394.140095,1358.380093,1142.120087,1406.300098,1222.420086,1380.400105,1326.960091,1317.980083,1103.120079,1254.76009,1353.5401,1244.920078,1575.520103,1484.540104,1680.900097,1423.400101
TAG(58:3)_FA 18:1,958.9 -> 659.896,1120.000084,1193.080086,1587.780109,1210.200096,1168.000084,1395.30011,1134.860085,1419.200119,1225.600079,1462.62009,1354.460098,1087.160069,1177.900082,1295.0401,1083.540081,1349.10009,1245.660084,1279.68008,1348.500084,1201.000088,1100.960079,1110.160084,1491.780094,1155.620083,1256.740078,1174.340092,1285.840092,1004.840076,1438.460117,1081.100071,1286.200089,1212.600086,1217.780071,1201.60009,1291.360104,1268.800098,1300.060093,1352.460106,1185.740082,1453.100094,1294.620102
TAG(58:3)_FA 18:2,958.9 -> 661.9,1099.140068,1075.500072,1049.760075,1050.260078,1045.000065,1117.020084,1132.600086,1077.200081,1056.100079,1056.260063,1129.740082,1119.560081,1057.640076,1115.060066,1065.620083,1041.700073,1027.520073,1100.080078,1107.540077,1022.300068,1044.240074,1130.600075,1035.640068,1291.340084,1174.640083,1090.020084,1117.260078,1103.640079,1187.280083,1192.640091,1225.700085,1038.120075,1121.900074,1071.380081,1105.98008,1045.54007,1091.16008,1120.180069,1020.660069,1089.840073,1170.840084
TAG(58:2)_FA 20:0,960.9 -> 631.9,1082.540073,1073.260086,1107.360073,1166.820084,1070.920078,997.6400604,1094.300072,1078.420067,1030.440071,1080.840065,1117.160076,1116.460094,1121.040085,1087.440083,1098.84008,1106.48008,1053.880074,1118.860077,1060.140072,1049.820072,1070.420078,1091.22007,1009.080059,1096.700077,1102.780079,1315.280098,1116.78009,1114.380085,1043.460068,1064.260078,1074.18008,1023.500072,1151.020081,1041.520077,1014.340065,1134.040073,1106.100082,1109.120087,1104.220078,1028.900066,1138.820087
TAG(58:2)_FA 20:4,960.9 -> 639.9,994.9400711,1064.360073,1010.440063,1067.800079,1045.340069,1048.740059,1049.420071,1082.620079,1063.480087,1123.960083,1160.12009,1016.580078,1023.600079,1028.900078,1161.680073,1103.240089,1129.280083,1203.860081,1097.56007,1050.960075,1056.680084,1188.080074,1088.18008,1077.760078,1171.12009,1135.140076,1064.960068,1076.940079,1177.420097,1099.480072,1049.820084,1026.720074,1054.260075,1063.280079,1087.580082,1104.740086,1276.140106,1066.020077,1140.620087,1091.040085,1071.380074
TAG(58:2)_FA 18:1,960.9 -> 661.9,1169.080082,1181.560093,1088.020073,1108.720081,1069.460079,1125.960083,1098.300087,1071.160072,1100.26009,1092.200085,1119.94009,1069.080074,1094.860077,1129.16008,1067.600071,1038.560062,1079.980076,1053.500061,1188.560097,1082.780079,1050.480076,977.9600639,1011.800076,1021.68008,1126.400082,1094.220089,1026.900066,1055.780075,1027.060066,1087.940086,1138.040085,1108.280071,1063.240086,1075.440079,996.56007,1178.100082,1018.900074,1146.200089,1131.540073,1258.480099,1072.860073
TAG(58:2)_FA 18:2,960.9 -> 663.9,1200.400085,1619.700115,1371.900089,1384.180115,1354.960094,1361.660095,1332.920105,1062.180069,1053.840076,1376.400078,1181.920067,1219.720085,1122.680084,1254.280094,1077.260071,1215.34008,1242.660088,1564.760124,1234.260075,1116.480087,1098.460075,1051.800072,1129.08007,1159.480072,1336.340088,1134.640076,1484.960102,1175.920078,1109.160076,1151.900082,1338.740105,1169.100079,1258.920094,1146.08007,1186.180077,1587.080116,1306.560108,1187.220085,1273.860088,1470.560093,1101.920082
TAG(58:1)_FA 20:0,962.9 -> 633.9,1048.580067,1096.940083,1076.140079,1101.22007,1101.78009,1025.380066,1078.120075,1047.440075,1196.000084,1111.440086,1048.260078,1077.680069,1175.580078,1139.900082,1098.540077,1086.760082,1093.780083,1056.100082,1137.54007,1213.260101,1058.560078,995.1600685,1016.920071,1095.900074,1111.860077,1137.860088,1081.700069,1057.420086,1028.580067,1080.160076,1031.820072,1210.680092,996.5200691,1168.380085,1226.68008,1085.400074,1060.720074,1121.360081,1048.400074,1150.880085,1060.940071
TAG(58:1)_FA 20:4,962.9 -> 641.9,1033.440075,1022.480072,1076.160065,1117.040073,1115.780075,1073.240082,1039.020077,1081.480076,1070.82008,1104.880077,1158.720074,1108.780083,1128.640079,1065.200077,1005.58007,1063.060078,1104.060074,1067.200077,1000.08007,1025.900066,1066.680073,1118.640072,1060.320091,1040.200077,1171.420074,1067.600079,1089.580078,1079.560081,1099.340084,1069.440083,1105.480083,1260.940083,1009.720066,1066.760071,1156.920094,1082.540085,1044.640076,1051.68008,1094.380081,1080.620079,1032.100071
TAG(58:1)_FA 18:1,962.9 -> 663.9,1296.980095,1191.980076,1243.800083,1053.880074,1144.580086,1047.160072,1140.580082,1225.480083,1138.000088,1102.900074,1118.880081,1071.700077,1121.480083,1346.420097,1127.600082,1219.680092,1205.300095,1206.060085,1500.860111,1074.200085,1117.520084,1162.440098,1183.620087,1314.5201,1329.980099,1131.160072,1284.840096,1129.600082,1064.900074,1268.50008,1263.48008,1297.420086,1089.180077,1202.920082,1242.480091,1310.960087,1136.660084,1299.700089,1147.420082,1376.360096,1244.12009
TAG(58:1)_FA 18:2,962.9 -> 665.9,1043.420063,1019.920082,1077.800076,1151.340076,1077.260071,1085.16008,1154.440079,1078.56007,1124.780075,1076.400074,1126.300087,1135.900082,1291.040092,1081.620068,1204.520081,1207.66008,1089.68008,1121.620068,1036.66008,1049.760063,1140.620083,1109.080082,1116.660072,1087.420074,1079.04007,1085.900074,1101.620075,1068.340061,1107.480076,1071.640068,1104.800072,1054.460068,993.1800766,1033.000069,1068.200085,1075.68008,1065.080063,1119.08009,1122.680073,1067.700081,1180.720081
